Time,T1Mesure,T2Mesure,T3Mesure,PerturbationCourant,T3Estimation,Consigne
0.0,23.4841028396258,23.4841028396258,23.4841028396258,0.0,23.5,27
0.5,23.4841028396258,23.4841028396258,23.4841028396258,0.0,23.5,27
1.0,23.4841028396258,23.4841028396258,23.4841028396258,0.0,23.5,27
1.5,23.4841028396258,23.4841028396258,23.4841028396258,0.0,23.5,27
2.0,23.4841028396258,23.4841028396258,23.4841028396258,0.0,23.5,27
2.5,23.4841028396258,23.4841028396258,23.4841028396258,0.0,23.5,27
3.0,23.4841028396258,23.4841028396258,23.4841028396258,0.0,23.5,27
3.5,23.4841028396258,23.4841028396258,23.4841028396258,0.0,23.5,27
4.0,23.4841028396258,23.4841028396258,23.4841028396258,0.0,23.5,27
4.5,23.4841028396258,23.4841028396258,23.4841028396258,0.0,23.4995661756343,27
5.0,23.4841028396258,23.4841028396258,23.4841028396258,0.0,23.4991467098576,27
5.5,23.4841028396258,23.4841028396258,23.4841028396258,0.0,23.4987411157014,27
6.0,23.4841028396258,23.4841028396258,23.4841028396258,0.0,23.4983489228957,27
6.5,23.5655155936366,23.4841028396258,23.4841028396258,0.0,23.4979696772939,27
7.0,23.6469604268457,23.5112368929362,23.4841028396258,0.0,23.4976045217599,27
7.5,23.7284378742585,23.5112368929362,23.4841028396258,0.0,23.4979960399416,27
8.0,23.8099484716143,23.5112368929362,23.5112368929362,0.0,23.498381263191,27
8.5,23.8914927554073,23.5383744710102,23.5112368929362,0.0,23.4987634495448,27
9.0,23.9730712629071,23.5383744710102,23.5112368929362,0.0,23.4998857455454,27
9.5,24.0274762134222,23.5655155936366,23.5112368929362,0.0,23.5009855353427,27
10.0,24.1091129565378,23.5655155936366,23.5112368929362,0.0,23.5028061251654,27
10.5,24.1907853600284,23.5926602806124,23.5383744710102,0.0,23.5045848766511,27
11.0,24.2724939641853,23.6198085517439,23.5383744710102,0.0,23.5070663245294,27
11.5,24.3542393101723,23.6469604268457,23.5383744710102,0.0,23.5102291407357,27
12.0,24.4360219400472,23.6469604268457,23.5655155936366,0.0,23.5140526955912,27
12.5,24.5178423967833,23.6741159257419,23.5655155936366,0.0,23.5177765037482,27
13.0,24.5997012242892,23.7012750682655,23.5655155936366,0.0,23.5221472417052,27
13.5,24.6542953620842,23.7284378742585,23.5926602806124,0.0,23.5271453580272,27
14.0,24.7362193521701,23.7827745560676,23.5926602806124,0.0,23.5327514099535,27
14.5,24.8181831681886,23.8099484716143,23.6198085517439,0.0,23.5396875372844,27
15.0,24.9001873576633,23.8371261300921,23.6198085517439,0.0,23.5471696993596,27
15.5,24.9822324691539,23.8643075513903,23.6469604268457,0.0,23.5551817008547,27
16.0,25.0369522159725,23.8914927554073,23.6469604268457,0.0,23.5637078714202,27
16.5,25.1190667527258,23.9186817620519,23.6741159257419,0.0,23.572732516431,27
17.0,25.2012236795485,23.9730712629071,23.6741159257419,0.0,23.5822404655381,27
17.5,25.2834235489835,24.0002717969842,23.7012750682655,0.0,23.5929592224833,27
18.0,25.3382475923215,24.0274762134222,23.7012750682655,0.0,23.6041079588676,27
18.5,25.4205202637477,24.081896773225,23.7284378742585,0.0,23.6156737690329,27
19.0,25.5028373568518,24.1091129565378,23.7556043635723,0.0,23.6283862548236,27
19.5,25.5577403725541,24.1363331021075,23.7556043635723,0.0,23.6414662987788,27
20.0,25.6401327397658,24.1907853600284,23.7827745560676,0.0,23.6549030699155,27
20.5,25.7225710162255,24.2180175124118,23.8099484716143,0.0,23.6694286076093,27
21.0,25.7775556488852,24.2724939641853,23.8099484716143,0.0,23.6842652853014,27
21.5,25.8600716860932,24.2997383036723,23.8371261300921,0.0,23.7001469847014,27
22.0,25.9151086793285,24.3542393101723,23.8643075513903,0.0,23.7162966829909,27
22.5,25.9977040391247,24.3814960173485,23.8914927554073,0.0,23.7334500422161,27
23.0,26.0803477446977,24.4360219400472,23.8914927554073,0.0,23.7508310895236,27
23.5,26.1354706865372,24.4632911958012,23.9186817620519,0.0,23.7691777110835,27
24.0,26.2181962264544,24.5178423967833,23.9458745912424,0.0,23.7877148513506,27
24.5,26.2733742499892,24.5451243823126,23.9730712629071,0.0,23.8071814499877,27
25.0,26.3561832023798,24.5997012242892,24.0002717969842,0.0,23.8268033132635,27
25.5,26.411417361875,24.6269961211087,24.0274762134222,0.0,23.8473209078263,27
26.0,26.466674271941,24.6815989674316,24.0274762134222,0.0,23.8679608156047,27
26.5,26.5496026656224,24.70890695738,24.0546845321795,0.0,23.889464420087,27
27.0,26.6049171951213,24.7635361720555,24.081896773225,0.0,23.9110590327788,27
27.5,26.6879328159923,24.7908574373021,24.1091129565378,0.0,23.9334879749907,27
28.0,26.7433060300693,24.8455133850061,24.1363331021075,0.0,23.9559791757182,27
28.5,26.7987030172757,24.8728481080587,24.1635572299341,0.0,23.9792772770467,27
29.0,26.8541239491003,24.9275311541499,24.1907853600284,0.0,24.0026102165249,27
29.5,26.9373006188969,24.9548795178615,24.2180175124118,0.0,24.0267233949179,27
30.0,26.9927821645862,25.0095900283968,24.2452537071164,0.0,24.0508458184711,27
30.5,27.0482882575822,25.0369522159725,24.2452537071164,0.0,24.0757246481986,27
31.0,27.1038190708028,25.0916905577207,24.2724939641853,0.0,24.1005887656089,27
31.5,27.1593747774918,25.1190667527258,24.2997383036723,0.0,24.1261859816693,27
32.0,27.2427553925614,25.1738332931822,24.3269867456426,0.0,24.1517455839509,27
32.5,27.2983740930341,25.2012236795485,24.3542393101723,0.0,24.1780170797932,27
33.0,27.3540182959448,25.2560187869497,24.3814960173485,0.0,24.2042306100339,27
33.5,27.4096881760459,25.2834235489835,24.4087568872702,0.0,24.2311362018736,27
34.0,27.4653839084336,25.3108331439291,24.4360219400472,0.0,24.2579637354876,27
34.5,27.5211056685516,25.3656669147103,24.4632911958012,0.0,24.2847167172264,27
35.0,27.5768536321941,25.3930911316596,24.4905646746649,0.0,24.3121462486356,27
35.5,27.6326279755097,25.4479543315679,24.5178423967833,0.0,24.3394821932821,27
36.0,27.6884288750039,25.4753933557284,24.5451243823126,0.0,24.3674766950194,27
36.5,27.7442565075434,25.5302863555762,24.5724106514213,0.0,24.3953598215268,27
37.0,27.8001110503583,25.5577403725541,24.5997012242892,0.0,24.4238847216091,27
37.5,27.8559926810467,25.5851994284537,24.6269961211087,0.0,24.452281620869,27
38.0,27.8839437099441,25.6401327397658,24.6542953620842,0.0,24.4805556921512,27
38.5,27.9398663062505,25.6676070365908,24.6815989674316,0.0,24.5094604639771,27
39.0,27.9958164360544,25.7225710162255,24.70890695738,0.0,24.5382254456929,27
39.5,28.0517942782663,25.750060740541,24.7362193521701,0.0,24.5676057128277,27
40.0,28.0797936475394,25.7775556488852,24.7635361720555,0.0,24.5968314161231,27
40.5,28.1358133946584,25.832561100845,24.7908574373021,0.0,24.6259080784482,27
41.0,28.1918613031435,25.8600716860932,24.8181831681886,0.0,24.6555911114859,27
41.5,28.2198958742158,25.8875875386354,24.8455133850061,0.0,24.6851104022291,27
42.0,28.2759863628702,25.9426351290453,24.8728481080587,0.0,24.7144717827576,27
42.5,28.3321054642948,25.9701669086754,24.9001873576633,0.0,24.7444315392077,27
43.0,28.3601758014235,25.9977040391247,24.9275311541499,0.0,24.7742192546189,27
43.5,28.4163381619894,26.0252465413159,24.9548795178615,0.0,24.8038410405181,27
44.0,28.4444302308929,26.0803477446977,24.9822324691539,0.0,24.8333028067676,27
44.5,28.5006362597983,26.1079064878174,25.0095900283968,0.0,24.8633616291015,27
45.0,28.5287502654203,26.1354706865372,25.0369522159725,0.0,24.893245864148,27
45.5,28.5850003732468,26.1630403618644,25.0643190522774,0.0,24.9229617124134,27
46.0,28.613136521227,26.2181962264544,25.0916905577207,0.0,24.9525151698025,27
46.5,28.6412800958125,26.2457824578177,25.1190667527258,0.0,24.9826641419552,27
47.0,28.6975896166404,26.2733742499892,25.1464476577294,0.0,25.0126357494568,27
47.5,28.725755608869,26.3009716240628,25.1738332931822,0.0,25.0424363065922,27
48.0,28.7539291196762,26.3285746011499,25.2012236795485,0.0,25.0720719009095,27
