temps,T3,T2,T1
153.5,27.5442428,28.52651234,30.94979
154,27.55378609,28.53589412,30.95879552
154.5,27.56328843,28.54523477,30.9677474
155,27.57274996,28.55453447,30.97664597
155.5,27.58217086,28.5637934,30.98549155
156,27.59155128,28.57301173,30.99428445
156.5,27.6008914,28.58218966,31.00302499
157,27.61019136,28.59132735,31.01171348
157.5,27.61945133,28.60042497,31.02035022
158,27.62867147,28.60948272,31.02893553
158.5,27.63785194,28.61850075,31.03746972
159,27.6469929,28.62747925,31.04595308
159.5,27.65609451,28.63641839,31.05438592
160,27.66515693,28.64531834,31.06276854
160.5,27.67418031,28.65417926,31.07110124
161,27.68316482,28.66300135,31.07938432
161.5,27.69211061,28.67178475,31.08761807
162,27.70101784,28.68052965,31.09580279
162.5,27.70988667,28.68923622,31.10393877
163,27.71871725,28.69790461,31.11202629
163.5,27.72750974,28.706535,31.12006566
164,27.7362643,28.71512755,31.12805714
164.5,27.74498107,28.72368244,31.13600104
165,27.75366022,28.73219982,31.14389763
165.5,27.76230189,28.74067985,31.15174719
166,27.77090625,28.74912272,31.15955
166.5,27.77947344,28.75752856,31.16730635
167,27.78800362,28.76589756,31.17501651
167.5,27.79649694,28.77422987,31.18268075
168,27.80495355,28.78252564,31.19029936
168.5,27.8133736,28.79078505,31.19787259
169,27.82175725,28.79900825,31.20540072
169.5,27.83010465,28.8071954,31.21288402
170,27.83841594,28.81534665,31.22032275
170.5,27.84669127,28.82346217,31.22771719
171,27.8549308,28.83154211,31.23506759
171.5,27.86313467,28.83958663,31.24237421
172,27.87130302,28.84759588,31.24963733
172.5,27.87943602,28.85557002,31.25685719
173,27.8875338,28.8635092,31.26403405
173.5,27.89559652,28.87141357,31.27116818
174,27.90362431,28.87928329,31.27825982
174.5,27.91161732,28.88711851,31.28530923
175,27.91957571,28.89491938,31.29231666
175.5,27.92749961,28.90268605,31.29928235
176,27.93538916,28.91041867,31.30620657
176.5,27.94324452,28.91811739,31.31308955
177,27.95106582,28.92578236,31.31993154
177.5,27.95885321,28.93341373,31.32673278
178,27.96660683,28.94101164,31.33349353
178.5,27.97432682,28.94857624,31.34021401
179,27.98201332,28.95610768,31.34689447
179.5,27.98966648,28.9636061,31.35353514
180,27.99728643,28.97107164,31.36013627
180.5,28.00487331,28.97850446,31.36669809
181,28.01242727,28.98590469,31.37322083
181.5,28.01994844,28.99327247,31.37970473
182,28.02743696,29.00060796,31.38615001
182.5,28.03489297,29.00791129,31.39255691
183,28.0423166,29.0151826,31.39892566
183.5,28.049708,29.02242203,31.40525648
184,28.05706729,29.02962973,31.41154959
184.5,28.06439462,29.03680582,31.41780524
185,28.07169012,29.04395046,31.42402362
185.5,28.07895392,29.05106377,31.43020498
186,28.08618617,29.0581459,31.43634952
186.5,28.09338698,29.06519698,31.44245748
187,28.1005565,29.07221714,31.44852906
187.5,28.10769486,29.07920653,31.45456448
188,28.11480219,29.08616528,31.46056396
188.5,28.12187863,29.09309353,31.46652771
189,28.1289243,29.09999139,31.47245594
189.5,28.13593933,29.10685902,31.47834887
