Temps (s),T1 (°C),T2 (°C),T3 (°C)
Temps (s), T1 (°C), T2 (°C), T3 (°C)
960,26.96,27.59,26.79
961,26.98,27.59,26.83
962,26.98,27.61,26.81
963,26.98,27.61,26.81
964,26.98,27.63,26.81
965,26.98,27.59,26.79
966,26.98,27.61,26.83
967,27.00,27.59,26.79
968,27.00,27.59,26.79
969,27.02,27.63,26.81
970,27.02,27.61,26.81
971,27.02,27.59,26.81
972,27.04,27.57,26.83
973,27.00,27.59,26.83
974,26.98,27.61,26.81
975,27.00,27.61,26.79
976,26.98,27.59,26.81
977,26.98,27.61,26.83
978,26.96,27.61,26.83
979,26.96,27.61,26.83
980,26.98,27.59,26.83
981,26.98,27.61,26.83
982,27.00,27.59,26.83
983,26.98,27.59,26.83
984,27.00,27.57,26.83
985,26.96,27.61,26.85
986,26.98,27.61,26.85
987,27.00,27.61,26.85
988,26.98,27.63,26.85
989,26.96,27.61,26.81
990,26.96,27.59,26.83
991,26.96,27.63,26.81
992,26.96,27.63,26.83
993,26.98,27.61,26.85
994,26.96,27.63,26.81
995,26.91,27.61,26.83
996,26.94,27.63,26.85
997,26.94,27.63,26.83
998,26.96,27.63,26.83
999,26.94,27.61,26.83
1000,26.96,27.63,26.83
