Temps (s),T1 (°C),T2 (°C),T3 (°C)
Temps (s), T1 (°C), T2 (°C), T3 (°C)
651,27.06,27.63,26.77
652,27.08,27.61,26.79
653,27.08,27.63,26.81
654,27.08,27.61,26.79
655,27.08,27.61,26.79
656,27.08,27.63,26.83
657,27.06,27.61,26.81
658,27.08,27.63,26.81
659,27.08,27.63,26.79
660,27.08,27.59,26.81
661,27.06,27.63,26.81
662,27.04,27.63,26.81
663,27.04,27.63,26.77
664,27.04,27.61,26.81
665,27.04,27.59,26.81
666,27.02,27.61,26.81
667,27.04,27.63,26.79
668,27.08,27.63,26.81
669,27.06,27.63,26.83
670,27.08,27.61,26.81
671,27.08,27.61,26.81
672,27.08,27.61,26.81
673,27.08,27.63,26.83
674,27.10,27.63,26.81
675,27.10,27.57,26.81
676,27.10,27.61,26.83
677,27.10,27.61,26.81
678,27.10,27.59,26.81
679,27.10,27.59,26.83
680,27.10,27.63,26.83
681,27.08,27.63,26.83
682,27.10,27.63,26.83
683,27.08,27.63,26.83
684,27.10,27.59,26.83
685,27.10,27.59,26.83
686,27.08,27.61,26.81
687,27.10,27.61,26.81
688,27.08,27.61,26.83
689,27.10,27.61,26.83
690,27.12,27.63,26.83
691,27.10,27.65,26.85
692,27.10,27.63,26.85
693,27.12,27.63,26.85
694,27.12,27.67,26.87
695,27.10,27.63,26.85
696,27.08,27.65,26.85
697,27.10,27.63,26.85
698,27.10,27.63,26.87
699,27.12,27.65,26.87
700,27.10,27.61,26.89
701,27.10,27.63,26.89
702,27.08,27.65,26.85
703,27.08,27.65,26.91
704,27.04,27.65,26.91
705,27.04,27.67,26.89
706,27.04,27.70,26.94
707,27.06,27.65,26.94
708,27.06,27.65,26.91
709,27.04,27.65,26.89
710,27.04,27.67,26.91
711,27.04,27.63,26.89
712,27.04,27.67,26.91
713,27.04,27.67,26.91
714,27.04,27.67,26.91
715,27.06,27.65,26.89
716,27.06,27.67,26.85
717,27.06,27.65,26.87
718,27.06,27.67,26.87
719,27.08,27.65,26.85
720,27.04,27.65,26.87
721,27.04,27.65,26.87
722,27.04,27.65,26.85
723,27.04,27.61,26.87
724,27.04,27.65,26.85
725,27.04,27.63,26.87
726,27.04,27.65,26.85
727,27.02,27.65,26.87
728,27.02,27.67,26.87
729,27.00,27.65,26.87
730,27.00,27.67,26.87
731,27.04,27.67,26.87
732,27.02,27.65,26.87
733,27.06,27.65,26.87
734,27.06,27.65,26.87
735,27.08,27.67,26.87
736,27.06,27.63,26.85
737,27.06,27.63,26.87
738,27.06,27.67,26.83
739,27.06,27.61,26.87
740,27.06,27.65,26.87
741,27.06,27.65,26.85
742,27.04,27.65,26.87
743,27.04,27.65,26.87
744,27.00,27.67,26.87
745,27.02,27.67,26.87
746,27.04,27.70,26.89
747,27.04,27.67,26.85
748,27.04,27.65,26.89
749,27.06,27.67,26.89
750,27.04,27.67,26.89
751,27.08,27.72,26.89
752,27.10,27.67,26.87
753,27.06,27.70,26.89
754,27.04,27.67,26.89
755,27.04,27.65,26.87
756,27.02,27.67,26.87
757,27.04,27.70,26.85
758,27.04,27.67,26.89
759,27.04,27.67,26.87
761,27.06,27.67,26.87
762,27.08,27.67,26.85
763,27.08,27.67,26.87
764,27.08,27.67,26.83
765,27.08,27.63,26.85
766,27.06,27.67,26.87
767,27.06,27.67,26.87
768,27.08,27.65,26.87
769,27.04,27.70,26.85
770,27.06,27.70,26.87
771,27.04,27.70,26.87
772,27.08,27.70,26.89
773,27.10,27.65,26.89
774,27.06,27.70,26.87
775,27.08,27.67,26.91
776,27.06,27.70,26.87
777,27.06,27.70,26.89
778,27.06,27.67,26.89
779,27.04,27.72,26.94
780,27.04,27.70,26.89
781,27.02,27.72,26.89
782,27.02,27.70,26.89
783,27.06,27.70,26.89
784,27.06,27.67,26.89
785,27.08,27.70,26.91
786,27.08,27.70,26.91
787,27.08,27.70,26.89
788,27.06,27.67,26.91
789,27.04,27.70,26.91
790,27.06,27.65,26.94
791,27.06,27.67,26.91
792,27.04,27.65,26.94
793,27.02,27.63,26.94
794,27.00,27.70,26.94
795,26.98,27.67,26.91
796,27.00,27.67,26.91
797,27.00,27.67,26.91
798,27.02,27.70,26.91
799,27.04,27.70,26.91
800,27.02,27.70,26.91
801,27.02,27.67,26.91
802,27.02,27.70,26.94
803,27.00,27.70,26.94
804,27.00,27.70,26.87
805,27.00,27.67,26.91
806,27.00,27.70,26.91
807,26.98,27.67,26.91
808,26.98,27.67,26.91
809,27.00,27.67,26.91
810,27.00,27.70,26.89
811,26.98,27.67,26.91
812,26.96,27.67,26.91
813,26.96,27.67,26.94
814,27.00,27.67,26.91
815,27.00,27.70,26.91
816,27.00,27.67,26.87
817,27.02,27.63,26.91
818,27.00,27.67,26.91
819,27.00,27.65,26.91
820,27.02,27.67,26.89
821,27.02,27.65,26.87
822,27.04,27.65,26.89
823,27.02,27.65,26.89
824,27.04,27.59,26.89
825,27.02,27.65,26.85
826,27.02,27.63,26.87
827,27.02,27.65,26.87
828,27.02,27.63,26.85
829,27.02,27.63,26.87
830,27.04,27.61,26.85
831,27.04,27.61,26.85
832,27.06,27.65,26.85
833,27.06,27.63,26.85
834,27.08,27.61,26.85
835,27.06,27.63,26.85
836,27.06,27.63,26.85
837,27.00,27.63,26.85
838,27.02,27.63,26.87
839,27.00,27.65,26.85
840,27.00,27.67,26.87
841,26.98,27.65,26.85
842,26.98,27.67,26.87
843,26.96,27.67,26.85
844,26.98,27.65,26.85
845,26.98,27.65,26.87
846,27.00,27.67,26.85
847,26.96,27.67,26.89
848,27.00,27.67,26.87
849,26.98,27.65,26.89
850,26.94,27.67,26.91
851,27.00,27.67,26.89
852,26.96,27.70,26.89
853,26.98,27.67,26.89
854,26.96,27.63,26.91
855,26.94,27.67,26.91
856,26.96,27.63,26.91
857,26.98,27.65,26.91
858,26.96,27.67,26.91
859,26.98,27.67,26.94
860,26.98,27.65,26.94
861,26.98,27.61,26.94
862,26.96,27.63,26.91
863,26.96,27.65,26.96
864,26.96,27.65,26.96
865,26.98,27.65,26.94
866,27.00,27.63,26.96
867,27.00,27.63,26.94
868,26.96,27.65,26.96
869,26.96,27.63,26.94
870,26.96,27.65,26.96
871,26.98,27.63,26.94
872,27.00,27.63,26.89
873,27.00,27.61,26.91
874,27.00,27.63,26.89
875,27.00,27.63,26.89
876,27.00,27.63,26.91
877,27.00,27.65,26.91
878,26.98,27.65,26.91
879,27.04,27.65,26.89
880,27.04,27.65,26.89
881,27.02,27.67,26.91
882,27.04,27.65,26.94
883,27.04,27.67,26.96
884,27.04,27.65,26.94
885,27.02,27.65,26.96
