Time,T1Mesure,T2Mesure,T3Mesure,T3Estimation,Consigne
0.0,23.4841028396258,23.4841028396258,23.4841028396258,23.5,20
0.5,23.4841028396258,23.4841028396258,23.4841028396258,23.5,20
1.0,23.4841028396258,23.4841028396258,23.4841028396258,23.5,20
1.5,23.4841028396258,23.4841028396258,23.4841028396258,23.5,20
2.0,23.4841028396258,23.4841028396258,23.4841028396258,23.5,20
2.5,23.4841028396258,23.4841028396258,23.4841028396258,23.5,20
3.0,23.4841028396258,23.4841028396258,23.4841028396258,23.5,20
3.5,23.4841028396258,23.4841028396258,23.4841028396258,23.5,20
4.0,23.4841028396258,23.4841028396258,23.4841028396258,23.5,20
4.5,23.4841028396258,23.4841028396258,23.4841028396258,23.4995661756343,20
5.0,23.4841028396258,23.4841028396258,23.4841028396258,23.4991467098576,20
5.5,23.4841028396258,23.4841028396258,23.4841028396258,23.4987411157014,20
6.0,23.4841028396258,23.4841028396258,23.4841028396258,23.4983489228957,20
6.5,23.4027216305216,23.4841028396258,23.4841028396258,23.4979696772939,20
7.0,23.3213714327248,23.4841028396258,23.4841028396258,23.4976013594872,20
7.5,23.2400517133091,23.4841028396258,23.4841028396258,23.4972404867785,20
8.0,23.1587619399994,23.4569722912994,23.4841028396258,23.4968837407165,20
8.5,23.0775015811526,23.4569722912994,23.4841028396258,23.4957881108195,20
9.0,22.9962701057361,23.4569722912994,23.4841028396258,23.4947159635574,20
9.5,22.9150669833081,23.4298452281856,23.4841028396258,23.4936635561392,20
10.0,22.8338916839971,23.4027216305216,23.4569722912994,23.4918875617815,20
10.5,22.7527436784814,23.3756014785528,23.4569722912994,23.489410189341,20
11.0,22.6716224379688,23.3756014785528,23.4569722912994,23.4862529217477,20
11.5,22.6175562195061,23.3484847525332,23.4298452281856,23.4831760136374,20
12.0,22.5364784136131,23.3213714327248,23.4298452281856,23.4794350159934,20
12.5,22.4554259650463,23.2942614993979,23.4298452281856,23.4750507526376,20
13.0,22.3743983467828,23.2671549328306,23.4027216305216,23.4700428434098,20
13.5,22.2933950322341,23.2400517133091,23.4027216305216,23.4644302691219,20
14.0,22.2124154952277,23.2129518211275,23.3756014785528,23.4582313930963,20
14.5,22.1314592099854,23.1858552365878,23.3756014785528,23.4514639819649,20
15.0,22.0505256511042,23.1316719116797,23.3484847525332,23.4441452257558,20
15.5,21.9965823116423,23.1045851319534,23.3484847525332,23.4355530122198,20
16.0,21.9156854634213,23.0775015811526,23.3213714327248,23.4264682799286,20
16.5,21.8348099421657,23.050421239617,23.3213714327248,23.4169062099151,20
17.0,21.7539552236748,22.9962701057361,23.2942614993979,23.4068809713204,20
17.5,21.673120784029,22.9691992741061,23.2942614993979,23.3956679710659,20
18.0,21.6192421650163,22.9421315731717,23.2671549328306,23.3840443490518,20
18.5,21.5384403598786,22.8880054848975,23.2400517133091,23.3720225963169,20
19.0,21.4576574376875,22.8609470583286,23.2400517133091,23.3588768227985,20
19.5,21.3768928753818,22.8338916839971,23.2129518211275,23.3453817098708,20
20.0,21.3230597755646,22.7797900136615,23.1858552365878,23.3315471930103,20
20.5,21.242324651209,22.7527436784814,23.1858552365878,23.3166457840505,20
21.0,21.1616064927699,22.6986599102041,23.1587619399994,23.301450460488,20
21.5,21.1078035546369,22.6716224379688,23.1316719116797,23.2852319320201,20
22.0,21.0271125117314,22.6175562195061,23.1045851319534,23.2687614855843,20
22.5,20.9733271669747,22.5905274341769,23.1045851319534,23.2513091870486,20
23.0,20.8926617887761,22.5364784136131,23.0775015811526,23.233644700959,20
23.5,20.8120111131523,22.5094581393118,23.050421239617,23.2150369998935,20
24.0,20.7582519063255,22.4554259650463,23.0233440876934,23.1962537010136,20
24.5,20.6776245747267,22.4284140260491,22.9962701057361,23.1765628015283,20
25.0,20.6238804471593,22.3743983467828,22.9962701057361,23.1567310220993,20
25.5,20.5432750093169,22.3473945675127,22.9691992741061,23.1360254272791,20
26.0,20.4895449941551,22.2933950322341,22.9421315731717,23.115211386814,20
26.5,20.4089599997349,22.2663992372551,22.9150669833081,23.093555105376,20
27.0,20.3552431300291,22.2124154952277,22.8880054848975,23.0718206816488,20
27.5,20.2746771284745,22.1854275092376,22.8609470583286,23.0492735279688,20
28.0,20.2209724370746,22.1314592099854,22.8338916839971,23.0266765467504,20
28.5,20.1672723461304,22.1044788578092,22.8068393423052,23.0032944206613,20
29.0,20.0867304969012,22.0505256511042,22.8068393423052,22.9798894474534,20
29.5,20.033041229717,22.0235527576872,22.7797900136615,22.9557256046254,20
30.0,19.9793560210093,21.9696142935356,22.7527436784814,22.9315635923885,20
30.5,19.8988354786899,21.9426486839372,22.7257003171863,22.9066672938313,20
31.0,19.8451597383104,21.8887246125657,22.6986599102041,22.8817963784315,20
31.5,19.7914875140162,21.8617661119521,22.6716224379688,22.856213626407,20
32.0,19.7378186507466,21.8078560837953,22.6445878809208,22.8306782908804,20
32.5,19.6841529933949,21.7809045174332,22.6175562195061,22.8044531216329,20
33.0,19.6036601790476,21.7270081831194,22.5905274341769,22.7782964389857,20
33.5,19.5500018575738,21.7000633763691,22.5635015053912,22.7514699487939,20
34.0,19.4963461987446,21.6461803867076,22.5364784136131,22.7247306053608,20
34.5,19.4426930472134,21.6192421650163,22.5094581393118,22.6973402049495,20
35.0,19.3890422475728,21.5653721709833,22.4824406629627,22.6700554091148,20
35.5,19.3353936443518,21.5384403598786,22.4554259650463,22.6421375703762,20
36.0,19.2817470820133,21.4845830126045,22.4284140260491,22.6143425671661,20
36.5,19.228102404951,21.4576574376875,22.4014048264622,22.5859313452409,20
37.0,19.1744594574866,21.403812388443,22.3743983467828,22.5576590451385,20
37.5,19.1208180838675,21.3768928753818,22.3473945675127,22.5287862400173,20
38.0,19.0671781282635,21.3230597755646,22.3203934691591,22.5000673750261,20
38.5,19.0135394347644,21.2961461500876,22.2933950322341,22.4707626822652,20
39.0,18.9599018473771,21.2692344484209,22.2663992372551,22.4416259514617,20
39.5,18.9330834197042,21.2154167390978,22.2394060647441,22.41265093292,20
40.0,18.8794471988091,21.1885106927351,22.2124154952277,22.3830983420086,20
40.5,18.8258116936619,21.1616064927699,22.1854275092376,22.353721999345,20
41.0,18.7721767479572,21.1078035546369,22.1584420873099,22.3245153760674,20
41.5,18.7453594360244,21.0809047777744,22.1314592099854,22.2947385972131,20
42.0,18.6917250362013,21.0271125117314,22.1044788578092,22.2651450469706,20
42.5,18.6380908046335,21.0002189838634,22.0775010113308,22.2349950475862,20
43.0,18.6112737029957,20.9733271669747,22.0505256511042,22.2050408419708,20
43.5,18.5576394300556,20.946437041724,22.0235527576872,22.175275766936,20
44.0,18.5040049335426,20.8926617887761,21.9965823116423,22.1456933802122,20
44.5,18.4771875524129,20.8657766224002,21.9696142935356,22.1155537457992,20
45.0,18.4235524262792,20.8388930703049,21.9426486839372,22.0856094336325,20
45.5,18.3967346420027,20.7851307316049,21.9156854634213,22.0558537927496,20
46.0,18.3430985327942,20.7582519063255,21.8887246125657,22.025547381462,20
46.5,18.3162801685456,20.7313746179772,21.8617661119521,21.9954423581017,20
47.0,18.2626427224115,20.7044988472232,21.8348099421657,21.9655318683495,20
47.5,18.2358236011638,20.6776245747267,21.8078560837953,21.9358092851538,20
48.0,18.1821844638425,20.6238804471593,21.7809045174332,21.9062682178448,20
48.5,18.1553644083594,20.5970105534146,21.7539552236748,21.87616970571,20
49.0,18.1285440020415,20.5701420805796,21.7270081831194,21.846265891731,20
49.5,18.1017232251637,20.5432750093169,21.7000633763691,21.8165506605935,20
