Time,T1Mesure,T2Mesure,T3Mesure,TECEntr_e_SortieAmpli,R_gulateurSortie,PerturbationCourant,T3Estimation,AmpliEntr_e,R_gulateurEntr_e,Consigne,T1Perturbation,T2Perturbation,T3Perturbation,PWM_V_,TECSortie,T3Vmesure,T2Vmesure,T1Vmesure,T1R_sistance,T2R_sistance,T3R_sistance
1.95,23.4953558238256,23.5224914060453,23.5224914060453,-0.00217726124596524,0,0,23.5,2.49319605860636,0,20,0,0,0,0,-0.00687230739676469,2.09110397101003,2.09116495459932,2.09197001435078,10685.5877987697,10683.5002526796,10683.3421374185
2,23.4953558238256,23.4953558238256,23.4953558238256,-0.00412596851602075,0,0,23.5,2.48710634838744,0,20,0,0,0,5,-0.0130232070239679,2.08630202979845,2.0863648426268,2.08717728849779,10685.6142122173,10683.5075102501,10683.3446521507
2.05,23.4953558238256,23.4953558238256,23.4953558238256,-0.00212591134348287,0,0,23.5,2.49335652705162,0,20,0,0,0,0,-0.00671022656456933,2.08152877987092,2.08159343322444,2.08241327179497,10685.6406972304,10683.5148222485,10683.3471920435
2.1,23.4953558238256,23.4953558238256,23.4953558238256,-0.00417017416069626,0,0,23.5,2.48696820574782,0,20,0,0,0,5,-0.0131627377208217,2.08328764372195,2.08335414876231,2.08418132484573,10685.6670932342,10683.5221882801,10683.3497570249
2.15,23.4953558238256,23.4953558238256,23.4953558238256,-0.00208888703630635,0,0,23.5,2.49347222801154,0,20,0,0,0,0,-0.00659336304139735,2.08743812645441,2.08750649422587,2.08834100379806,10685.6935325397,10683.5296079759,10683.3523470301
2.2,23.4953558238256,23.4953558238256,23.4953558238256,-0.00419944518853612,0,0,23.5,2.48687673378582,0,20,0,0,0,5,-0.0132551287930954,2.09302393657266,2.09309417799673,2.09393597726564,10685.7199116258,10683.5370809458,10683.3549619872
2.25,23.4953558238256,23.4953558238256,23.4953558238256,-0.00206741136414962,0,0,23.5,2.49353933948703,0,20,0,0,0,0,-0.00652557722980186,2.08733970337614,2.08741182925865,2.08826090325304,10685.7463048695,10683.5446068256,10683.3576018319
2.3,23.4953558238256,23.4953558238256,23.4953558238256,-0.00421299114476469,0,0,23.5,2.48683440267261,0,20,0,0,0,5,-0.0132978852493353,2.09189854189375,2.09197256291944,2.09282887947236,10685.772667291,10683.55218523,10683.3602664927
2.35,23.4953558238256,23.4953558238256,23.4953558238256,-0.00206223534646298,0,0,23.5,2.4935555145423,0,20,0,0,0,0,-0.00650923964757576,2.08512322135739,2.08519914809711,2.08606268118191,10685.7990144544,10683.5598157994,10683.3629559053
2.4,23.4953558238256,23.4953558238256,23.4953558238256,-0.00420873333938019,0,0,23.5,2.48684770831444,0,20,0,0,0,5,-0.0132844459124196,2.0874507837045,2.08752862660969,2.08839935578553,10685.8253604648,10683.5674981534,10683.3656699986
2.45,23.4953558238256,23.4953558238256,23.4953558238256,-0.0020743462159632,0,0,23.5,2.49351766807511,0,20,0,0,0,0,-0.00654746639606625,2.08822911669109,2.08830888610085,2.08918677416046,10685.8516614855,10683.5752319369,10683.3684087088
2.5,23.5224914060453,23.5496305212529,23.5496305212529,-0.00418702101708277,0,0,23.5,2.48691555932162,0,20,0,0,0,5,-0.0132159131383201,2.07988877378373,2.0799704799196,2.08085551805492,10685.87799079,10683.5830167742,10683.371171965
2.55,23.5224914060453,23.5496305212529,23.5496305212529,-0.00210467421833926,0,0,23.5,2.49342289306769,0,20,0,0,0,5,-0.00664319370276603,2.07692585068455,2.07700950365725,2.07790164377749,10685.9042461526,10683.5908523145,10683.3739597035
2.6,23.5224914060453,23.5496305212529,23.5496305212529,-0.00414608196727968,0,0,23.5,2.48704349385225,0,20,0,0,0,0,-0.0130866931215216,2.08945381700567,2.08953942681008,2.09043867145241,10685.9305584996,10683.5987381872,10683.3767718541
2.65,23.5224914060453,23.5496305212529,23.5496305212529,-0.00215392179374888,0,0,23.5,2.49326899439453,0,20,0,0,0,5,-0.00679863874978896,2.08686143945032,2.08694901597203,2.08785530636347,10685.9567684833,10683.6066740456,10683.3796083531
2.7,23.5224914060453,23.5496305212529,23.5496305212529,-0.00408701402024107,0,0,23.5,2.48722808118675,0,20,0,0,0,0,-0.0129002510534889,2.09305433195143,2.09314388496201,2.0940572347295,10685.9830634989,10683.6146595241,10683.3824691307
2.75,23.5224914060453,23.5496305212529,23.5496305212529,-0.00222144175806562,0,0,23.5,2.49305799450604,0,20,0,0,0,5,-0.00701175876515833,2.0872805909865,2.08737213014958,2.08829247009945,10686.0092284168,10683.6226942796,10683.3853541235
2.8,23.5224914060453,23.5496305212529,23.5496305212529,-0.00401210111531043,0,0,23.5,2.48746218401465,0,20,0,0,0,0,-0.0126637959603658,2.08572275457228,2.08581628943932,2.08674364400243,10686.035505682,10683.630777952,10683.3882632622
2.85,23.5224914060453,23.5496305212529,23.5496305212529,-0.00230310875200715,0,0,23.5,2.49280278514998,0,20,0,0,0,5,-0.00726953246483536,2.08507563509801,2.08517117511395,2.08610546528413,10686.0616267008,10683.6389102018,10683.3911964833
2.9,23.5224914060453,23.5496305212529,23.5496305212529,-0.00392370931223738,0,0,23.5,2.48773840839926,0,20,0,0,0,0,-0.0123847960731461,2.09064312362498,2.09074067812432,2.09168193820235,10686.0878849693,10683.647090674,10683.3941537182
2.95,23.5224914060453,23.5496305212529,23.5496305212529,-0.00239732870228409,0,0,23.5,2.49250834780536,0,20,0,0,0,5,-0.00756692831588949,2.08993980083012,2.09003937904218,2.09098752116862,10686.1139633388,10683.6553190327,10683.3971349033
3,23.4682237548101,23.4682237548101,23.4682237548101,-0.00382392971544547,0,0,23.5,2.48805021963923,0,20,0,0,0,0,-0.0120698517538321,2.09162159973559,2.09172321078109,2.09267827815394,10686.1402013469,10683.6635949282,10683.4001399707
3.05,23.4682237548101,23.4682237548101,23.4682237548101,-0.00250202994848138,0,0,23.5,2.492181156411,0,20,0,0,0,5,-0.00789740732938663,2.09677163130307,2.09687528419886,2.09783718113635,10686.1662384855,10683.6719180278,10683.4031688568
3.1,23.4682237548101,23.4682237548101,23.4682237548101,-0.00371478137895537,0,0,23.5,2.48839130819076,0,20,0,0,0,0,-0.0117253359445347,2.09045086193965,2.09055656559576,2.09152534309616,10686.1924548154,10683.6802879873,10683.4062214943
3.15,23.4682237548101,23.4682237548101,23.4682237548101,-0.00261521186234987,0,0,23.5,2.49182746293016,0,20,0,0,0,5,-0.00825465472232112,2.07956406782582,2.07967183104963,2.08064738675306,10686.2184522812,10683.688704477,10683.4092978195
3.2,23.4682237548101,23.4682237548101,23.4682237548101,-0.00359821357951645,0,0,23.5,2.48875558256401,0,20,0,0,0,0,-0.0113574013423857,2.08822008695533,2.08832991844926,2.08931230995499,10686.2446453896,10683.6971671582,10683.4123977658
3.25,23.4682237548101,23.4682237548101,23.4682237548101,-0.00273494395494822,0,0,23.5,2.49145330014079,0,20,0,0,0,5,-0.00863257709939857,2.09463063148568,2.0947425398507,2.09573165935638,10686.270604852,10683.7056757041,10683.4155212695
3.3,23.4682237548101,23.4682237548101,23.4682237548101,-0.0034761076996466,0,0,23.5,2.4891371634386,0,20,0,0,0,0,-0.0109719863431645,2.08292062142304,2.08303461515699,2.08403052558272,10686.2967730969,10683.7142297816,10683.4186682645
3.35,23.4682237548101,23.4682237548101,23.4682237548101,-0.00285936312063029,0,0,23.5,2.49106449024803,0,20,0,0,0,5,-0.00902529375395745,2.08748281185764,2.08759889935802,2.08860148876583,10686.3226963113,10683.7228290668,10683.4218386872
3.4,23.4682237548101,23.4682237548101,23.4682237548101,-0.00335027793477238,0,0,23.5,2.48953038145384,0,20,0,0,0,0,-0.0105748172733155,2.08056986469994,2.08068805426297,2.08169738955272,10686.3488379784,10683.7314732317,10683.4250324721
3.45,23.4682237548101,23.4682237548101,23.4682237548101,-0.00298667327070916,0,0,23.5,2.49066664602903,0,20,0,0,0,5,-0.0094271355116664,2.08935979752835,2.08948009735103,2.0904960638065,10686.3747267591,10683.7401619555,10683.4282495555
3.5,23.4953558238256,23.4953558238256,23.4953558238256,-0.00322247267214792,0,0,23.5,2.48992977289954,0,20,0,0,0,0,-0.0101714127423677,2.08533987739558,2.08546229557547,2.0864849626944,10686.4008400871,10683.7488949157,10683.4314898726
