Temps (s),T1 (°C),T2 (°C),T3 (°C),T4 (°C)
Temps (s), T1 (°C), T2 (°C), T3 (°C), T4 (°C)
761,10.48,14.13,15.03,25.04
762,10.48,14.13,15.03,25.04
763,10.48,14.13,15.03,25.04
764,10.57,14.13,15.03,25.04
765,10.57,14.13,15.03,25.04
766,10.57,14.13,15.12,25.13
767,10.48,14.13,15.03,25.13
768,10.48,14.13,15.03,25.13
769,10.48,14.13,15.03,25.04
770,10.48,14.13,15.03,25.04
771,10.39,14.04,15.12,25.04
772,10.48,14.13,15.03,25.04
773,10.48,14.04,15.03,25.04
774,10.48,14.04,15.03,25.13
775,10.48,14.13,15.03,25.04
776,10.48,14.13,15.03,25.04
777,10.48,14.04,15.03,25.04
778,10.57,14.04,15.03,25.04
779,10.48,14.13,14.94,25.13
780,10.57,14.04,15.03,25.04
781,10.48,14.04,14.94,25.13
782,10.48,14.04,14.94,25.04
783,10.48,14.04,14.94,25.13
784,10.48,14.04,14.94,25.13
785,10.48,14.04,14.94,25.04
786,10.48,13.95,14.94,25.04
787,10.48,14.04,14.94,25.04
788,10.48,13.95,14.94,25.04
789,10.39,14.04,14.94,24.95
790,10.48,13.95,14.94,25.04
791,10.39,14.04,14.94,25.04
792,10.48,14.13,14.85,25.04
793,10.48,14.04,14.94,25.04
794,10.48,14.04,14.94,25.13
795,10.57,14.04,14.85,25.13
796,10.57,14.04,14.85,25.04
797,10.57,14.04,14.94,25.04
798,10.48,14.04,14.94,25.13
799,10.57,13.95,14.94,25.04
800,10.48,14.04,14.94,25.04
801,10.48,14.04,14.85,25.04
802,10.57,14.04,14.94,25.04
803,10.48,14.04,14.94,25.04
804,10.48,14.04,14.94,25.04
805,10.48,14.04,14.85,25.04
806,10.48,14.04,14.94,25.04
807,10.48,13.95,14.94,25.04
808,10.48,14.04,14.85,25.04
809,10.48,14.04,14.94,25.04
810,10.48,14.04,14.94,25.04
811,10.48,14.04,14.94,25.04
812,10.48,14.04,14.94,25.04
814,10.48,13.95,14.94,25.04
815,10.48,14.04,14.94,25.04
816,10.48,13.95,14.94,25.04
817,10.48,13.95,14.94,25.04
818,10.48,14.04,14.85,25.04
819,10.39,13.95,14.94,25.04
820,10.48,14.04,14.94,25.04
821,10.48,13.95,14.94,25.04
822,10.39,13.95,14.85,25.04
823,10.48,13.95,14.94,25.04
824,10.39,14.04,14.94,25.04
825,10.39,13.95,14.85,24.95
826,10.48,14.04,14.85,25.04
827,10.48,14.04,14.85,25.04
828,10.48,14.04,14.85,25.04
829,10.48,14.04,14.85,25.04
830,10.48,14.04,14.94,25.04
831,10.48,13.95,14.85,25.04
832,10.57,14.04,14.85,25.04
833,10.57,14.04,14.85,25.04
834,10.57,14.04,14.85,25.04
