Time,T1Mesure,T2Mesure,T3Mesure,PWMDutycycle,TECEntr_e_SortieAmpli,R_gulateurSortie,PerturbationCourant,T3Estimation,AmpliEntr_e,R_gulateurEntr_e,Consigne,T1Perturbation,T2Perturbation,T3Perturbation,PWMSortie,TECSortie,T3Vmesure,T2Vmesure,T1Vmesure,T1R_sistance,T2R_sistance,T3R_sistance
0.7,22.9533557007542,22.9804247668525,22.9804247668525,127,-0.00273494395485372,0,0,23,2.49145330014108,0,23,0,0,0,5,-0.00863257709910028,2.17537563117825,2.17540878280132,2.17583908393922,10923.8669986583,10922.7253071933,10922.6373532059
0.75,22.9533557007542,22.9804247668525,22.9804247668525,127,-0.00347610769956987,0,0,23,2.48913716343884,0,23,0,0,0,0,-0.0109719863429223,2.16472469604365,2.16476034411479,2.16519536383589,10923.8873764356,10922.7331638873,10922.6385865765
0.8,22.9533557007542,22.9804247668525,22.9804247668525,127,-0.00285936312055313,0,0,23,2.49106449024827,0,23,0,0,0,5,-0.00902529375371389,2.16854695677544,2.16858511435633,2.1690247641189,10923.9075721149,10922.7410733798,10922.6398380856
0.85,22.9533557007542,22.9804247668525,22.9804247668525,127,-0.00335027793467532,0,0,23,2.48953038145414,0,23,0,0,0,0,-0.0105748172730092,2.19082777190022,2.1908684518053,2.19131277440548,10923.9279334875,10922.7490349714,10922.64110769
0.9,22.9533557007542,22.9804247668525,22.9804247668525,127,-0.00298667327060954,0,0,23,2.49066664602935,0,23,0,0,0,5,-0.00942713551135196,2.17595654959981,2.17599976440176,2.1764486695962,10923.9481068631,10922.7570479787,10922.6423953472
0.95,22.9533557007542,22.9804247668525,22.9804247668525,127,-0.00322247267207473,0,0,23,2.48992977289977,0,23,0,0,0,0,-0.0101714127421367,2.17243994643034,2.17248570846154,2.17293924128226,10923.968450501,10922.7651117212,10922.6437010144
1,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00311514366256901,0,0,23,2.49026517605447,0,23,0,0,0,5,-0.00983263945653283,2.17324536430381,2.17329368566037,2.17375175517047,10923.9886029508,10922.7732255298,10922.6450246491
1.05,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00309437759128599,0,0,23,2.49033007002723,0,23,0,0,0,0,-0.0097670934291351,2.17385778119659,2.17390867374116,2.1743713261699,10924.0089275089,10922.7813887428,10922.646366209
1.1,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00324310805277733,0,0,23,2.48986528733507,0,23,0,0,0,5,-0.0102365462577864,2.17560560538721,2.1756590807515,2.17612622548463,10924.0290604171,10922.789600705,10922.6477256515
1.15,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00296761644636931,0,0,23,2.4907261986051,0,23,0,0,0,0,-0.00936698455132008,2.17554914472821,2.17560521431709,2.17607689774122,10924.0493645524,10922.7978607727,10922.6491029345
1.2,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00336895508992626,0,0,23,2.48947201534398,0,23,0,0,0,5,-0.0106337698458432,2.17739148572737,2.17745016072005,2.17792629355588,10924.0694792938,10922.8061683046,10922.6504980155
1.25,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00284374855276099,0,0,23,2.49111328577262,0,23,0,0,0,0,-0.00897600793193477,2.18870050582574,2.18876179718103,2.18924242494311,10924.0897616812,10922.8145226747,10922.6519108529
1.3,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00349114829019044,0,0,23,2.48909016159315,0,23,0,0,0,5,-0.0110194604631571,2.1792989228512,2.17936284130732,2.17984787704602,10924.1098596011,10922.8229232549,10922.6533414039
1.35,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00272427991631432,0,0,23,2.49148662526152,0,23,0,0,0,0,-0.00859891712785451,2.18729574508605,2.18736230116723,2.18785178852076,10924.1301189517,10922.8313694365,10922.6547896274
1.4,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00360820638216026,0,0,23,2.48872435505575,0,23,0,0,0,5,-0.0113889426246507,2.18391917905232,2.18398838306709,2.18448223838001,10924.1502013508,10922.8398606045,10922.6562554806
1.45,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00261063619629326,0,0,23,2.49184176188658,0,23,0,0,0,0,-0.00824021208998004,2.18103982166191,2.18111168371101,2.18160994778211,10924.1704364396,10922.848396167,10922.6577389228
1.5,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00371868958501949,0,0,23,2.48837909504681,0,23,0,0,0,5,-0.0117376718061555,2.17492396351639,2.17499849348973,2.17550108687359,10924.1905045529,10922.8569755219,10922.659239911
1.55,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00250422983905494,0,0,23,2.49217428175295,0,23,0,0,0,0,-0.00790435106399302,2.17576450526437,2.17584171285004,2.17634867258725,10924.210714206,10922.8655980934,10922.660758405
1.6,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.0038212016382893,0,0,23,2.48805874488035,0,23,0,0,0,5,-0.0120612408510963,2.17725508726934,2.17733498194939,2.17784623367777,10924.2307692055,10922.8742632922,10922.6622943619
1.65,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00240637406722556,0,0,23,2.49248008103992,0,23,0,0,0,0,-0.00759547910579075,2.17045841949879,2.17054101055927,2.17105658669735,10924.2509523311,10922.8829705582,10922.6638477416
1.7,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00391453226774146,0,0,23,2.48776708666331,0,23,0,0,0,5,-0.0123558296498992,2.19305153408488,2.19313683061047,2.19365666268883,10924.2709953013,10922.8917193144,10922.6654185012
1.75,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00231836047455658,0,0,23,2.49275512351701,0,23,0,0,0,0,-0.0073176730018904,2.18537190093886,2.18545991182389,2.18598402684888,10924.2911509148,10922.9005090163,10922.6670066011
1.8,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00399729896969404,0,0,23,2.48750844071971,0,23,0,0,0,5,-0.0126170744679423,2.17432071755785,2.17441145149994,2.17493978761708,10924.3111828154,10922.909339099,10922.6686119982
1.85,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00224089533512654,0,0,23,2.49299720207773,0,23,0,0,0,0,-0.00707316203579341,2.17233406058037,2.17242752609217,2.17296010424349,10924.331310173,10922.9182090327,10922.6702346535
1.9,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00406788304635498,0,0,23,2.48728786548014,0,23,0,0,0,5,-0.0128398660475149,2.1778125392792,2.17790874468124,2.17844551020342,10924.3513318159,10922.9271182647,10922.6718745238
1.95,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00217726124596524,0,0,23,2.49319605860636,0,23,0,0,0,0,-0.00687230739676469,2.18382221003632,2.18392116346948,2.18446213047381,10924.3714297223,10922.9360662795,10922.6735315702
2,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00412596851602075,0,0,23,2.48710634838744,0,23,0,0,0,5,-0.0130232070239679,2.17703049901289,2.17713220843032,2.17767733026241,10924.3914421085,10922.9450525362,10922.6752057498
2.05,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00212591134348287,0,0,23,2.49335652705162,0,23,0,0,0,0,-0.00671022656456933,2.17027935631205,2.17038382949239,2.17093311293687,10924.4115102741,10922.9540765332,10922.6768970239
2.1,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00417017416069626,0,0,23,2.48696820574782,0,23,0,0,0,5,-0.0131627377208217,2.1727660102505,2.17287325478919,2.17342666141454,10924.431513708,10922.9631377417,10922.6786053496
2.15,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00208888703630635,0,0,23,2.49347222801154,0,23,0,0,0,0,-0.00659336304139735,2.17863491681068,2.17874494013339,2.17930246911241,10924.4515517052,10922.9722356729,10922.6803306885
2.2,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00419944518853612,0,0,23,2.48687673378582,0,23,0,0,0,5,-0.0132551287930954,2.18653367561286,2.1866464849666,2.18720810638766,10924.4715465723,10922.98136981,10922.6820729978
2.25,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00206741136414962,0,0,23,2.49353933948703,0,23,0,0,0,0,-0.00652557722980186,2.17849417911816,2.17860978158478,2.17917548675063,10924.4915541261,10922.9905396768,10922.6838322393
2.3,23.0074969718028,23.0074969718028,23.0074969718028,127,-0.00421299114476469,0,0,23,2.48683440267261,0,23,0,0,0,5,-0.0132978852493353,2.1849405663922,2.18505896887937,2.18562873656083,10924.5115406074,10922.9997447686,10922.6856083703
