time(s),tempTec,tempMilieu,tempLaser
0.0,24.0,24.0,24.0
0.0027548209366391185,24.0,24.0,24.0
0.005509641873278237,24.0,24.0,24.0
0.008264462809917356,23.999978176879697,24.0,24.0
0.011019283746556474,23.999922190227224,24.0,24.0
0.013774104683195593,23.999827494331967,24.0,24.0
0.01652892561983471,23.999693645851583,24.0,24.0
0.01928374655647383,23.99952207745212,24.0,24.0
0.02203856749311295,23.999314974073254,24.0,24.0
0.024793388429752067,23.999074736853483,24.0,24.0
0.027548209366391185,23.998803736435498,24.0,24.0
0.030303030303030304,23.998504217002633,24.0,24.0
0.03305785123966942,23.998178249733936,24.0,24.0
0.03581267217630854,23.997827737887416,24.0,24.0
0.03856749311294766,23.997454415792962,24.0,24.0
0.04132231404958678,23.997059870151883,24.0,24.0
0.0440771349862259,23.996645548984574,24.0,24.0
0.046831955922865015,23.996212780330946,24.0,24.0
0.049586776859504134,23.995762782177252,24.0,24.0
0.05234159779614325,23.995296676217084,24.0,24.0
0.05509641873278237,23.99481549650408,24.0,24.0
0.05785123966942149,23.994320199296737,24.0,24.0
0.06060606060606061,23.993811670090626,24.0,24.0
0.06336088154269973,23.99329073077939,24.0,24.0
0.06611570247933884,23.992758145253838,24.0,24.0
0.06887052341597796,23.992214624766596,24.0,24.0
0.07162534435261708,23.991660832387662,24.0,24.0
0.0743801652892562,23.991097387144382,24.0,24.0
0.07713498622589532,23.99052486759534,24.0,24.0
0.07988980716253444,23.98994381510718,24.0,24.000000000000004
0.08264462809917356,23.98935473675295,24.0,24.00000000000002
0.08539944903581267,23.988758107958763,24.0,24.000000000000085
0.0881542699724518,23.988154374880896,24.0,24.000000000000284
0.09090909090909091,23.98754395657724,24.0,24.000000000000803
0.09366391184573003,23.98692724697716,24.0,24.000000000002014
0.09641873278236915,23.9863046166848,24.0,24.00000000000459
0.09917355371900827,23.985676414626006,24.0,24.000000000009685
0.10192837465564739,23.985042969560105,24.0,24.000000000019167
0.1046831955922865,23.98440459146709,24.0,24.00000000003594
0.10743801652892562,23.983761572824427,24.0,24.00000000006431
0.11019283746556474,23.983114189782697,24.0,24.000000000110497
0.11294765840220386,23.982462703250263,24.0,24.00000000018318
0.11570247933884298,23.981807359894766,24.0,24.00000000029421
0.1184573002754821,23.981148393068977,24.0,24.000000000459313
0.12121212121212122,23.98048602366749,24.0,24.00000000069901
0.12396694214876033,23.979820460920198,23.999999999999996,24.000000001039528
0.12672176308539945,23.97915190312779,23.999999999999993,24.00000000151382
0.12947658402203857,23.97848053834399,23.999999999999986,24.00000000216268
0.1322314049586777,23.977806545008963,23.99999999999998,24.00000000303586
0.1349862258953168,23.977130092537696,23.99999999999996,24.00000000419331
0.13774104683195593,23.976451341866927,23.99999999999993,24.00000000570634
0.14049586776859505,23.975770445963896,23.99999999999988,24.00000000765891
0.14325068870523416,23.975087550299854,23.9999999999998,24.000000010148863
0.14600550964187328,23.97440279329098,23.999999999999677,24.00000001328913
0.1487603305785124,23.97371630670925,23.999999999999485,24.00000001720897
0.15151515151515152,23.973028216065487,23.999999999999194,24.000000022055097
0.15426997245179064,23.97233864096666,23.999999999998764,24.00000002799283
0.15702479338842976,23.971647695449377,23.999999999998135,24.000000035207133
0.15977961432506887,23.970955488291263,23.999999999997232,24.00000004390359
0.162534435261708,23.970262123301946,23.99999999999595,24.000000054309336
0.1652892561983471,23.96956769959502,23.999999999994156,24.000000066673824
0.16804407713498623,23.96887231184244,23.999999999991672,24.0000000812696
0.17079889807162535,23.968176050512565,23.99999999998828,24.000000098392903
0.17355371900826447,23.96747900209307,23.999999999983693,24.000000118364195
0.1763085399449036,23.966781249299743,23.99999999997755,24.00000014152858
0.1790633608815427,23.966082871272196,23.99999999996941,24.00000016825614
0.18181818181818182,23.965383943757413,23.999999999958728,24.000000198942136
0.18457300275482094,23.96468453928199,23.999999999944826,24.00000023400713
0.18732782369146006,23.9639847273138,23.99999999992689,24.000000273897005
0.19008264462809918,23.96328457441391,23.999999999903928,24.000000319082865
0.1928374655647383,23.962584144379303,23.99999999987476,24.00000037006088
0.19559228650137742,23.961883498377155,23.999999999837975,24.000000427352003
0.19834710743801653,23.961182695071123,23.999999999791903,24.000000491501627
0.20110192837465565,23.96048179074028,23.999999999734584,24.00000056307913
0.20385674931129477,23.959780839391126,23.99999999966372,24.000000642677396
0.2066115702479339,23.95907989286317,23.999999999576644,24.000000730912202
0.209366391184573,23.95837900092848,23.999999999470255,24.000000828421598
0.21212121212121213,23.957678211385666,23.99999999934099,24.000000935865174
0.21487603305785125,23.956977570148535,23.999999999184762,24.000001053923313
0.21763085399449036,23.956277121329897,23.999999998996906,24.00000118329639
0.22038567493112948,23.95557690732077,23.999999998772118,24.000001324703895
0.2231404958677686,23.95487696886525,23.999999998504393,24.00000147888355
0.22589531680440772,23.954177345131402,23.99999999818696,24.0000016465904
0.22865013774104684,23.953478073778335,23.99999999781222,24.000001828595828
0.23140495867768596,23.95277919101979,23.99999999737166,24.000002025686623
0.23415977961432508,23.952080731684372,23.99999999685579,24.00000223866394
0.2369146005509642,23.95138272927269,23.999999996254058,24.000002468342338
0.2396694214876033,23.950685216011575,23.999999995554766,24.000002715548717
0.24242424242424243,23.94998822290556,23.999999994745007,24.000002981121344
0.24517906336088155,23.94929177978577,23.999999993810555,24.000003265908795
0.24793388429752067,23.948595915356414,23.99999999273579,24.000003570768936
0.25068870523415976,23.94790065723896,23.99999999150361,24.000003896567936
0.2534435261707989,23.947206032014204,23.999999990095315,24.000004244179213
