Time,Temp1,Temp2,Temp3,Temp4,Erreur,Commande PWM,Setpoint,Stabilité atteinte (s);;;;;;;perturbation 403sec
386.040718793869,25.43,25.12,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
386.56752586364746,25.39,25.07,25.00,24.53,-0.00,141,25.00,138.32459783554077;;;;;;;
387.10456585884094,25.43,25.12,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
387.67526960372925,25.43,25.10,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
388.08428502082825,25.43,25.12,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
388.6197729110718,25.43,25.12,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
389.07354521751404,25.41,25.10,25.00,24.53,-0.00,141,25.00,138.32459783554077;;;;;;;
389.7202844619751,25.43,25.12,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
390.08611702919006,25.43,25.10,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
390.62794399261475,25.41,25.10,25.00,24.56,-0.00,141,25.00,138.32459783554077;;;;;;;
391.0953288078308,25.43,25.12,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
391.7249939441681,25.39,25.05,25.00,24.51,-0.00,141,25.00,138.32459783554077;;;;;;;
392.16035175323486,25.43,25.10,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
392.6121530532837,25.41,25.10,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
393.13143491744995,25.43,25.12,25.00,24.56,-0.00,141,25.00,138.32459783554077;;;;;;;
393.7542357444763,25.43,25.10,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
394.13013982772827,25.39,25.12,25.00,24.56,-0.00,141,25.00,138.32459783554077;;;;;;;
394.6966893672943,25.43,25.10,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
395.14214730262756,25.43,25.10,25.00,24.56,-0.00,141,25.00,138.32459783554077;;;;;;;
395.80945444107056,25.41,25.05,25.00,24.51,-0.00,141,25.00,138.32459783554077;;;;;;;
396.15224742889404,25.43,25.10,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
396.7045922279358,25.43,25.12,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
397.16243600845337,25.43,25.12,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
397.8228871822357,25.39,25.07,25.00,24.56,-0.00,141,25.00,138.32459783554077;;;;;;;
398.17455196380615,25.45,25.12,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
398.73040103912354,25.43,25.14,25.00,24.56,-0.00,141,25.00,138.32459783554077;;;;;;;
399.1843206882477,25.43,25.10,25.00,24.56,-0.00,141,25.00,138.32459783554077;;;;;;;
399.84293365478516,25.41,25.12,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
400.19682025909424,25.43,25.10,25.00,24.56,-0.00,141,25.00,138.32459783554077;;;;;;;
400.7548108100891,25.43,25.10,25.00,24.56,-0.00,141,25.00,138.32459783554077;;;;;;;
401.20784616470337,25.43,25.07,25.00,24.56,-0.00,141,25.00,138.32459783554077;;;;;;;
401.86856055259705,25.43,25.12,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
402.2188515663147,25.45,25.12,25.00,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
402.7783131599426,25.43,25.12,25.00,24.56,-0.00,141,25.00,138.32459783554077;;;;;;;
403.2285237312317,25.43,25.12,25.00,24.56,-0.00,141,25.00,138.32459783554077;;;;;;;
403.8962664604187,25.43,25.07,25.00,24.53,-0.00,141,25.00,138.32459783554077;;;;;;;
404.2406392097473,25.45,25.12,25.00,24.56,-0.00,141,25.00,138.32459783554077;;;;;;;
404.80204820632935,25.49,25.16,25.00,24.56,-0.00,141,25.00,138.32459783554077;;;;;;;
405.2522406578064,25.49,25.16,25.01,24.58,-0.00,141,25.00,138.32459783554077;;;;;;;
405.9149794578552,25.45,25.16,25.01,24.56,-0.01,141,25.00,138.32459783554077;;;;;;;
406.2619438171387,25.51,25.20,25.01,24.58,-0.01,141,25.00,138.32459783554077;;;;;;;
406.8247754573822,25.53,25.20,25.01,24.56,-0.01,141,25.00,138.32459783554077;;;;;;;
407.2736611366272,25.53,25.18,25.01,24.51,-0.01,141,25.00,138.32459783554077;;;;;;;
407.94356870651245,25.57,25.24,25.01,24.58,-0.01,141,25.00,138.32459783554077;;;;;;;
408.2858934402466,25.59,25.26,25.02,24.58,-0.01,141,25.00,138.32459783554077;;;;;;;
408.83807134628296,25.64,25.26,25.02,24.58,-0.01,141,25.00,138.32459783554077;;;;;;;
409.2968215942383,25.64,25.28,25.02,24.58,-0.01,141,25.00,138.32459783554077;;;;;;;
409.96542286872864,25.68,25.30,25.03,24.58,-0.02,140,25.00,138.32459783554077;;;;;;;
410.30736231803894,25.66,25.32,25.03,24.58,-0.02,140,25.00,138.32459783554077;;;;;;;
410.8626263141632,25.68,25.37,25.03,24.60,-0.02,140,25.00,138.32459783554077;;;;;;;
411.3178164958954,25.72,25.37,25.04,24.60,-0.02,140,25.00,138.32459783554077;;;;;;;
411.97779631614685,25.72,25.37,25.04,24.58,-0.04,140,25.00,138.32459783554077;;;;;;;
412.32991003990173,25.72,25.43,25.05,24.60,-0.04,140,25.00,138.32459783554077;;;;;;;
412.8915479183197,25.76,25.41,25.05,24.60,-0.04,140,25.00,138.32459783554077;;;;;;;
413.34141302108765,25.76,25.41,25.06,24.58,-0.04,140,25.00,;;;;;;;
414.00691413879395,25.82,25.43,25.06,24.60,-0.06,140,25.00,;;;;;;;
414.35273480415344,25.82,25.47,25.07,24.62,-0.06,140,25.00,;;;;;;;
414.9039375782013,25.82,25.45,25.07,24.58,-0.06,140,25.00,;;;;;;;
415.36418175697327,25.85,25.49,25.08,24.62,-0.06,140,25.00,;;;;;;;
416.03931951522827,25.85,25.49,25.09,24.62,-0.08,139,25.00,;;;;;;;
416.3744912147522,25.87,25.51,25.09,24.62,-0.08,139,25.00,;;;;;;;
416.93107199668884,25.89,25.51,25.10,24.60,-0.08,139,25.00,;;;;;;;
417.38479495048523,25.91,25.55,25.10,24.64,-0.08,139,25.00,;;;;;;;
418.0465853214264,25.95,25.55,25.11,24.64,-0.10,139,25.00,;;;;;;;
418.39576721191406,25.93,25.57,25.12,24.64,-0.10,139,25.00,;;;;;;;
418.95474004745483,25.97,25.57,25.13,24.64,-0.10,139,25.00,;;;;;;;
419.4069330692291,25.99,25.57,25.13,24.66,-0.10,139,25.00,;;;;;;;
420.0762155056,25.99,25.59,25.14,24.66,-0.13,138,25.00,;;;;;;;
420.41809940338135,26.01,25.62,25.15,24.66,-0.13,138,25.00,;;;;;;;
420.9846215248108,25.97,25.66,25.15,24.66,-0.13,138,25.00,;;;;;;;
421.42994141578674,26.05,25.66,25.16,24.68,-0.13,138,25.00,;;;;;;;
422.10585284233093,26.05,25.66,25.17,24.68,-0.16,138,25.00,;;;;;;;
422.4399347305298,26.05,25.66,25.18,24.66,-0.16,138,25.00,;;;;;;;
422.99805188179016,26.10,25.70,25.18,24.70,-0.16,138,25.00,;;;;;;;
423.45304560661316,26.10,25.68,25.19,24.68,-0.16,138,25.00,;;;;;;;
424.1332414150238,26.12,25.70,25.20,24.70,-0.19,137,25.00,;;;;;;;
424.46280169487,26.10,25.72,25.20,24.72,-0.19,137,25.00,;;;;;;;
425.0234377384186,26.14,25.74,25.21,24.74,-0.19,137,25.00,;;;;;;;
425.4744668006897,26.14,25.76,25.22,24.72,-0.19,137,25.00,;;;;;;;
426.14354062080383,26.12,25.76,25.23,24.74,-0.22,136,25.00,;;;;;;;
426.4864270687103,26.16,25.78,25.24,24.74,-0.22,136,25.00,;;;;;;;
427.0395269393921,26.14,25.76,25.24,24.72,-0.22,136,25.00,;;;;;;;
427.4973192214966,26.16,25.80,25.25,24.76,-0.22,136,25.00,;;;;;;;
428.16788625717163,26.16,25.78,25.26,24.74,-0.25,136,25.00,;;;;;;;
428.50745463371277,26.16,25.82,25.27,24.78,-0.25,136,25.00,;;;;;;;
429.06401896476746,26.18,25.82,25.28,24.78,-0.25,136,25.00,;;;;;;;
429.51945543289185,26.20,25.87,25.28,24.83,-0.25,136,25.00,;;;;;;;
430.18403124809265,26.18,25.87,25.29,24.83,-0.28,135,25.00,;;;;;;;
430.5304973125458,26.18,25.87,25.30,24.80,-0.28,135,25.00,;;;;;;;
431.0933690071106,26.20,25.91,25.31,24.85,-0.28,135,25.00,;;;;;;;
431.5423743724823,26.22,25.91,25.32,24.87,-0.28,135,25.00,;;;;;;;
432.216876745224,26.20,25.87,25.33,24.83,-0.32,134,25.00,;;;;;;;
432.5526211261749,26.22,25.93,25.33,24.87,-0.32,134,25.00,;;;;;;;
433.09321784973145,26.22,25.95,25.34,24.89,-0.32,134,25.00,;;;;;;;
433.5637810230255,26.24,25.97,25.35,24.89,-0.32,134,25.00,;;;;;;;
434.227468252182,26.24,25.95,25.36,24.89,-0.35,133,25.00,;;;;;;;
434.57436418533325,26.18,25.93,25.37,24.85,-0.35,133,25.00,;;;;;;;
435.1386811733246,26.22,25.97,25.38,24.91,-0.35,133,25.00,;;;;;;;
435.5860023498535,26.22,25.99,25.39,24.93,-0.35,133,25.00,;;;;;;;
436.25634694099426,26.22,25.99,25.39,24.93,-0.39,133,25.00,;;;;;;;
436.59724521636963,26.22,25.99,25.40,24.91,-0.39,133,25.00,;;;;;;;
437.15367698669434,26.24,26.01,25.41,24.93,-0.39,133,25.00,;;;;;;;
437.60758686065674,26.22,26.03,25.42,24.97,-0.39,133,25.00,;;;;;;;
438.2884819507599,26.22,26.01,25.43,24.93,-0.42,132,25.00,;;;;;;;
438.6228940486908,26.22,26.03,25.43,24.97,-0.42,132,25.00,;;;;;;;
439.1853015422821,26.24,26.05,25.44,24.95,-0.42,132,25.00,;;;;;;;
439.62960743904114,26.24,26.08,25.45,24.99,-0.42,132,25.00,;;;;;;;
440.3066346645355,26.22,26.05,25.46,24.95,-0.45,131,25.00,;;;;;;;
440.64059567451477,26.22,26.08,25.47,24.97,-0.45,131,25.00,;;;;;;;
441.19707894325256,26.22,26.08,25.48,25.01,-0.45,131,25.00,;;;;;;;
441.6515941619873,26.20,26.08,25.48,24.97,-0.45,131,25.00,;;;;;;;
442.3296682834625,26.22,26.10,25.49,25.01,-0.48,130,25.00,;;;;;;;
442.6641731262207,26.24,26.12,25.50,25.03,-0.48,130,25.00,;;;;;;;
443.22429871559143,26.26,26.12,25.51,25.03,-0.48,130,25.00,;;;;;;;
443.6741199493408,26.22,26.12,25.51,25.05,-0.48,130,25.00,;;;;;;;
444.34493684768677,26.18,26.08,25.52,25.03,-0.51,130,25.00,;;;;;;;
444.68512439727783,26.22,26.12,25.53,25.05,-0.51,130,25.00,;;;;;;;
445.2362163066864,26.20,26.14,25.54,25.07,-0.51,130,25.00,;;;;;;;
445.697425365448,26.20,26.16,25.54,25.10,-0.51,130,25.00,;;;;;;;
446.37238240242004,26.22,26.16,25.55,25.10,-0.54,129,25.00,;;;;;;;
446.709187746048,26.22,26.18,25.56,25.12,-0.54,129,25.00,;;;;;;;
447.267201423645,26.20,26.18,25.56,25.12,-0.54,129,25.00,;;;;;;;
447.71949338912964,26.16,26.12,25.57,25.14,-0.54,129,25.00,;;;;;;;
448.39024543762207,26.22,26.16,25.58,25.12,-0.57,128,25.00,;;;;;;;
448.73004961013794,26.20,26.18,25.58,25.12,-0.57,128,25.00,;;;;;;;
449.28282022476196,26.16,26.14,25.59,25.10,-0.57,128,25.00,;;;;;;;
449.7415614128113,26.20,26.20,25.60,25.16,-0.57,128,25.00,;;;;;;;
450.4171199798584,26.18,26.20,25.60,25.16,-0.60,128,25.00,;;;;;;;
450.7519152164459,26.20,26.22,25.61,25.16,-0.60,128,25.00,;;;;;;;
451.3122310638428,26.18,26.22,25.62,25.18,-0.60,128,25.00,;;;;;;;
451.76400542259216,26.16,26.18,25.62,25.14,-0.60,128,25.00,;;;;;;;
452.430064201355,26.16,26.20,25.63,25.16,-0.62,127,25.00,;;;;;;;
452.77491426467896,26.14,26.20,25.64,25.14,-0.62,127,25.00,;;;;;;;
453.3411612510681,26.16,26.24,25.64,25.22,-0.62,127,25.00,;;;;;;;
453.78811025619507,26.16,26.24,25.65,25.22,-0.62,127,25.00,;;;;;;;
454.45782351493835,26.16,26.24,25.65,25.22,-0.65,126,25.00,;;;;;;;
454.79764223098755,26.14,26.26,25.66,25.24,-0.65,126,25.00,;;;;;;;
455.35381603240967,26.16,26.26,25.67,25.22,-0.65,126,25.00,;;;;;;;
455.80774879455566,26.14,26.28,25.67,25.26,-0.65,126,25.00,;;;;;;;
456.4669086933136,26.14,26.28,25.68,25.26,-0.67,126,25.00,;;;;;;;
456.81967639923096,26.14,26.28,25.69,25.26,-0.67,126,25.00,;;;;;;;
457.38328433036804,26.14,26.28,25.69,25.26,-0.67,126,25.00,;;;;;;;
457.8308982849121,26.12,26.28,25.70,25.28,-0.67,126,25.00,;;;;;;;
458.49926018714905,26.10,26.31,25.70,25.30,-0.70,125,25.00,;;;;;;;
458.84171772003174,26.10,26.31,25.71,25.30,-0.70,125,25.00,;;;;;;;
459.38151383399963,26.03,26.31,25.71,25.28,-0.70,125,25.00,;;;;;;;
459.8529779911041,26.08,26.31,25.72,25.30,-0.70,125,25.00,;;;;;;;
460.5279383659363,26.05,26.28,25.73,25.30,-0.72,124,25.00,;;;;;;;
460.86607360839844,26.05,26.31,25.73,25.30,-0.72,124,25.00,;;;;;;;
461.42410111427307,26.08,26.33,25.73,25.32,-0.72,124,25.00,;;;;;;;
461.8751633167267,26.05,26.31,25.74,25.32,-0.72,124,25.00,;;;;;;;
462.54135608673096,26.01,26.28,25.74,25.34,-0.74,124,25.00,;;;;;;;
462.88650369644165,25.99,26.28,25.75,25.34,-0.74,124,25.00,;;;;;;;
463.4477014541626,26.01,26.35,25.75,25.34,-0.74,124,25.00,;;;;;;;
463.898384809494,26.03,26.33,25.76,25.34,-0.74,124,25.00,;;;;;;;
464.5683124065399,26.03,26.33,25.76,25.39,-0.76,123,25.00,;;;;;;;
464.9074606895447,26.03,26.35,25.77,25.39,-0.76,123,25.00,;;;;;;;
465.4623153209686,26.01,26.33,25.77,25.37,-0.76,123,25.00,;;;;;;;
465.9197881221771,25.99,26.33,25.78,25.37,-0.76,123,25.00,;;;;;;;
466.59638810157776,25.99,26.33,25.78,25.34,-0.78,122,25.00,;;;;;;;
466.92923498153687,25.99,26.35,25.78,25.37,-0.78,122,25.00,;;;;;;;
467.48708987236023,25.97,26.37,25.79,25.41,-0.78,122,25.00,;;;;;;;
467.94200801849365,25.95,26.35,25.79,25.41,-0.78,122,25.00,;;;;;;;
468.60708928108215,25.97,26.37,25.80,25.43,-0.79,122,25.00,;;;;;;;
468.9524595737457,25.93,26.35,25.80,25.41,-0.79,122,25.00,;;;;;;;
469.5219216346741,25.95,26.37,25.80,25.43,-0.79,122,25.00,;;;;;;;
469.9637897014618,25.93,26.37,25.81,25.43,-0.79,122,25.00,;;;;;;;
470.6362192630768,25.93,26.37,25.81,25.45,-0.81,121,25.00,;;;;;;;
470.974711894989,25.95,26.39,25.81,25.47,-0.81,121,25.00,;;;;;;;
471.5341970920563,25.93,26.39,25.82,25.45,-0.81,121,25.00,;;;;;;;
471.98633575439453,25.87,26.41,25.82,25.47,-0.81,121,25.00,;;;;;;;
472.64971351623535,25.91,26.37,25.83,25.47,-0.82,121,25.00,;;;;;;;
472.9977400302887,25.89,26.37,25.83,25.45,-0.82,121,25.00,;;;;;;;
473.56062412261963,25.89,26.37,25.83,25.43,-0.82,121,25.00,;;;;;;;
474.00841331481934,25.89,26.39,25.83,25.49,-0.82,121,25.00,;;;;;;;
474.6822383403778,25.87,26.37,25.84,25.47,-0.83,120,25.00,;;;;;;;
475.0203649997711,25.87,26.37,25.84,25.47,-0.83,120,25.00,;;;;;;;
475.5725791454315,25.89,26.41,25.84,25.49,-0.83,120,25.00,;;;;;;;
476.0311369895935,25.82,26.35,25.85,25.43,-0.83,120,25.00,;;;;;;;
476.6639108657837,25.85,26.39,25.85,25.49,-0.85,120,25.00,;;;;;;;
477.0421874523163,25.78,26.41,25.85,25.49,-0.85,120,25.00,;;;;;;;
477.60044980049133,25.85,26.39,25.85,25.49,-0.85,120,25.00,;;;;;;;
478.053329706192,25.82,26.41,25.86,25.51,-0.85,120,25.00,;;;;;;;
478.7196707725525,25.80,26.39,25.86,25.51,-0.86,119,25.00,;;;;;;;
479.0644693374634,25.78,26.35,25.86,25.47,-0.86,119,25.00,;;;;;;;
479.6292746067047,25.80,26.39,25.86,25.51,-0.86,119,25.00,;;;;;;;
480.0750036239624,25.80,26.39,25.86,25.53,-0.86,119,25.00,;;;;;;;
480.74056243896484,25.78,26.37,25.87,25.49,-0.86,119,25.00,;;;;;;;
481.08684825897217,25.76,26.39,25.87,25.53,-0.86,119,25.00,;;;;;;;
481.6494619846344,25.76,26.39,25.87,25.53,-0.86,119,25.00,;;;;;;;
482.1000306606293,25.76,26.41,25.87,25.53,-0.86,119,25.00,;;;;;;;
482.76915669441223,25.70,26.39,25.87,25.55,-0.87,119,25.00,;;;;;;;
483.10733008384705,25.72,26.41,25.87,25.55,-0.87,119,25.00,;;;;;;;
483.6613550186157,25.72,26.39,25.88,25.55,-0.87,119,25.00,;;;;;;;
484.1197202205658,25.70,26.39,25.88,25.55,-0.87,119,25.00,;;;;;;;
484.7983469963074,25.72,26.39,25.88,25.55,-0.88,118,25.00,;;;;;;;
485.1350724697113,25.72,26.41,25.88,25.57,-0.88,118,25.00,;;;;;;;
485.68862223625183,25.70,26.41,25.88,25.57,-0.88,118,25.00,;;;;;;;
486.1406817436218,25.70,26.39,25.88,25.53,-0.88,118,25.00,;;;;;;;
486.80661153793335,25.70,26.39,25.88,25.57,-0.88,118,25.00,;;;;;;;
487.1526596546173,25.68,26.41,25.89,25.59,-0.88,118,25.00,;;;;;;;
487.70301127433777,25.66,26.41,25.89,25.57,-0.88,118,25.00,;;;;;;;
488.16525864601135,25.64,26.39,25.89,25.59,-0.88,118,25.00,;;;;;;;
488.83503437042236,25.66,26.39,25.89,25.57,-0.89,117,25.00,;;;;;;;
489.1749646663666,25.68,26.43,25.89,25.62,-0.89,117,25.00,;;;;;;;
489.73092699050903,25.59,26.35,25.89,25.57,-0.89,117,25.00,;;;;;;;
490.1851534843445,25.66,26.43,25.89,25.62,-0.89,117,25.00,;;;;;;;
490.8477327823639,25.66,26.41,25.89,25.62,-0.89,117,25.00,;;;;;;;
491.1969895362854,25.62,26.41,25.89,25.59,-0.89,117,25.00,;;;;;;;
491.7461040019989,25.64,26.41,25.89,25.59,-0.89,117,25.00,;;;;;;;
492.20877480506897,25.64,26.43,25.89,25.62,-0.89,117,25.00,;;;;;;;
492.8773398399353,25.59,26.39,25.90,25.59,-0.89,117,25.00,;;;;;;;
493.2203049659729,25.59,26.41,25.90,25.59,-0.89,117,25.00,;;;;;;;
493.78308391571045,25.59,26.41,25.90,25.59,-0.89,117,25.00,;;;;;;;
494.2301015853882,25.55,26.39,25.90,25.59,-0.89,117,25.00,;;;;;;;
494.9043200016022,25.57,26.41,25.90,25.62,-0.90,116,25.00,;;;;;;;
495.2414572238922,25.57,26.41,25.90,25.62,-0.90,116,25.00,;;;;;;;
495.80083417892456,25.57,26.41,25.90,25.64,-0.90,116,25.00,;;;;;;;
496.25350427627563,25.55,26.41,25.90,25.62,-0.90,116,25.00,;;;;;;;
496.8809802532196,25.51,26.41,25.90,25.62,-0.90,116,25.00,;;;;;;;
497.2649624347687,25.49,26.35,25.90,25.59,-0.90,116,25.00,;;;;;;;
497.8281545639038,25.51,26.39,25.90,25.64,-0.90,116,25.00,;;;;;;;
498.2767024040222,25.53,26.41,25.90,25.64,-0.90,116,25.00,;;;;;;;
498.94493889808655,25.49,26.39,25.90,25.64,-0.90,116,25.00,;;;;;;;
499.2865197658539,25.51,26.39,25.90,25.64,-0.90,116,25.00,;;;;;;;
499.8438584804535,25.51,26.39,25.90,25.64,-0.90,116,25.00,;;;;;;;
500.29655146598816,25.47,26.39,25.90,25.64,-0.90,116,25.00,;;;;;;;
500.959347486496,25.49,26.37,25.90,25.62,-0.90,115,25.00,;;;;;;;
501.30898547172546,25.47,26.39,25.90,25.64,-0.90,115,25.00,;;;;;;;
501.8746750354767,25.47,26.39,25.89,25.64,-0.90,115,25.00,;;;;;;;
502.32245659828186,25.47,26.39,25.89,25.64,-0.90,115,25.00,;;;;;;;
502.9917027950287,25.41,26.35,25.89,25.66,-0.89,115,25.00,;;;;;;;
503.33003759384155,25.47,26.39,25.89,25.66,-0.89,115,25.00,;;;;;;;
503.8888056278229,25.45,26.39,25.89,25.64,-0.89,115,25.00,;;;;;;;
504.3405725955963,25.45,26.39,25.89,25.66,-0.89,115,25.00,;;;;;;;
505.007461309433,25.45,26.39,25.89,25.66,-0.89,115,25.00,;;;;;;;
505.3529939651489,25.43,26.39,25.89,25.66,-0.89,115,25.00,;;;;;;;
505.903445482254,25.41,26.37,25.89,25.64,-0.89,115,25.00,;;;;;;;
506.36455821990967,25.41,26.39,25.89,25.68,-0.89,115,25.00,;;;;;;;
507.033739566803,25.39,26.37,25.89,25.68,-0.89,115,25.00,;;;;;;;
507.37533497810364,25.39,26.37,25.89,25.66,-0.89,115,25.00,;;;;;;;
