Temps (s),T1 (°C),T2 (°C),T3 (°C),T4 (°C)
Temps (s), T1 (°C), T2 (°C), T3 (°C), T4 (°C)
761,6.80,11.31,12.59,26.68
762,6.80,11.31,12.59,26.68
763,6.80,11.31,12.59,26.68
764,6.80,11.31,12.59,26.68
765,6.80,11.40,12.59,26.68
766,6.80,11.31,12.59,26.77
767,6.80,11.31,12.68,26.68
768,6.80,11.31,12.68,26.59
769,6.80,11.31,12.68,26.68
770,6.80,11.31,12.68,26.68
771,6.80,11.31,12.68,26.59
772,6.80,11.31,12.68,26.68
773,6.80,11.31,12.68,26.68
774,6.80,11.31,12.68,26.68
775,6.70,11.31,12.59,26.68
776,6.70,11.31,12.68,26.68
777,6.70,11.31,12.59,26.68
778,6.70,11.31,12.59,26.68
779,6.80,11.31,12.59,26.68
780,6.70,11.31,12.59,26.68
781,6.70,11.31,12.59,26.68
782,6.70,11.31,12.50,26.68
783,6.70,11.31,12.50,26.59
784,6.70,11.31,12.59,26.68
785,6.70,11.31,12.59,26.59
786,6.70,11.31,12.59,26.68
787,6.61,11.22,12.59,26.68
788,6.61,11.22,12.59,26.68
789,6.70,11.22,12.59,26.59
790,6.61,11.22,12.59,26.68
791,6.70,11.22,12.59,26.59
792,6.70,11.22,12.59,26.68
793,6.61,11.22,12.50,26.68
794,6.61,11.22,12.59,26.59
795,6.61,11.22,12.50,26.68
796,6.70,11.22,12.50,26.68
797,6.61,11.22,12.50,26.68
798,6.61,11.22,12.50,26.59
799,6.61,11.22,12.59,26.68
800,6.61,11.22,12.50,26.68
801,6.70,11.31,12.50,26.68
802,6.61,11.22,12.41,26.59
803,6.61,11.22,12.50,26.68
804,6.51,11.22,12.41,26.68
805,6.61,11.22,12.41,26.68
806,6.61,11.22,12.50,26.59
807,6.61,11.22,12.50,26.59
808,6.61,11.13,12.50,26.59
809,6.61,11.13,12.50,26.59
810,6.61,11.13,12.59,26.59
811,6.61,11.13,12.59,26.68
812,6.61,11.22,12.59,26.59
813,6.61,11.13,12.59,26.68
814,6.61,11.13,12.59,26.59
815,6.70,11.13,12.59,26.68
816,6.61,11.22,12.59,26.59
817,6.61,11.22,12.59,26.59
818,6.61,11.22,12.59,26.59
819,6.61,11.22,12.68,26.59
821,6.61,11.22,12.68,26.59
822,6.51,11.13,12.68,26.59
823,6.61,11.22,12.68,26.59
824,6.61,11.22,12.68,26.68
825,6.51,11.22,12.68,26.59
826,6.51,11.22,12.68,26.59
827,6.61,11.22,12.68,26.59
828,6.51,11.22,12.59,26.68
829,6.51,11.22,12.68,26.59
830,6.61,11.22,12.59,26.68
831,6.61,11.22,12.59,26.68
832,6.61,11.22,12.59,26.59
833,6.51,11.22,12.50,26.68
834,6.51,11.22,12.50,26.68
835,6.51,11.22,12.50,26.68
836,6.51,11.22,12.50,26.68
837,6.51,11.22,12.50,26.59
838,6.61,11.22,12.50,26.68
839,6.51,11.22,12.50,26.68
840,6.51,11.22,12.50,26.68
841,6.51,11.13,12.50,26.68
842,6.61,11.13,12.50,26.68
843,6.61,11.22,12.50,26.68
844,6.70,11.13,12.50,26.68
845,6.61,11.13,12.50,26.68
846,6.70,11.13,12.50,26.68
847,6.70,11.13,12.59,26.68
848,6.70,11.22,12.59,26.68
849,6.70,11.22,12.59,26.68
