Temps (s), T1 (°C), T2 (°C), T3 (°C),Ampérage (A)
98,24.77,24.5,24.14,0.2
99,24.77,24.5,24.14,0.2
100,24.77,24.5,24.14,0.2
101,24.86,24.5,24.14,0.2
102,24.86,24.5,24.14,0.2
103,24.86,24.5,24.14,0.2
104,24.86,24.5,24.14,0.2
105,24.86,24.5,24.14,0.2
106,24.86,24.5,24.14,0.2
107,24.86,24.5,24.14,0.2
108,24.86,24.5,24.14,0.2
109,24.86,24.5,24.14,0.2
110,24.86,24.59,24.23,0.2
111,24.86,24.59,24.23,0.2
112,24.86,24.59,24.14,0.2
113,24.95,24.59,24.23,0.2
114,24.95,24.59,24.23,0.2
115,24.95,24.59,24.23,0.2
116,24.95,24.59,24.23,0.2
117,24.95,24.59,24.23,0.2
118,24.95,24.59,24.23,0.2
119,24.95,24.59,24.23,0.2
120,24.95,24.59,24.23,0.2
121,24.95,24.59,24.23,0.2
122,24.95,24.68,24.32,0.2
123,24.95,24.59,24.32,0.2
124,24.95,24.68,24.32,0.2
125,24.95,24.68,24.32,0.2
126,25.04,24.68,24.32,0.2
127,25.04,24.68,24.32,0.2
128,25.04,24.68,24.32,0.2
129,25.04,24.68,24.32,0.2
130,25.04,24.68,24.32,0.2
131,25.04,24.68,24.32,0.2
132,25.04,24.68,24.32,0.2
133,25.04,24.68,24.32,0.2
134,25.04,24.77,24.32,0.2
135,25.04,24.68,24.32,0.2
136,25.04,24.77,24.41,0.2
137,25.04,24.77,24.41,0.2
138,25.04,24.77,24.41,0.2
139,25.04,24.77,24.41,0.2
140,25.04,24.77,24.41,0.2
141,25.04,24.77,24.41,0.2
142,25.04,24.77,24.41,0.2
143,25.04,24.77,24.41,0.2
144,25.04,24.77,24.41,0.2
145,25.04,24.77,24.41,0.2
146,25.04,24.77,24.41,0.2
147,25.04,24.77,24.41,0.2
148,25.04,24.77,24.41,0.2
149,25.13,24.77,24.41,0.2
150,25.04,24.77,24.41,0.2
151,25.13,24.77,24.41,0.2
152,25.13,24.77,24.41,0.2
153,25.13,24.77,24.41,0.2
154,25.13,24.86,24.41,0.2
155,25.13,24.86,24.41,0.2
156,25.13,24.86,24.5,0.2
157,25.13,24.86,24.5,0.2
158,25.13,24.86,24.5,0.2
159,25.13,24.86,24.5,0.2
160,25.13,24.86,24.5,0.2
161,25.13,24.86,24.5,0.2
162,25.13,24.86,24.5,0.2
163,25.13,24.86,24.5,0.2
164,25.13,24.86,24.5,0.2
165,25.13,24.86,24.5,0.2
166,25.13,24.86,24.5,0.2
167,25.13,24.86,24.5,0.2
168,25.13,24.86,24.5,0.2
169,25.13,24.86,24.5,0.2
170,25.13,24.86,24.5,0.2
171,25.13,24.86,24.5,0.2
172,25.22,24.86,24.5,0.2
173,25.22,24.86,24.59,0.2
174,25.22,24.95,24.5,0.2
175,25.22,24.95,24.59,0.2
176,25.22,24.95,24.59,0.2
177,25.22,24.95,24.59,0.2
178,25.22,24.95,24.59,0.2
179,25.22,24.95,24.5,0.2
180,25.22,24.95,24.59,0.2
181,25.22,24.95,24.59,0.2
182,25.22,24.95,24.59,0.2
183,25.22,24.95,24.59,0.2
184,25.22,24.95,24.59,0.2
185,25.22,24.95,24.59,0.2
186,25.22,24.95,24.59,0.2
187,25.22,24.95,24.59,0.2
188,25.22,24.95,24.59,0.2
189,25.22,24.95,24.59,0.2
190,25.22,24.95,24.59,0.2
191,25.22,24.95,24.59,0.2
192,25.22,24.95,24.59,0.2
193,25.22,24.95,24.59,0.2
194,25.22,24.95,24.59,0.2
195,25.22,24.95,24.59,0.2
196,25.22,24.95,24.59,0.2
197,25.22,24.95,24.59,0.2
198,25.22,24.95,24.59,0.2
199,25.22,24.95,24.59,0.2
200,25.22,24.95,24.59,0.2
201,25.22,25.04,24.68,0.2
202,25.22,25.04,24.68,0.2
203,25.22,25.04,24.68,0.2
204,25.31,25.04,24.59,0.2
205,25.31,25.04,24.68,0.2
206,25.31,25.04,24.68,0.2
207,25.31,25.04,24.68,0.2
208,25.31,25.04,24.68,0.2
209,25.31,25.04,24.68,0.2
210,25.31,25.04,24.68,0.2
211,25.31,25.04,24.68,0.2
212,25.31,25.04,24.68,0.2
213,25.31,25.04,24.68,0.2
214,25.31,25.04,24.68,0.2
215,25.31,25.04,24.68,0.2
216,25.31,25.04,24.68,0.2
217,25.31,25.04,24.68,0.2
218,25.31,25.04,24.68,0.2
219,25.31,25.04,24.68,0.2
220,25.31,25.04,24.68,0.2
221,25.31,25.04,24.68,0.2
222,25.31,25.04,24.68,0.2
223,25.31,25.04,24.68,0.2
224,25.31,25.04,24.68,0.2
225,25.31,25.04,24.68,0.2
226,25.31,25.04,24.68,0.2
227,25.31,25.04,24.68,0.2
228,25.31,25.04,24.68,0.2
229,25.31,25.13,24.68,0.2
230,25.31,25.04,24.68,0.2
231,25.31,25.04,24.68,0.2
232,25.31,25.04,24.68,0.2
233,25.31,25.04,24.68,0.2
234,25.31,25.13,24.68,0.2
235,25.31,25.13,24.77,0.2
236,25.31,25.13,24.68,0.2
237,25.31,25.13,24.77,0.2
238,25.31,25.13,24.77,0.2
239,25.31,25.13,24.77,0.2
240,25.31,25.13,24.77,0.2
241,25.4,25.13,24.77,0.2
242,25.4,25.13,24.77,0.2
243,25.4,25.13,24.77,0.2
244,25.4,25.13,24.77,0.2
245,25.4,25.13,24.77,0.2
246,25.4,25.13,24.77,0.2
247,25.4,25.13,24.77,0.2
248,25.4,25.13,24.77,0.2
249,25.4,25.13,24.77,0.2
250,25.4,25.13,24.77,0.2
251,25.4,25.13,24.77,0.2
252,25.4,25.13,24.77,0.2
253,25.4,25.13,24.86,0.2
254,25.4,25.13,24.86,0.2
255,25.4,25.13,24.86,0.2
256,25.4,25.13,24.86,0.2
257,25.4,25.22,24.86,0.2
258,25.4,25.13,24.86,0.2
259,25.4,25.22,24.86,0.2
260,25.49,25.22,24.86,0.2
261,25.49,25.22,24.86,0.2
262,25.4,25.22,24.86,0.2
263,25.49,25.22,24.86,0.2
264,25.49,25.22,24.86,0.2
265,25.49,25.22,24.86,0.2
266,25.49,25.22,24.86,0.2
268,25.49,25.22,24.86,0.2
269,25.49,25.22,24.86,0.2
270,25.49,25.22,24.86,0.2
271,25.49,25.22,24.86,0.2
272,25.49,25.22,24.86,0.2
273,25.4,25.22,24.86,0.2
274,25.49,25.22,24.86,0.2
275,25.49,25.22,24.86,0.2
276,25.49,25.22,24.86,0.2
277,25.49,25.22,24.86,0.2
278,25.49,25.22,24.86,0.2
279,25.49,25.22,24.86,0.2
280,25.49,25.22,24.86,0.2
281,25.49,25.22,24.86,0.2
282,25.49,25.22,24.86,0.2
283,25.49,25.22,24.86,0.2
284,25.49,25.22,24.86,0.2
285,25.49,25.22,24.86,0.2
286,25.49,25.22,24.86,0.2
287,25.49,25.22,24.86,0.2
288,25.49,25.22,24.86,0.2
289,25.49,25.22,24.86,0.2
290,25.49,25.22,24.86,0.2
291,25.49,25.22,24.86,0.2
292,25.49,25.22,24.86,0.2
293,25.49,25.22,24.86,0.2
294,25.49,25.22,24.86,0.2
295,25.49,25.22,24.86,0.2
296,25.58,25.31,24.95,0.2
297,25.58,25.31,24.95,0.2
298,25.58,25.31,24.86,0.2
299,25.49,25.22,24.86,0.2
300,25.49,25.31,24.95,0.2
301,25.49,25.31,24.86,0.2
302,25.49,25.31,24.86,0.2
303,25.49,25.31,24.95,0.2
304,25.49,25.31,24.95,0.2
305,25.58,25.31,24.95,0.2
306,25.49,25.31,24.95,0.2
307,25.58,25.31,24.95,0.2
308,25.58,25.31,24.95,0.2
309,25.58,25.31,24.95,0.2
310,25.58,25.31,24.95,0.2
311,25.58,25.31,24.95,0.2
312,25.58,25.31,24.95,0.2
313,25.58,25.31,24.95,0.2
314,25.58,25.31,24.95,0.2
315,25.58,25.31,24.95,0.2
316,25.58,25.31,24.95,0.2
317,25.58,25.31,24.95,0.2
318,25.58,25.31,24.95,0.2
319,25.58,25.31,24.95,0.2
320,25.58,25.31,24.95,0.2
321,25.58,25.31,24.95,0.2
322,25.58,25.31,24.95,0.2
323,25.58,25.31,24.95,0.2
324,25.58,25.31,24.95,0.2
325,25.58,25.31,24.95,0.2
326,25.58,25.31,24.95,0.2
327,25.58,25.4,24.95,0.2
328,25.58,25.31,24.95,0.2
329,25.58,25.4,25.04,0.2
330,25.58,25.4,24.95,0.2
331,25.58,25.4,25.04,0.2
332,25.58,25.4,25.04,0.2
333,25.58,25.4,25.04,0.2
334,25.58,25.4,25.04,0.2
335,25.58,25.4,25.04,0.2
336,25.58,25.4,25.04,0.2
337,25.58,25.4,24.95,0.2
338,25.58,25.4,25.04,0.2
339,25.58,25.4,25.04,0.2
340,25.58,25.4,25.04,0.2
341,25.58,25.4,25.04,0.2
342,25.58,25.4,25.04,0.2
343,25.67,25.4,25.04,0.2
344,25.67,25.4,25.04,0.2
345,25.58,25.4,25.04,0.2
346,25.67,25.4,25.04,0.2
347,25.67,25.4,25.04,0.2
348,25.67,25.4,25.04,0.2
349,25.58,25.4,25.04,0.2
350,25.67,25.4,25.04,0.2
351,25.67,25.4,25.04,0.2
352,25.67,25.4,25.04,0.2
353,25.67,25.4,25.04,0.2
354,25.67,25.4,25.04,0.2
355,25.67,25.4,25.04,0.2
356,25.67,25.4,25.04,0.2
357,25.67,25.4,25.04,0.2
358,25.67,25.4,25.04,0.2
359,25.67,25.49,25.04,0.2
360,25.67,25.4,25.04,0.2
361,25.67,25.4,25.04,0.2
362,25.67,25.4,25.04,0.2
363,25.67,25.49,25.04,0.2
364,25.67,25.49,25.04,0.2
365,25.67,25.4,25.04,0.2
366,25.67,25.4,25.04,0.2
367,25.67,25.49,25.13,0.2
368,25.67,25.49,25.13,0.2
369,25.67,25.49,25.04,0.2
370,25.67,25.49,25.13,0.2
371,25.67,25.49,25.13,0.2
372,25.67,25.49,25.13,0.2
373,25.67,25.49,25.04,0.2
374,25.67,25.49,25.13,0.2
375,25.67,25.49,25.13,0.2
376,25.67,25.49,25.13,0.2
377,25.67,25.49,25.04,0.2
378,25.67,25.49,25.13,0.2
379,25.67,25.49,25.13,0.2
380,25.67,25.49,25.13,0.2
381,25.67,25.49,25.13,0.2
382,25.67,25.49,25.13,0.2
383,25.67,25.49,25.13,0.2
384,25.67,25.49,25.13,0.2
385,25.67,25.49,25.13,0.2
386,25.67,25.49,25.13,0.2
387,25.67,25.49,25.13,0.2
388,25.67,25.49,25.13,0.2
389,25.67,25.49,25.13,0.2
390,25.67,25.49,25.13,0.2
391,25.67,25.49,25.13,0.2
392,25.67,25.49,25.13,0.2
393,25.67,25.49,25.13,0.2
394,25.67,25.49,25.13,0.2
395,25.67,25.49,25.13,0.2
396,25.67,25.49,25.13,0.2
397,25.67,25.49,25.13,0.2
398,25.67,25.49,25.13,0.2
399,25.77,25.49,25.13,0.2
400,25.67,25.49,25.13,0.2
401,25.67,25.49,25.13,0.2
402,25.67,25.49,25.13,0.2
403,25.77,25.49,25.13,0.2
404,25.67,25.49,25.13,0.2
405,25.77,25.49,25.13,0.2
406,25.77,25.49,25.13,0.2
407,25.77,25.49,25.13,0.2
408,25.77,25.49,25.13,0.2
409,25.77,25.49,25.13,0.2
410,25.77,25.49,25.13,0.2
411,25.77,25.49,25.13,0.2
412,25.77,25.49,25.22,0.2
413,25.77,25.58,25.22,0.2
414,25.77,25.49,25.13,0.2
415,25.77,25.49,25.13,0.2
416,25.77,25.49,25.22,0.2
417,25.77,25.58,25.22,0.2
418,25.77,25.58,25.22,0.2
419,25.77,25.58,25.22,0.2
420,25.77,25.58,25.22,0.2
421,25.77,25.58,25.22,0.2
422,25.77,25.58,25.22,0.2
423,25.77,25.58,25.22,0.2
424,25.77,25.58,25.22,0.2
425,25.77,25.58,25.22,0.2
426,25.77,25.58,25.22,0.2
427,25.77,25.58,25.22,0.2
428,25.77,25.58,25.22,0.2
429,25.77,25.58,25.13,0.2
430,25.77,25.58,25.22,0.2
431,25.77,25.58,25.22,0.2
432,25.77,25.58,25.22,0.2
433,25.77,25.58,25.13,0.2
434,25.77,25.58,25.13,0.2
435,25.77,25.58,25.13,0.2
436,25.77,25.58,25.13,0.2
437,25.77,25.58,25.13,0.2
438,25.77,25.58,25.22,0.2
439,25.77,25.58,25.13,0.2
440,25.77,25.58,25.22,0.2
441,25.77,25.58,25.22,0.2
442,25.77,25.58,25.22,0.2
443,25.77,25.58,25.22,0.2
444,25.77,25.58,25.22,0.2
445,25.77,25.58,25.22,0.2
446,25.77,25.58,25.22,0.2
447,25.77,25.58,25.22,0.2
448,25.86,25.58,25.22,0.2
449,25.86,25.58,25.22,0.2
450,25.86,25.58,25.22,0.2
451,25.86,25.58,25.22,0.2
452,25.86,25.58,25.22,0.2
453,25.77,25.58,25.22,0.2
454,25.77,25.58,25.22,0.2
455,25.77,25.58,25.22,0.2
456,25.77,25.58,25.22,0.2
457,25.77,25.58,25.22,0.2
458,25.86,25.58,25.22,0.2
459,25.77,25.58,25.22,0.2
460,25.77,25.58,25.22,0.2
461,25.86,25.58,25.22,0.2
462,25.86,25.58,25.22,0.2
463,25.77,25.58,25.22,0.2
464,25.86,25.58,25.22,0.2
465,25.77,25.58,25.22,0.2
466,25.77,25.58,25.22,0.2
467,25.77,25.58,25.22,0.2
468,25.77,25.58,25.22,0.2
469,25.77,25.58,25.22,0.2
470,25.77,25.58,25.22,0.2
471,25.77,25.58,25.22,0.2
472,25.77,25.58,25.22,0.2
473,25.77,25.58,25.22,0.2
474,25.77,25.58,25.22,0.2
475,25.77,25.58,25.22,0.2
476,25.86,25.58,25.22,0.2
477,25.86,25.58,25.22,0.2
478,25.86,25.67,25.22,0.2
479,25.86,25.58,25.22,0.2
480,25.86,25.58,25.22,0.2
481,25.86,25.58,25.22,0.2
482,25.86,25.58,25.22,0.2
483,25.86,25.58,25.22,0.2
484,25.86,25.58,25.22,0.2
485,25.86,25.58,25.22,0.2
486,25.86,25.58,25.22,0.2
487,25.86,25.58,25.22,0.2
488,25.77,25.58,25.22,0.2
489,25.77,25.58,25.22,0.2
490,25.77,25.58,25.22,0.2
491,25.86,25.58,25.22,0.2
492,25.77,25.58,25.22,0.2
493,25.77,25.58,25.22,0.2
494,25.77,25.58,25.22,0.2
495,25.77,25.58,25.22,0.2
496,25.77,25.58,25.22,0.2
497,25.77,25.58,25.22,0.2
498,25.77,25.58,25.22,0.2
499,25.77,25.58,25.22,0.2
500,25.86,25.58,25.22,0.2
501,25.86,25.58,25.22,0.2
502,25.86,25.58,25.22,0.2
503,25.86,25.58,25.22,0.2
504,25.86,25.58,25.22,0.2
505,25.86,25.58,25.22,0.2
506,25.86,25.58,25.22,0.2
507,25.86,25.58,25.22,0.2
508,25.86,25.58,25.22,0.2
509,25.86,25.58,25.22,0.2
510,25.86,25.58,25.22,0.2
511,25.86,25.58,25.22,0.2
512,25.86,25.58,25.22,0.2
513,25.86,25.58,25.22,0.2
514,25.86,25.58,25.22,0.2
515,25.86,25.58,25.22,0.2
516,25.86,25.58,25.22,0.2
517,25.86,25.58,25.22,0.2
518,25.86,25.58,25.22,0.2
519,25.86,25.58,25.22,0.2
520,25.86,25.58,25.22,0.2
521,25.86,25.58,25.22,0.2
522,25.86,25.58,25.22,0.2
523,25.86,25.58,25.22,0.2
524,25.86,25.58,25.22,0.2
525,25.86,25.58,25.22,0.2
526,25.86,25.58,25.22,0.2
527,25.86,25.58,25.22,0.2
528,25.86,25.58,25.22,0.2
529,25.86,25.58,25.22,0.2
530,25.86,25.58,25.22,0.2
531,25.86,25.58,25.22,0.2
532,25.86,25.58,25.22,0.2
533,25.86,25.58,25.22,0.2
535,25.86,25.58,25.22,0.2
536,25.86,25.58,25.22,0.2
537,25.86,25.67,25.22,0.2
538,25.86,25.58,25.22,0.2
539,25.86,25.58,25.22,0.2
540,25.86,25.67,25.22,0.2
541,25.86,25.58,25.22,0.2
542,25.86,25.58,25.22,0.2
543,25.86,25.58,25.22,0.2
544,25.86,25.67,25.22,0.2
545,25.86,25.58,25.22,0.2
546,25.86,25.58,25.22,0.2
547,25.86,25.58,25.22,0.2
548,25.86,25.58,25.22,0.2
549,25.86,25.58,25.22,0.2
550,25.86,25.67,25.22,0.2
551,25.86,25.58,25.22,0.2
552,25.86,25.58,25.22,0.2
553,25.86,25.58,25.22,0.2
554,25.86,25.58,25.22,0.2
555,25.86,25.58,25.22,0.2
556,25.86,25.58,25.22,0.2
557,25.86,25.58,25.22,0.2
558,25.77,25.58,25.22,0.2
559,25.86,25.58,25.22,0.2
560,25.86,25.58,25.22,0.2
561,25.77,25.58,25.22,0.2
562,25.86,25.58,25.22,0.2
563,25.77,25.58,25.22,0.2
564,25.86,25.58,25.22,0.2
565,25.77,25.58,25.22,0.2
566,25.77,25.58,25.22,0.2
567,25.86,25.58,25.22,0.2
568,25.86,25.58,25.22,0.2
569,25.86,25.58,25.22,0.2
570,25.86,25.58,25.22,0.2
571,25.77,25.58,25.22,0.2
572,25.86,25.67,25.22,0.2
573,25.86,25.58,25.22,0.2
574,25.86,25.58,25.22,0.2
575,25.77,25.58,25.22,0.2
576,25.77,25.58,25.22,0.2
577,25.77,25.58,25.22,0.2
578,25.77,25.58,25.22,0.2
579,25.77,25.58,25.22,0.2
580,25.77,25.58,25.22,0.2
581,25.77,25.58,25.22,0.2
582,25.77,25.58,25.22,0.2
583,25.77,25.58,25.22,0.2
584,25.77,25.58,25.22,0.2
585,25.77,25.58,25.22,0.2
586,25.77,25.58,25.22,0.2
587,25.77,25.58,25.22,0.2
588,25.86,25.58,25.22,0.2
589,25.77,25.58,25.22,0.2
590,25.77,25.58,25.22,0.2
591,25.77,25.58,25.22,0.2
592,25.77,25.58,25.22,0.2
593,25.86,25.58,25.22,0.2
594,25.86,25.58,25.22,0.2
595,25.77,25.58,25.22,0.2
596,25.77,25.58,25.22,0.2
597,25.77,25.58,25.22,0.2
598,25.77,25.58,25.22,0.2
599,25.77,25.58,25.22,0.2
600,25.77,25.58,25.22,0.2
601,25.77,25.58,25.22,0.2
602,25.77,25.58,25.22,0.2
603,25.77,25.58,25.22,0.2
604,25.77,25.58,25.22,0.2
605,25.77,25.58,25.22,0.2
606,25.77,25.58,25.22,0.2
607,25.77,25.58,25.22,0.2
608,25.77,25.58,25.22,0.2
609,25.77,25.58,25.22,0.2
610,25.77,25.58,25.22,0.2
611,25.77,25.58,25.22,0.2
612,25.77,25.58,25.22,0.2
613,25.77,25.58,25.22,0.2
614,25.77,25.58,25.22,0.2
615,25.77,25.58,25.22,0.2
616,25.77,25.58,25.22,0.2
617,25.77,25.58,25.22,0.2
618,25.77,25.58,25.22,0.2
619,25.77,25.58,25.22,0.2
620,25.77,25.58,25.22,0.2
621,25.77,25.58,25.22,0.2
622,25.77,25.58,25.22,0.2
623,25.77,25.58,25.22,0.2
624,25.77,25.58,25.22,0.2
625,25.77,25.58,25.22,0.2
626,25.77,25.58,25.22,0.2
627,25.77,25.58,25.22,0.2
628,25.77,25.58,25.22,0.2
629,25.77,25.58,25.22,0.2
630,25.77,25.58,25.13,0.2
631,25.77,25.58,25.22,0.2
632,25.77,25.58,25.22,0.2
633,25.77,25.58,25.22,0.2
634,25.77,25.58,25.13,0.2
635,25.77,25.58,25.13,0.2
636,25.77,25.58,25.13,0.2
637,25.77,25.58,25.22,0.2
638,25.77,25.58,25.22,0.2
639,25.77,25.58,25.22,0.2
640,25.77,25.58,25.13,0.2
641,25.77,25.58,25.13,0.2
642,25.77,25.58,25.22,0.2
643,25.77,25.58,25.22,0.2
644,25.77,25.58,25.13,0.2
645,25.77,25.58,25.22,0.2
646,25.77,25.58,25.22,0.2
647,25.77,25.58,25.22,0.2
648,25.77,25.58,25.22,0.2
649,25.77,25.58,25.22,0.2
650,25.77,25.58,25.22,0.2
651,25.77,25.58,25.22,0.2
652,25.77,25.58,25.22,0.2
653,25.77,25.58,25.22,0.2
654,25.77,25.58,25.22,0.2
655,25.77,25.58,25.13,0.2
656,25.77,25.58,25.22,0.2
657,25.77,25.58,25.13,0.2
658,25.77,25.58,25.13,0.2
659,25.77,25.58,25.13,0.2
660,25.77,25.49,25.13,0.2
661,25.77,25.58,25.13,0.2
662,25.77,25.49,25.13,0.2
663,25.77,25.49,25.13,0.2
664,25.77,25.49,25.13,0.2
665,25.77,25.58,25.13,0.2
666,25.77,25.49,25.13,0.2
667,25.77,25.49,25.13,0.2
668,25.77,25.49,25.13,0.2
669,25.77,25.58,25.13,0.2
670,25.77,25.49,25.13,0.2
671,25.77,25.49,25.13,0.2
672,25.77,25.49,25.13,0.2
673,25.77,25.58,25.13,0.2
674,25.77,25.49,25.13,0.2
675,25.77,25.49,25.13,0.2
676,25.77,25.49,25.13,0.2
677,25.77,25.49,25.13,0.2
678,25.77,25.49,25.13,0.2
679,25.77,25.49,25.13,0.2
680,25.77,25.49,25.13,0.2
681,25.77,25.49,25.13,0.2
682,25.77,25.49,25.13,0.2
683,25.77,25.49,25.13,0.2
684,25.77,25.49,25.13,0.2
685,25.77,25.49,25.13,0.2
686,25.67,25.49,25.13,0.2
687,25.77,25.49,25.13,0.2
688,25.77,25.49,25.13,0.2
689,25.77,25.49,25.13,0.2
690,25.77,25.49,25.13,0.2
691,25.77,25.49,25.13,0.2
692,25.77,25.49,25.13,0.2
693,25.67,25.49,25.13,0.2
694,25.67,25.49,25.13,0.2
695,25.77,25.49,25.13,0.2
696,25.67,25.49,25.13,0.2
697,25.77,25.49,25.13,0.2
698,25.67,25.49,25.13,0.2
699,25.67,25.49,25.13,0.2
700,25.67,25.49,25.13,0.2
701,25.77,25.49,25.13,0.2
702,25.77,25.49,25.13,0.2
703,25.77,25.49,25.13,0.2
704,25.77,25.49,25.13,0.2
705,25.77,25.49,25.13,0.2
706,25.77,25.49,25.13,0.2
707,25.77,25.49,25.13,0.2
708,25.77,25.49,25.13,0.2
709,25.67,25.49,25.13,0.2
710,25.77,25.49,25.13,0.2
711,25.77,25.49,25.13,0.2
712,25.67,25.49,25.13,0.2
713,25.67,25.49,25.13,0.2
714,25.67,25.49,25.13,0.2
715,25.67,25.49,25.13,0.2
716,25.67,25.49,25.13,0.2
717,25.67,25.49,25.13,0.2
718,25.67,25.49,25.13,0.2
719,25.67,25.49,25.13,0.2
720,25.67,25.49,25.13,0.2
721,25.67,25.49,25.13,0.2
722,25.67,25.49,25.13,0.2
723,25.67,25.49,25.13,0.2
724,25.67,25.49,25.13,0.2
725,25.67,25.49,25.13,0.2
726,25.67,25.49,25.13,0.2
727,25.67,25.49,25.13,0.2
728,25.67,25.49,25.13,0.2
729,25.67,25.49,25.13,0.2
730,25.67,25.49,25.13,0.2
731,25.67,25.49,25.13,0.2
732,25.67,25.49,25.13,0.2
733,25.67,25.49,25.13,0.2
734,25.67,25.49,25.13,0.2
735,25.67,25.49,25.13,0.2
736,25.67,25.49,25.13,0.2
737,25.67,25.49,25.13,0.2
738,25.77,25.49,25.13,0.2
739,25.86,25.49,25.13,0.454
740,25.86,25.49,25.13,0.454
741,25.95,25.49,25.13,0.454
742,25.95,25.49,25.13,0.454
743,26.04,25.49,25.13,0.454
744,26.13,25.58,25.13,0.454
745,26.13,25.58,25.13,0.454
746,26.22,25.58,25.13,0.454
747,26.22,25.58,25.13,0.454
748,26.31,25.58,25.13,0.454
749,26.31,25.58,25.22,0.454
750,26.31,25.58,25.13,0.454
751,26.31,25.67,25.22,0.454
752,26.4,25.67,25.13,0.454
753,26.4,25.67,25.22,0.454
754,26.4,25.67,25.22,0.454
755,26.49,25.67,25.13,0.454
756,26.49,25.67,25.13,0.454
757,26.49,25.67,25.22,0.454
758,26.49,25.67,25.13,0.454
759,26.49,25.67,25.22,0.454
760,26.59,25.67,25.13,0.454
761,26.59,25.77,25.22,0.454
762,26.59,25.77,25.22,0.454
763,26.68,25.77,25.22,0.454
764,26.68,25.77,25.22,0.454
765,26.68,25.77,25.22,0.454
766,26.68,25.86,25.22,0.454
767,26.68,25.77,25.22,0.454
768,26.77,25.86,25.31,0.454
769,26.77,25.86,25.31,0.454
770,26.77,25.86,25.31,0.454
771,26.86,25.86,25.31,0.454
772,26.86,25.86,25.31,0.454
773,26.86,25.95,25.4,0.454
774,26.86,25.95,25.4,0.454
