Temps (s), T1 (°C), T2 (°C), T3 (°C),Ampérage (A)
733,22.17,22.88,22.97,-0.2
734,22.26,22.88,22.97,-0.2
735,22.26,22.88,22.97,-0.2
736,22.26,22.88,22.97,-0.2
737,22.26,22.88,22.97,-0.2
738,22.17,22.88,22.97,-0.2
739,22.26,22.88,22.97,-0.2
740,22.17,22.88,22.97,-0.2
741,22.17,22.88,22.97,-0.2
742,22.26,22.88,22.97,-0.2
743,22.17,22.88,22.97,-0.2
744,22.17,22.88,22.97,-0.2
745,22.17,22.88,22.97,-0.2
746,22.26,22.88,22.97,-0.2
747,22.26,22.88,22.97,-0.2
748,22.17,22.88,22.97,-0.2
749,22.17,22.88,22.97,-0.2
750,22.26,22.88,22.97,-0.2
751,22.17,22.88,22.97,-0.2
752,22.17,22.88,22.97,-0.2
753,22.17,22.88,22.97,-0.2
754,22.17,22.88,22.97,-0.2
755,22.17,22.88,22.97,-0.2
756,22.17,22.88,22.97,-0.2
757,22.26,22.88,22.97,-0.2
758,22.17,22.88,22.97,-0.2
759,22.17,22.88,22.97,-0.2
760,22.17,22.97,22.97,-0.2
761,22.17,22.88,22.97,-0.2
762,22.17,22.88,22.97,-0.2
763,22.17,22.88,22.97,-0.2
764,22.26,22.88,22.97,-0.2
765,22.17,22.88,22.97,-0.2
766,22.17,22.88,22.97,-0.2
767,22.17,22.88,22.97,-0.2
768,22.17,22.88,22.97,-0.2
769,22.17,22.97,22.97,-0.2
770,22.17,22.88,22.97,-0.2
771,22.17,22.88,22.97,-0.2
772,22.17,22.88,22.97,-0.2
773,22.17,22.88,22.97,-0.2
774,22.17,22.88,22.97,-0.2
775,22.17,22.88,22.97,-0.2
776,22.17,22.88,22.97,-0.2
777,22.17,22.88,22.97,-0.2
778,22.17,22.88,22.97,-0.2
779,22.17,22.88,22.97,-0.2
780,22.17,22.88,22.97,-0.2
781,22.17,22.88,22.97,-0.2
782,22.17,22.88,22.97,-0.2
783,22.17,22.88,22.97,-0.2
784,22.17,22.97,22.97,-0.2
785,22.17,22.88,22.97,-0.2
786,22.17,22.88,22.97,-0.2
787,22.17,22.88,22.97,-0.2
788,22.26,22.88,22.97,-0.2
789,22.17,22.88,22.97,-0.2
790,22.17,22.88,22.97,-0.2
791,22.17,22.88,22.97,-0.2
792,22.17,22.88,22.97,-0.2
793,22.17,22.88,22.97,-0.2
794,22.17,22.88,22.97,-0.2
795,22.17,22.88,22.97,-0.2
796,22.26,22.88,22.97,-0.2
797,22.17,22.88,22.97,-0.2
798,22.26,22.88,22.97,-0.2
799,22.17,22.88,22.97,-0.2
800,22.26,22.88,22.97,-0.2
801,22.26,22.88,22.97,-0.2
802,22.17,22.88,22.97,-0.2
803,22.17,22.88,22.97,-0.2
804,22.17,22.88,22.97,-0.2
806,22.17,22.88,22.97,-0.2
807,22.26,22.88,22.97,-0.2
808,22.26,22.88,22.97,-0.2
809,22.17,22.88,22.97,-0.2
810,22.17,22.88,22.97,-0.2
811,22.17,22.88,22.97,-0.2
812,22.17,22.97,22.97,-0.2
813,22.17,22.88,22.97,-0.2
814,22.17,22.88,22.97,-0.2
815,22.17,22.88,22.97,-0.2
816,22.17,22.88,22.97,-0.2
817,22.17,22.88,22.97,-0.2
818,22.17,22.88,22.97,-0.2
819,22.17,22.88,22.97,-0.2
820,22.17,22.88,22.97,-0.2
821,22.17,22.88,22.97,-0.2
822,22.26,22.88,22.97,-0.2
823,22.17,22.88,22.97,-0.2
824,22.17,22.97,22.97,-0.2
825,22.17,22.88,22.97,-0.2
826,22.17,22.88,22.97,-0.2
827,22.17,22.88,22.97,-0.2
828,22.26,22.88,22.97,-0.2
829,22.17,22.88,22.97,-0.2
830,22.26,22.88,22.97,-0.2
831,22.17,22.88,22.97,-0.2
832,22.17,22.88,22.97,-0.2
833,22.17,22.88,22.97,-0.2
834,22.17,22.88,22.97,-0.2
835,22.17,22.97,22.97,-0.2
836,22.17,22.88,22.97,-0.2
837,22.17,22.88,22.97,-0.2
838,22.17,22.88,22.97,-0.2
839,22.17,22.88,22.97,-0.2
840,22.17,22.88,22.97,-0.2
841,22.17,22.88,22.97,-0.2
842,22.17,22.88,22.97,-0.2
843,22.17,22.88,22.97,-0.2
844,22.17,22.88,22.97,-0.2
845,22.17,22.97,22.97,-0.2
846,22.17,22.88,22.97,-0.2
847,22.17,22.97,22.97,-0.2
848,22.17,22.88,22.97,-0.2
849,22.26,22.88,22.97,-0.2
850,22.17,22.88,22.97,-0.2
851,22.17,22.88,22.97,-0.2
852,22.17,22.88,22.97,-0.2
853,22.17,22.88,22.97,-0.2
854,22.17,22.88,22.97,-0.2
855,22.17,22.88,22.97,-0.2
856,22.17,22.88,22.97,-0.2
857,22.17,22.88,22.97,-0.2
858,22.17,22.88,22.97,-0.2
859,22.17,22.88,22.97,-0.2
860,22.17,22.88,22.97,-0.2
861,22.17,22.88,22.97,-0.2
862,22.17,22.88,22.97,-0.2
863,22.17,22.88,22.97,-0.2
864,22.17,22.88,22.97,-0.2
865,22.17,22.88,22.97,-0.2
866,22.17,22.88,22.97,-0.2
867,22.17,22.88,22.97,-0.2
868,22.17,22.88,22.97,-0.2
869,22.17,22.88,22.97,-0.2
870,22.17,22.88,22.97,-0.2
871,22.17,22.88,22.97,-0.2
872,22.17,22.88,22.97,-0.2
873,22.17,22.88,22.97,-0.2
874,22.17,22.88,22.97,-0.2
875,22.17,22.88,22.97,-0.2
876,22.17,22.88,22.97,-0.2
877,22.17,22.88,22.97,-0.2
878,22.17,22.88,22.97,-0.2
879,22.17,22.88,22.97,-0.2
880,22.17,22.88,22.97,-0.2
881,22.17,22.88,22.97,-0.2
882,22.17,22.88,22.97,-0.2
883,22.17,22.88,22.97,-0.2
884,22.17,22.88,22.97,-0.2
885,22.17,22.88,22.97,-0.2
886,22.17,22.88,22.97,-0.2
887,22.17,22.88,22.97,-0.2
888,22.17,22.88,22.97,-0.2
889,22.17,22.88,22.97,-0.2
890,22.17,22.88,22.97,-0.2
891,22.17,22.88,22.97,-0.2
892,22.17,22.88,22.97,-0.2
893,22.17,22.88,22.97,-0.2
894,22.17,22.88,22.97,-0.2
895,22.17,22.88,22.97,-0.2
896,22.17,22.88,22.97,-0.2
897,22.17,22.88,22.97,-0.2
898,22.17,22.88,22.97,-0.2
899,22.17,22.88,22.97,-0.2
900,22.17,22.88,22.97,-0.2
901,22.17,22.88,22.97,-0.2
902,22.17,22.88,22.97,-0.2
903,22.17,22.88,22.97,-0.2
904,22.17,22.88,22.97,-0.2
905,22.17,22.88,22.97,-0.2
906,22.17,22.88,22.97,-0.2
907,22.17,22.88,22.97,-0.2
908,22.17,22.88,22.97,-0.2
909,22.17,22.88,22.97,-0.2
910,22.17,22.88,22.97,-0.2
911,22.17,22.88,22.97,-0.2
912,22.17,22.88,22.97,-0.2
913,22.17,22.88,22.97,-0.2
914,22.17,22.88,22.97,-0.2
915,22.17,22.88,22.97,-0.2
916,22.17,22.88,22.97,-0.2
917,22.17,22.88,22.97,-0.2
918,22.17,22.88,22.97,-0.2
919,22.17,22.88,22.97,-0.2
920,22.17,22.88,22.97,-0.2
921,22.17,22.88,22.97,-0.2
922,22.17,22.88,22.97,-0.2
923,22.17,22.88,22.97,-0.2
924,22.17,22.88,22.97,-0.2
925,22.17,22.88,22.97,-0.2
926,22.17,22.88,22.97,-0.2
927,22.17,22.88,22.97,-0.2
928,22.17,22.88,22.97,-0.2
929,22.17,22.88,22.97,-0.2
930,22.17,22.88,22.97,-0.2
931,22.17,22.88,22.97,-0.2
932,22.17,22.88,22.97,-0.2
933,22.17,22.88,22.97,-0.2
934,22.17,22.88,22.97,-0.2
935,22.17,22.88,22.97,-0.2
936,22.17,22.88,22.97,-0.2
937,22.17,22.88,22.97,-0.2
938,22.17,22.88,22.97,-0.2
939,22.17,22.88,22.97,-0.2
940,22.17,22.88,22.97,-0.2
941,22.17,22.88,22.97,-0.2
942,22.17,22.88,22.97,-0.2
943,22.17,22.88,22.97,-0.2
944,22.17,22.88,22.97,-0.2
945,22.08,22.88,22.97,-0.44
946,22.08,22.88,22.97,-0.44
947,22.08,22.88,22.97,-0.44
948,21.99,22.97,22.97,-0.44
949,21.99,22.97,22.97,-0.44
950,21.99,22.97,22.97,-0.44
951,21.99,22.97,22.97,-0.44
952,21.99,22.97,22.97,-0.44
953,21.99,22.97,22.97,-0.44
954,21.99,22.97,22.97,-0.44
955,21.9,22.97,22.97,-0.44
956,21.9,22.97,22.97,-0.44
957,21.9,22.88,22.97,-0.44
958,21.81,22.88,22.97,-0.44
959,21.81,22.88,22.97,-0.44
960,21.81,22.88,22.97,-0.44
961,21.81,22.88,22.97,-0.44
962,21.72,22.88,22.97,-0.44
963,21.72,22.88,22.97,-0.44
964,21.72,22.88,22.97,-0.44
965,21.63,22.88,22.97,-0.44
966,21.63,22.79,22.97,-0.44
967,21.63,22.79,22.97,-0.44
968,21.63,22.79,22.97,-0.44
969,21.63,22.79,22.97,-0.44
970,21.54,22.79,22.97,-0.44
971,21.54,22.79,22.97,-0.44
972,21.54,22.79,22.97,-0.44
973,21.54,22.79,22.97,-0.44
974,21.54,22.79,22.97,-0.44
975,21.54,22.79,22.97,-0.44
976,21.54,22.7,22.97,-0.44
977,21.54,22.7,22.88,-0.44
978,21.54,22.7,22.97,-0.44
979,21.45,22.7,22.97,-0.44
980,21.45,22.7,22.88,-0.44
981,21.45,22.7,22.88,-0.44
982,21.45,22.7,22.88,-0.44
983,21.45,22.7,22.97,-0.44
984,21.45,22.7,22.88,-0.44
985,21.45,22.7,22.88,-0.44
986,21.45,22.61,22.88,-0.44
987,21.45,22.7,22.88,-0.44
988,21.45,22.61,22.88,-0.44
989,21.45,22.61,22.88,-0.44
990,21.45,22.7,22.88,-0.44
991,21.45,22.61,22.88,-0.44
992,21.45,22.61,22.88,-0.44
993,21.45,22.61,22.88,-0.44
994,21.45,22.61,22.88,-0.44
995,21.45,22.7,22.88,-0.44
996,21.45,22.61,22.88,-0.44
997,21.36,22.61,22.88,-0.44
998,21.36,22.61,22.88,-0.44
999,21.36,22.61,22.79,-0.44
1000,21.36,22.61,22.79,-0.44
1001,21.36,22.61,22.79,-0.44
1002,21.27,22.61,22.79,-0.44
1003,21.36,22.52,22.79,-0.44
1004,21.27,22.52,22.79,-0.44
1005,21.27,22.52,22.79,-0.44
1006,21.27,22.52,22.79,-0.44
1007,21.27,22.52,22.79,-0.44
1008,21.27,22.52,22.79,-0.44
1009,21.18,22.52,22.79,-0.44
1010,21.18,22.52,22.79,-0.44
1011,21.18,22.52,22.79,-0.44
1012,21.18,22.52,22.79,-0.44
1013,21.18,22.52,22.7,-0.44
1014,21.18,22.52,22.7,-0.44
1015,21.18,22.43,22.7,-0.44
1016,21.18,22.43,22.7,-0.44
1017,21.18,22.43,22.7,-0.44
1018,21.18,22.43,22.7,-0.44
1019,21.18,22.43,22.7,-0.44
1020,21.18,22.43,22.7,-0.44
1021,21.1,22.43,22.7,-0.44
1022,21.1,22.43,22.7,-0.44
1023,21.1,22.43,22.7,-0.44
1024,21.1,22.43,22.7,-0.44
1025,21.1,22.43,22.7,-0.44
1026,21.1,22.35,22.61,-0.44
1027,21.1,22.35,22.61,-0.44
1028,21.1,22.35,22.61,-0.44
1029,21.1,22.35,22.61,-0.44
1030,21.1,22.35,22.61,-0.44
1031,21.1,22.35,22.61,-0.44
1032,21.1,22.35,22.61,-0.44
1033,21.01,22.35,22.61,-0.44
1034,21.1,22.35,22.61,-0.44
1035,21.01,22.35,22.61,-0.44
1036,21.01,22.35,22.61,-0.44
1037,21.01,22.35,22.61,-0.44
1038,21.01,22.35,22.61,-0.44
1039,21.01,22.35,22.61,-0.44
1040,21.01,22.26,22.52,-0.44
1041,21.01,22.26,22.61,-0.44
1042,21.01,22.26,22.52,-0.44
1043,21.01,22.26,22.52,-0.44
1044,21.01,22.26,22.52,-0.44
1045,21.01,22.26,22.52,-0.44
1046,20.92,22.26,22.52,-0.44
1047,21.01,22.26,22.52,-0.44
1048,20.92,22.26,22.52,-0.44
1049,20.92,22.26,22.52,-0.44
1050,20.92,22.26,22.52,-0.44
1051,20.92,22.26,22.52,-0.44
1052,20.92,22.26,22.52,-0.44
1053,20.92,22.26,22.43,-0.44
1054,20.92,22.26,22.52,-0.44
1055,20.92,22.17,22.43,-0.44
1056,20.92,22.17,22.43,-0.44
1057,20.92,22.17,22.43,-0.44
1058,20.92,22.17,22.43,-0.44
1059,20.92,22.17,22.43,-0.44
1060,20.92,22.17,22.43,-0.44
1061,20.92,22.17,22.43,-0.44
1062,20.92,22.17,22.43,-0.44
1063,20.92,22.17,22.43,-0.44
1064,20.92,22.17,22.43,-0.44
1065,20.83,22.17,22.43,-0.44
1066,20.83,22.17,22.43,-0.44
1067,20.83,22.17,22.43,-0.44
1068,20.92,22.17,22.43,-0.44
1069,20.92,22.08,22.43,-0.44
1070,20.83,22.08,22.43,-0.44
1071,20.83,22.08,22.43,-0.44
1073,20.83,22.08,22.35,-0.44
1074,20.83,22.08,22.43,-0.44
1075,20.83,22.08,22.35,-0.44
1076,20.83,22.08,22.35,-0.44
1077,20.83,22.08,22.35,-0.44
1078,20.83,22.08,22.35,-0.44
1079,20.83,22.08,22.35,-0.44
1080,20.83,22.08,22.35,-0.44
1081,20.83,22.08,22.35,-0.44
1082,20.83,22.08,22.35,-0.44
1083,20.83,22.08,22.35,-0.44
1084,20.83,22.08,22.35,-0.44
1085,20.83,22.08,22.35,-0.44
1086,20.74,22.08,22.35,-0.44
1087,20.74,22.08,22.35,-0.44
1088,20.74,21.99,22.26,-0.44
1089,20.74,21.99,22.35,-0.44
1090,20.74,22.08,22.35,-0.44
1091,20.74,21.99,22.35,-0.44
1092,20.74,21.99,22.26,-0.44
1093,20.74,21.99,22.35,-0.44
1094,20.74,21.99,22.26,-0.44
1095,20.74,21.99,22.26,-0.44
1096,20.74,21.99,22.35,-0.44
1097,20.74,21.99,22.26,-0.44
1098,20.74,21.99,22.26,-0.44
1099,20.74,21.99,22.26,-0.44
1100,20.74,21.99,22.26,-0.44
1101,20.74,21.99,22.26,-0.44
1102,20.74,21.99,22.26,-0.44
1103,20.74,21.99,22.26,-0.44
1104,20.74,21.99,22.26,-0.44
1105,20.74,21.99,22.26,-0.44
1106,20.65,21.99,22.26,-0.44
1107,20.74,21.99,22.26,-0.44
1108,20.65,21.99,22.26,-0.44
1109,20.65,21.99,22.26,-0.44
1110,20.65,21.9,22.26,-0.44
1111,20.65,21.9,22.26,-0.44
1112,20.65,21.9,22.26,-0.44
1113,20.65,21.9,22.26,-0.44
1114,20.65,21.9,22.17,-0.44
1115,20.65,21.9,22.17,-0.44
1116,20.65,21.9,22.17,-0.44
1117,20.65,21.9,22.26,-0.44
1118,20.65,21.9,22.26,-0.44
1119,20.65,21.9,22.26,-0.44
1120,20.65,21.9,22.17,-0.44
1121,20.65,21.9,22.17,-0.44
1122,20.65,21.9,22.17,-0.44
1123,20.65,21.9,22.17,-0.44
1124,20.65,21.9,22.17,-0.44
1125,20.65,21.9,22.17,-0.44
1126,20.65,21.9,22.17,-0.44
1127,20.65,21.9,22.17,-0.44
1128,20.65,21.9,22.17,-0.44
1129,20.65,21.9,22.17,-0.44
1130,20.65,21.9,22.17,-0.44
1131,20.65,21.9,22.17,-0.44
1132,20.65,21.9,22.17,-0.44
1133,20.56,21.9,22.17,-0.44
1134,20.56,21.9,22.17,-0.44
1135,20.56,21.9,22.17,-0.44
1136,20.56,21.9,22.17,-0.44
1137,20.56,21.81,22.17,-0.44
1138,20.65,21.9,22.17,-0.44
1139,20.65,21.81,22.17,-0.44
1140,20.65,21.81,22.17,-0.44
1141,20.65,21.81,22.17,-0.44
1142,20.56,21.81,22.08,-0.44
1143,20.56,21.81,22.17,-0.44
1144,20.56,21.81,22.17,-0.44
1145,20.56,21.81,22.08,-0.44
1146,20.56,21.81,22.08,-0.44
1147,20.56,21.81,22.08,-0.44
1148,20.56,21.81,22.08,-0.44
1149,20.56,21.81,22.08,-0.44
1150,20.56,21.81,22.08,-0.44
1151,20.56,21.81,22.08,-0.44
1152,20.56,21.81,22.08,-0.44
1153,20.56,21.81,22.08,-0.44
1154,20.56,21.81,22.08,-0.44
1155,20.56,21.81,22.08,-0.44
1156,20.56,21.81,22.08,-0.44
1157,20.56,21.81,22.08,-0.44
1158,20.56,21.81,22.08,-0.44
1159,20.56,21.81,22.08,-0.44
1160,20.56,21.81,22.08,-0.44
1161,20.56,21.81,22.08,-0.44
1162,20.56,21.81,22.08,-0.44
1163,20.56,21.81,22.08,-0.44
1164,20.56,21.81,22.08,-0.44
1165,20.56,21.81,22.08,-0.44
1166,20.56,21.81,22.08,-0.44
1167,20.56,21.81,22.08,-0.44
1168,20.56,21.81,22.08,-0.44
1169,20.56,21.81,22.08,-0.44
1170,20.56,21.81,22.08,-0.44
1171,20.47,21.81,22.08,-0.44
1172,20.47,21.72,22.08,-0.44
1173,20.56,21.81,22.08,-0.44
1174,20.56,21.81,22.08,-0.44
1175,20.47,21.81,22.08,-0.44
1176,20.56,21.81,22.08,-0.44
1177,20.56,21.72,22.08,-0.44
1178,20.56,21.72,22.08,-0.44
1179,20.47,21.72,22.08,-0.44
1180,20.47,21.72,22.08,-0.44
1181,20.47,21.72,22.08,-0.44
1182,20.47,21.72,22.08,-0.44
1183,20.47,21.72,22.08,-0.44
1184,20.47,21.72,21.99,-0.44
1185,20.47,21.81,22.08,-0.44
1186,20.47,21.72,22.08,-0.44
1187,20.47,21.72,21.99,-0.44
1188,20.47,21.72,21.99,-0.44
1189,20.47,21.72,21.99,-0.44
1190,20.47,21.72,21.99,-0.44
1191,20.47,21.72,21.99,-0.44
1192,20.47,21.72,21.99,-0.44
1193,20.47,21.72,21.99,-0.44
1194,20.47,21.72,21.99,-0.44
1195,20.47,21.72,21.99,-0.44
1196,20.47,21.72,21.99,-0.44
1197,20.47,21.72,21.99,-0.44
1198,20.47,21.72,21.99,-0.44
1199,20.47,21.72,21.99,-0.44
1200,20.47,21.72,21.99,-0.44
1201,20.47,21.72,21.99,-0.44
1202,20.47,21.63,21.99,-0.44
1203,20.47,21.63,21.99,-0.44
1204,20.47,21.63,21.99,-0.44
1205,20.47,21.63,21.99,-0.44
1206,20.47,21.63,21.99,-0.44
1207,20.47,21.63,21.99,-0.44
1208,20.47,21.63,21.99,-0.44
1209,20.47,21.63,21.99,-0.44
1210,20.47,21.72,21.99,-0.44
1211,20.38,21.72,21.99,-0.44
1212,20.47,21.63,21.99,-0.44
1213,20.38,21.63,21.99,-0.44
1214,20.38,21.63,21.99,-0.44
1215,20.38,21.72,21.99,-0.44
1216,20.47,21.63,21.99,-0.44
1217,20.38,21.63,21.99,-0.44
1218,20.47,21.72,21.99,-0.44
1219,20.38,21.63,21.99,-0.44
1220,20.38,21.72,21.99,-0.44
1221,20.38,21.72,21.99,-0.44
1222,20.38,21.72,21.99,-0.44
1223,20.38,21.72,21.99,-0.44
1224,20.38,21.63,21.99,-0.44
1225,20.38,21.63,21.99,-0.44
1226,20.38,21.63,21.99,-0.44
1227,20.38,21.63,21.99,-0.44
1228,20.38,21.63,21.9,-0.44
1229,20.38,21.63,21.99,-0.44
1230,20.38,21.63,21.9,-0.44
1231,20.38,21.63,21.99,-0.44
1232,20.38,21.63,21.99,-0.44
1233,20.38,21.63,21.9,-0.44
1234,20.38,21.63,21.99,-0.44
1235,20.38,21.63,21.99,-0.44
1236,20.38,21.63,21.99,-0.44
1237,20.38,21.72,21.99,-0.44
1238,20.38,21.63,21.99,-0.44
1239,20.38,21.63,21.9,-0.44
1240,20.38,21.63,21.9,-0.44
1241,20.38,21.63,21.99,-0.44
1242,20.38,21.63,21.9,-0.44
1243,20.38,21.63,21.9,-0.44
1244,20.38,21.63,21.9,-0.44
1245,20.38,21.63,21.9,-0.44
1246,20.38,21.63,21.9,-0.44
1247,20.38,21.63,21.9,-0.44
1248,20.38,21.63,21.9,-0.44
1249,20.38,21.63,21.9,-0.44
1250,20.38,21.63,21.9,-0.44
1251,20.38,21.63,21.9,-0.44
1252,20.38,21.63,21.9,-0.44
1253,20.38,21.63,21.9,-0.44
1254,20.38,21.63,21.9,-0.44
1255,20.38,21.63,21.9,-0.44
1256,20.38,21.63,21.9,-0.44
1257,20.38,21.63,21.9,-0.44
1258,20.38,21.63,21.9,-0.44
1259,20.38,21.63,21.9,-0.44
1260,20.38,21.63,21.9,-0.44
1261,20.38,21.63,21.9,-0.44
1262,20.38,21.63,21.9,-0.44
1263,20.38,21.63,21.9,-0.44
1264,20.38,21.63,21.9,-0.44
1265,20.38,21.63,21.9,-0.44
1266,20.38,21.63,21.9,-0.44
1267,20.38,21.63,21.9,-0.44
1268,20.38,21.63,21.9,-0.44
1269,20.38,21.63,21.9,-0.44
1270,20.38,21.63,21.9,-0.44
1271,20.38,21.63,21.9,-0.44
1272,20.38,21.63,21.9,-0.44
1273,20.38,21.63,21.9,-0.44
1274,20.38,21.63,21.9,-0.44
1275,20.38,21.63,21.9,-0.44
1276,20.38,21.63,21.9,-0.44
1277,20.38,21.54,21.9,-0.44
1278,20.38,21.54,21.9,-0.44
1279,20.38,21.54,21.9,-0.44
1280,20.38,21.54,21.9,-0.44
1281,20.38,21.54,21.9,-0.44
1282,20.38,21.54,21.9,-0.44
1283,20.38,21.54,21.9,-0.44
1284,20.38,21.54,21.9,-0.44
1285,20.29,21.54,21.9,-0.44
1286,20.29,21.54,21.9,-0.44
1287,20.38,21.54,21.9,-0.44
1288,20.29,21.63,21.9,-0.44
1289,20.29,21.54,21.9,-0.44
1290,20.29,21.63,21.9,-0.44
1291,20.38,21.63,21.9,-0.44
1292,20.38,21.54,21.9,-0.44
1293,20.29,21.63,21.9,-0.44
1294,20.38,21.63,21.9,-0.44
1295,20.38,21.54,21.9,-0.44
1296,20.38,21.63,21.9,-0.44
1297,20.38,21.63,21.9,-0.44
1298,20.38,21.54,21.9,-0.44
1299,20.38,21.54,21.9,-0.44
1300,20.38,21.63,21.9,-0.44
1301,20.29,21.54,21.9,-0.44
1302,20.38,21.54,21.81,-0.44
1303,20.29,21.54,21.81,-0.44
1304,20.29,21.54,21.81,-0.44
1305,20.29,21.54,21.81,-0.44
1306,20.29,21.54,21.81,-0.44
1307,20.29,21.54,21.81,-0.44
1308,20.29,21.54,21.81,-0.44
1309,20.29,21.54,21.81,-0.44
1310,20.29,21.54,21.81,-0.44
1311,20.29,21.54,21.81,-0.44
1312,20.29,21.54,21.81,-0.44
1313,20.29,21.54,21.81,-0.44
1314,20.29,21.54,21.81,-0.44
1315,20.38,21.54,21.81,-0.44
1316,20.29,21.54,21.81,-0.44
1317,20.38,21.54,21.81,-0.44
1318,20.38,21.54,21.81,-0.44
1319,20.29,21.54,21.81,-0.44
1320,20.29,21.54,21.81,-0.44
1321,20.38,21.54,21.81,-0.44
1322,20.29,21.54,21.81,-0.44
1323,20.29,21.54,21.81,-0.44
1324,20.29,21.54,21.81,-0.44
1325,20.29,21.54,21.81,-0.44
1326,20.38,21.54,21.81,-0.44
1327,20.29,21.54,21.81,-0.44
1328,20.38,21.54,21.81,-0.44
1329,20.29,21.54,21.81,-0.44
1330,20.29,21.54,21.81,-0.44
1331,20.29,21.54,21.81,-0.44
1332,20.29,21.54,21.81,-0.44
1333,20.29,21.54,21.81,-0.44
1334,20.29,21.54,21.81,-0.44
1335,20.29,21.54,21.81,-0.44
1336,20.29,21.54,21.81,-0.44
1337,20.29,21.54,21.81,-0.44
1339,20.29,21.54,21.81,-0.44
1340,20.29,21.54,21.81,-0.44
1341,20.29,21.54,21.81,-0.44
1342,20.29,21.54,21.81,-0.44
1343,20.29,21.54,21.81,-0.44
1344,20.29,21.54,21.81,-0.44
1345,20.29,21.54,21.81,-0.44
1346,20.29,21.54,21.81,-0.44
1347,20.29,21.54,21.81,-0.44
1348,20.29,21.54,21.81,-0.44
1349,20.29,21.54,21.81,-0.44
1350,20.29,21.54,21.81,-0.44
1351,20.29,21.54,21.81,-0.44
1352,20.29,21.54,21.81,-0.44
1353,20.29,21.54,21.81,-0.44
1354,20.29,21.54,21.81,-0.44
1355,20.29,21.54,21.81,-0.44
1356,20.29,21.54,21.81,-0.44
1357,20.29,21.54,21.81,-0.44
1358,20.29,21.54,21.81,-0.44
1359,20.29,21.54,21.81,-0.44
1360,20.29,21.54,21.81,-0.44
1361,20.29,21.54,21.81,-0.44
1362,20.29,21.54,21.81,-0.44
1363,20.29,21.54,21.81,-0.44
1364,20.29,21.54,21.81,-0.44
1365,20.29,21.54,21.81,-0.44
1366,20.29,21.54,21.81,-0.44
1367,20.29,21.54,21.81,-0.44
1368,20.29,21.54,21.81,-0.44
1369,20.29,21.45,21.81,-0.44
1370,20.29,21.54,21.81,-0.44
1371,20.29,21.54,21.81,-0.44
1372,20.29,21.54,21.81,-0.44
1373,20.29,21.54,21.81,-0.44
1374,20.29,21.45,21.81,-0.44
1375,20.29,21.54,21.81,-0.44
1376,20.29,21.54,21.81,-0.44
1377,20.29,21.54,21.81,-0.44
1378,20.29,21.45,21.81,-0.44
1379,20.29,21.45,21.81,-0.44
1380,20.29,21.45,21.81,-0.44
1381,20.29,21.45,21.81,-0.44
1382,20.29,21.45,21.72,-0.44
1383,20.29,21.45,21.72,-0.44
1384,20.29,21.45,21.72,-0.44
1385,20.29,21.54,21.72,-0.44
1386,20.29,21.54,21.81,-0.44
1387,20.29,21.45,21.72,-0.44
1388,20.29,21.45,21.81,-0.44
1389,20.29,21.54,21.81,-0.44
1390,20.29,21.45,21.81,-0.44
1391,20.29,21.45,21.81,-0.44
1392,20.29,21.45,21.72,-0.44
1393,20.29,21.45,21.72,-0.44
1394,20.29,21.45,21.72,-0.44
1395,20.29,21.45,21.72,-0.44
1396,20.29,21.45,21.72,-0.44
1397,20.29,21.45,21.72,-0.44
1398,20.29,21.45,21.72,-0.44
1399,20.29,21.45,21.72,-0.44
1400,20.29,21.45,21.81,-0.44
1401,20.29,21.45,21.72,-0.44
1402,20.29,21.45,21.72,-0.44
1403,20.29,21.45,21.72,-0.44
1404,20.29,21.45,21.72,-0.44
1405,20.29,21.45,21.72,-0.44
1406,20.29,21.45,21.72,-0.44
1407,20.29,21.45,21.72,-0.44
1408,20.21,21.45,21.72,-0.44
1409,20.29,21.45,21.72,-0.44
1410,20.29,21.45,21.72,-0.44
1411,20.29,21.45,21.72,-0.44
1412,20.29,21.45,21.72,-0.44
1413,20.29,21.45,21.72,-0.44
1414,20.29,21.45,21.72,-0.44
1415,20.29,21.45,21.72,-0.44
1416,20.29,21.45,21.72,-0.44
1417,20.21,21.45,21.72,-0.44
1418,20.29,21.45,21.72,-0.44
1419,20.21,21.45,21.72,-0.44
1420,20.21,21.45,21.72,-0.44
1421,20.29,21.45,21.72,-0.44
1422,20.21,21.45,21.72,-0.44
1423,20.29,21.45,21.72,-0.44
1424,20.21,21.45,21.72,-0.44
1425,20.21,21.45,21.72,-0.44
1426,20.29,21.45,21.72,-0.44
1427,20.29,21.45,21.72,-0.44
1428,20.29,21.45,21.72,-0.44
1429,20.21,21.45,21.72,-0.44
1430,20.21,21.45,21.72,-0.44
1431,20.21,21.45,21.72,-0.44
1432,20.29,21.45,21.72,-0.44
1433,20.21,21.45,21.72,-0.44
1434,20.29,21.45,21.72,-0.44
1435,20.29,21.45,21.72,-0.44
1436,20.21,21.45,21.72,-0.44
1437,20.21,21.45,21.72,-0.44
1438,20.21,21.45,21.72,-0.44
1439,20.21,21.45,21.72,-0.44
1440,20.21,21.45,21.72,-0.44
1441,20.21,21.45,21.72,-0.44
1442,20.21,21.45,21.72,-0.44
1443,20.21,21.45,21.72,-0.44
1444,20.29,21.45,21.72,-0.44
1445,20.29,21.45,21.72,-0.44
1446,20.29,21.45,21.72,-0.44
