Temps (s),T1 (°C),T2 (°C),T3 (°C)
Temps (s), T1 (°C), T2 (°C), T3 (°C)
569,19.58,19.32,19.23
570,19.58,19.32,19.23
571,19.67,19.40,19.23
572,19.67,19.40,19.23
573,19.67,19.40,19.23
574,19.76,19.40,19.32
575,19.76,19.49,19.32
576,19.76,19.49,19.40
577,19.85,19.49,19.49
578,19.85,19.58,19.40
579,19.85,19.58,19.49
580,19.85,19.58,19.49
581,19.85,19.58,19.58
582,19.85,19.67,19.58
583,19.94,19.67,19.58
584,19.94,19.76,19.67
585,19.94,19.76,19.67
586,19.94,19.76,19.67
587,19.94,19.76,19.67
588,20.03,19.85,19.76
589,20.03,19.85,19.76
590,20.03,19.85,19.76
591,20.03,19.94,19.85
592,20.12,19.94,19.85
593,20.12,19.94,19.85
594,20.12,19.94,19.85
595,20.21,20.03,19.94
596,20.21,20.03,19.94
597,20.21,20.03,19.94
598,20.21,20.12,19.94
599,20.21,20.12,19.94
600,20.21,20.12,19.94
601,20.29,20.12,20.03
602,20.29,20.12,20.03
603,20.29,20.21,20.03
604,20.29,20.21,20.03
605,20.38,20.21,20.12
606,20.38,20.21,20.12
607,20.38,20.21,20.12
608,20.38,20.29,20.21
609,20.38,20.29,20.21
610,20.38,20.29,20.21
611,20.47,20.29,20.21
612,20.47,20.38,20.29
613,20.47,20.38,20.29
614,20.47,20.38,20.29
615,20.47,20.38,20.29
616,20.47,20.38,20.29
617,20.47,20.47,20.38
618,20.47,20.47,20.38
619,20.56,20.47,20.38
620,20.56,20.56,20.38
621,20.56,20.56,20.38
622,20.56,20.56,20.47
623,20.56,20.56,20.47
624,20.65,20.56,20.47
625,20.65,20.65,20.56
626,20.65,20.65,20.56
627,20.65,20.65,20.56
628,20.74,20.65,20.56
629,20.74,20.65,20.65
630,20.74,20.74,20.65
631,20.74,20.74,20.65
632,20.74,20.74,20.65
633,20.83,20.74,20.65
634,20.74,20.74,20.74
635,20.83,20.83,20.65
636,20.83,20.83,20.74
637,20.83,20.83,20.74
638,20.92,20.83,20.74
639,20.83,20.83,20.74
640,20.83,20.83,20.74
641,20.92,20.83,20.83
642,20.92,20.92,20.83
643,20.92,20.92,20.83
