Temps (s),T1 (°C),T2 (°C),T3 (°C),T4 (°C)
Temps (s), T1 (°C), T2 (°C), T3 (°C), T4 (°C)
772,15.75,17.98,18.43,23.87
773,15.75,18.07,18.43,23.87
774,15.75,18.07,18.43,23.87
775,15.84,18.07,18.43,23.87
776,15.84,18.07,18.43,23.87
777,15.84,18.07,18.51,23.87
778,15.75,18.07,18.43,23.87
779,15.84,18.07,18.43,23.87
780,15.84,18.07,18.43,23.87
781,15.84,18.07,18.43,23.87
782,15.75,18.07,18.43,23.87
783,15.84,18.07,18.43,23.87
784,15.84,17.98,18.43,23.87
785,15.84,18.07,18.43,23.87
786,15.93,17.98,18.43,23.87
787,15.84,17.98,18.51,23.87
788,15.93,18.07,18.43,23.87
789,15.93,18.07,18.43,23.87
790,15.93,18.16,18.43,23.87
791,15.93,18.07,18.43,23.87
792,15.93,18.07,18.34,23.87
793,15.93,18.07,18.43,23.87
794,15.93,18.07,18.34,23.87
795,15.84,18.07,18.34,23.87
796,15.93,18.07,18.34,23.87
797,15.84,18.07,18.43,23.87
798,15.84,18.07,18.34,23.87
799,15.84,18.07,18.43,23.87
800,15.84,18.07,18.34,23.87
801,15.84,17.98,18.34,23.87
802,15.84,18.07,18.43,23.87
803,15.84,17.98,18.34,23.87
804,15.75,17.98,18.34,23.87
805,15.75,17.98,18.34,23.78
806,15.84,17.98,18.43,23.87
807,15.84,18.07,18.34,23.78
808,15.84,17.98,18.34,23.87
