Temps (s),T1 (°C),T2 (°C),T3 (°C)
Temps (s), T1 (°C), T2 (°C), T3 (°C)
386,29.26,28.52,27.96
387,29.26,28.52,27.96
388,29.17,28.52,27.87
389,29.26,28.52,27.87
390,29.26,28.52,27.87
391,29.26,28.52,27.87
392,29.26,28.42,27.87
393,29.17,28.52,27.87
394,29.26,28.52,27.87
395,29.26,28.52,27.87
396,29.17,28.42,27.87
397,29.17,28.42,27.87
398,29.17,28.52,27.87
399,29.17,28.42,27.87
400,29.17,28.52,27.87
401,29.17,28.42,27.87
402,29.17,28.42,27.87
403,29.17,28.42,27.87
404,29.17,28.52,27.87
405,29.17,28.42,27.87
406,29.17,28.42,27.87
407,29.17,28.42,27.87
408,29.17,28.42,27.87
409,29.17,28.42,27.87
410,29.17,28.42,27.87
411,29.07,28.42,27.87
412,29.07,28.42,27.87
413,29.07,28.42,27.87
414,29.07,28.42,27.87
415,29.07,28.42,27.87
416,29.07,28.42,27.87
417,29.07,28.42,27.87
418,29.07,28.42,27.78
419,29.07,28.42,27.78
420,29.07,28.42,27.87
421,29.07,28.42,27.78
422,29.07,28.42,27.78
423,29.07,28.42,27.78
424,29.07,28.42,27.78
425,29.07,28.42,27.78
426,29.07,28.42,27.78
427,29.07,28.42,27.78
428,29.07,28.42,27.78
429,29.07,28.42,27.78
430,29.07,28.42,27.78
431,29.07,28.42,27.78
432,29.07,28.33,27.78
433,29.07,28.42,27.78
434,29.07,28.33,27.78
435,29.07,28.33,27.78
436,29.07,28.33,27.78
437,29.07,28.33,27.78
438,29.07,28.33,27.78
439,29.07,28.33,27.78
440,29.07,28.33,27.78
441,29.07,28.33,27.78
442,29.07,28.33,27.78
443,29.07,28.33,27.78
444,29.07,28.33,27.78
445,29.07,28.33,27.78
446,29.07,28.33,27.78
447,29.07,28.33,27.78
448,29.07,28.33,27.78
449,29.07,28.33,27.78
450,29.07,28.33,27.78
451,29.07,28.33,27.78
452,29.07,28.33,27.78
453,29.07,28.33,27.78
454,29.07,28.33,27.78
455,29.07,28.33,27.78
456,29.07,28.33,27.78
457,29.07,28.33,27.78
458,29.07,28.33,27.78
459,29.07,28.33,27.78
460,29.07,28.33,27.78
461,29.07,28.33,27.78
462,29.07,28.33,27.78
463,29.07,28.33,27.78
464,29.07,28.33,27.78
465,29.07,28.33,27.78
466,29.07,28.33,27.78
467,29.07,28.33,27.78
468,29.07,28.33,27.78
469,29.07,28.33,27.78
470,29.07,28.33,27.78
471,29.07,28.33,27.78
472,29.07,28.33,27.78
473,29.07,28.33,27.78
474,29.07,28.33,27.78
475,29.07,28.33,27.78
476,29.07,28.33,27.69
477,29.07,28.33,27.69
478,29.07,28.33,27.78
479,29.07,28.33,27.69
480,29.07,28.33,27.69
481,29.07,28.33,27.69
482,29.07,28.33,27.69
483,29.07,28.33,27.78
484,29.07,28.33,27.69
485,29.07,28.33,27.69
486,29.07,28.33,27.69
487,29.07,28.33,27.69
488,29.07,28.33,27.69
489,29.07,28.33,27.78
490,29.07,28.33,27.69
491,29.07,28.33,27.69
492,29.07,28.33,27.69
493,29.07,28.33,27.69
494,29.07,28.33,27.69
495,29.07,28.33,27.69
496,29.07,28.33,27.69
497,29.07,28.33,27.69
498,29.07,28.33,27.69
499,29.07,28.33,27.69
500,29.07,28.33,27.69
501,29.07,28.33,27.69
502,29.07,28.33,27.69
503,29.07,28.33,27.69
504,29.07,28.33,27.69
505,29.07,28.33,27.69
506,29.07,28.33,27.69
507,29.07,28.33,27.69
508,28.98,28.33,27.69
509,29.07,28.33,27.69
510,28.98,28.33,27.69
511,28.98,28.33,27.69
512,28.98,28.33,27.69
513,28.98,28.33,27.69
514,28.98,28.33,27.69
515,28.98,28.33,27.69
516,28.98,28.33,27.69
517,28.98,28.33,27.69
518,28.98,28.33,27.69
519,28.98,28.33,27.69
520,28.98,28.33,27.69
521,28.98,28.33,27.69
522,28.98,28.33,27.69
523,28.98,28.33,27.69
524,28.98,28.33,27.69
525,28.98,28.33,27.69
526,28.98,28.33,27.69
527,28.98,28.33,27.69
528,28.98,28.33,27.69
529,28.98,28.33,27.69
530,28.98,28.24,27.69
531,28.98,28.33,27.69
532,28.98,28.33,27.69
533,28.98,28.24,27.69
534,28.98,28.33,27.69
536,28.98,28.24,27.69
537,28.98,28.24,27.69
538,28.98,28.24,27.69
539,28.98,28.24,27.69
540,29.07,28.24,27.69
541,28.98,28.24,27.69
542,29.07,28.24,27.69
543,29.07,28.24,27.69
544,28.98,28.24,27.69
545,28.98,28.24,27.69
546,28.98,28.24,27.69
547,28.98,28.24,27.69
548,28.98,28.24,27.69
549,28.98,28.24,27.69
550,28.98,28.24,27.69
551,28.98,28.24,27.69
552,28.98,28.24,27.69
553,28.98,28.24,27.69
554,28.98,28.24,27.69
555,29.07,28.24,27.69
556,28.98,28.24,27.69
557,28.98,28.24,27.69
558,28.98,28.24,27.69
559,29.07,28.24,27.69
560,28.98,28.24,27.69
561,28.98,28.24,27.69
562,29.07,28.24,27.69
563,29.07,28.24,27.69
564,28.98,28.24,27.69
565,28.98,28.33,27.69
566,28.98,28.24,27.69
567,28.98,28.24,27.69
568,28.98,28.24,27.69
569,28.98,28.24,27.69
570,28.98,28.24,27.69
571,28.89,28.24,27.69
572,28.98,28.24,27.69
573,28.98,28.24,27.69
574,28.98,28.24,27.69
575,28.98,28.24,27.69
576,28.89,28.24,27.69
577,28.98,28.24,27.69
578,28.98,28.24,27.69
579,28.89,28.24,27.69
580,28.89,28.24,27.59
581,28.89,28.24,27.69
582,28.89,28.24,27.59
583,28.89,28.24,27.69
584,28.89,28.24,27.59
585,28.89,28.24,27.69
586,28.89,28.24,27.59
587,28.89,28.24,27.59
588,28.89,28.24,27.59
589,28.89,28.24,27.59
590,28.89,28.24,27.59
591,28.89,28.24,27.59
592,28.89,28.24,27.59
593,28.98,28.24,27.59
594,28.98,28.24,27.59
595,28.98,28.24,27.59
596,28.98,28.24,27.59
597,28.89,28.24,27.59
598,28.98,28.24,27.59
599,28.89,28.24,27.59
600,28.89,28.24,27.59
601,28.89,28.24,27.59
602,28.89,28.24,27.59
603,28.89,28.24,27.59
604,28.89,28.24,27.59
605,28.89,28.24,27.59
606,28.98,28.24,27.59
607,28.89,28.24,27.59
608,28.98,28.15,27.59
609,28.98,28.24,27.59
610,28.98,28.24,27.59
611,28.98,28.24,27.59
612,28.98,28.15,27.59
613,28.98,28.24,27.59
614,28.98,28.15,27.59
615,28.98,28.15,27.59
616,28.98,28.24,27.59
617,28.98,28.24,27.59
618,28.98,28.15,27.59
619,28.98,28.15,27.59
620,28.98,28.15,27.59
621,28.98,28.15,27.59
622,28.98,28.15,27.59
623,28.89,28.15,27.59
624,28.89,28.15,27.59
625,28.89,28.15,27.59
626,28.89,28.15,27.59
627,28.89,28.15,27.59
628,28.98,28.15,27.59
629,28.98,28.15,27.59
630,28.98,28.15,27.59
631,28.98,28.15,27.59
632,28.98,28.15,27.59
633,28.98,28.15,27.59
634,28.98,28.15,27.59
635,28.98,28.15,27.59
636,28.98,28.15,27.59
637,28.98,28.15,27.59
638,28.89,28.15,27.59
639,28.98,28.15,27.59
640,28.89,28.15,27.59
641,28.89,28.15,27.59
642,28.89,28.15,27.59
643,28.89,28.15,27.59
644,28.89,28.15,27.59
645,28.89,28.15,27.59
646,28.89,28.15,27.59
647,28.89,28.15,27.59
648,28.89,28.15,27.59
649,28.89,28.15,27.59
650,28.89,28.15,27.59
651,28.89,28.15,27.59
652,28.89,28.15,27.59
653,28.89,28.15,27.59
654,28.89,28.15,27.59
655,28.89,28.15,27.59
656,28.89,28.15,27.59
657,28.89,28.15,27.59
658,28.89,28.15,27.59
659,28.89,28.15,27.59
660,28.89,28.15,27.59
661,28.89,28.15,27.59
662,28.89,28.15,27.59
663,28.89,28.15,27.59
664,28.89,28.15,27.59
665,28.89,28.15,27.59
666,28.89,28.15,27.59
667,28.89,28.15,27.59
668,28.89,28.15,27.59
669,28.89,28.15,27.59
670,28.89,28.15,27.59
671,28.89,28.15,27.59
672,28.89,28.15,27.59
673,28.89,28.15,27.59
674,28.89,28.15,27.59
675,28.89,28.15,27.59
676,28.89,28.15,27.59
677,28.89,28.15,27.50
678,28.89,28.15,27.59
679,28.89,28.15,27.50
680,28.89,28.15,27.59
681,28.89,28.15,27.59
682,28.89,28.15,27.59
683,28.89,28.15,27.59
684,28.89,28.15,27.59
685,28.89,28.15,27.59
686,28.89,28.15,27.50
687,28.89,28.15,27.59
688,28.89,28.15,27.50
689,28.89,28.15,27.59
690,28.89,28.15,27.50
691,28.89,28.15,27.50
692,28.89,28.15,27.50
693,28.89,28.15,27.50
694,28.89,28.15,27.50
695,28.89,28.15,27.50
696,28.89,28.15,27.50
697,28.89,28.15,27.50
698,28.89,28.15,27.50
699,28.89,28.15,27.50
700,28.89,28.15,27.50
701,28.89,28.15,27.50
702,28.89,28.05,27.50
703,28.89,28.15,27.50
704,28.89,28.15,27.50
705,28.89,28.15,27.50
706,28.89,28.05,27.50
707,28.89,28.15,27.50
708,28.89,28.05,27.50
709,28.89,28.05,27.50
710,28.89,28.05,27.50
711,28.89,28.15,27.50
712,28.89,28.15,27.50
713,28.89,28.05,27.50
714,28.89,28.05,27.50
715,28.89,28.15,27.50
716,28.89,28.15,27.50
717,28.89,28.15,27.50
718,28.89,28.15,27.50
719,28.89,28.15,27.50
720,28.89,28.15,27.50
721,28.89,28.05,27.50
722,28.89,28.15,27.50
723,28.89,28.05,27.50
724,28.89,28.15,27.50
725,28.89,28.15,27.50
726,28.89,28.15,27.50
727,28.89,28.15,27.50
728,28.89,28.05,27.50
729,28.89,28.15,27.50
730,28.89,28.15,27.50
731,28.89,28.15,27.50
732,28.89,28.15,27.50
733,28.89,28.15,27.50
734,28.89,28.05,27.50
735,28.89,28.15,27.50
736,28.89,28.15,27.50
737,28.89,28.15,27.50
738,28.89,28.15,27.50
739,28.89,28.05,27.50
740,28.89,28.15,27.50
741,28.89,28.15,27.50
742,28.89,28.05,27.50
743,28.89,28.15,27.50
744,28.89,28.15,27.50
745,28.89,28.15,27.50
746,28.89,28.15,27.50
747,28.89,28.15,27.50
748,28.89,28.15,27.50
749,28.89,28.15,27.50
750,28.89,28.05,27.50
751,28.89,28.15,27.50
752,28.89,28.05,27.50
753,28.89,28.15,27.50
754,28.89,28.15,27.50
755,28.89,28.05,27.50
756,28.89,28.05,27.50
757,28.89,28.05,27.50
758,28.89,28.05,27.50
759,28.89,28.05,27.50
760,28.89,28.05,27.50
761,28.89,28.05,27.50
762,28.89,28.05,27.50
763,28.89,28.05,27.50
764,28.89,28.05,27.50
765,28.89,28.05,27.50
766,28.89,28.05,27.50
767,28.89,28.05,27.50
768,28.89,28.05,27.50
769,28.89,28.05,27.50
770,28.89,28.05,27.50
771,28.89,28.05,27.50
772,28.89,28.05,27.50
773,28.89,28.05,27.50
774,28.89,28.05,27.50
775,28.89,28.05,27.50
776,28.89,28.15,27.50
777,28.89,28.15,27.50
778,28.89,28.15,27.50
779,28.89,28.15,27.50
780,28.89,28.05,27.50
781,28.89,28.05,27.50
782,28.89,28.15,27.50
783,28.89,28.05,27.50
784,28.89,28.05,27.50
785,28.89,28.05,27.50
786,28.89,28.05,27.50
787,28.89,28.05,27.50
788,28.89,28.05,27.50
789,28.89,28.05,27.50
790,28.89,28.05,27.50
791,28.89,28.15,27.50
792,28.89,28.15,27.50
793,28.89,28.15,27.50
794,28.89,28.15,27.50
795,28.89,28.15,27.50
796,28.79,28.15,27.50
797,28.89,28.15,27.50
798,28.89,28.15,27.50
799,28.89,28.15,27.50
800,28.89,28.15,27.50
802,28.89,28.15,27.50
803,28.89,28.15,27.50
804,28.89,28.15,27.50
805,28.89,28.15,27.50
806,28.89,28.15,27.50
807,28.89,28.15,27.50
808,28.89,28.15,27.50
809,28.89,28.15,27.50
810,28.89,28.15,27.50
811,28.89,28.15,27.50
812,28.89,28.15,27.50
813,28.89,28.05,27.50
814,28.89,28.15,27.50
815,28.89,28.15,27.50
816,28.89,28.15,27.50
817,28.89,28.15,27.50
818,28.89,28.15,27.50
819,28.89,28.15,27.50
820,28.89,28.15,27.50
821,28.89,28.15,27.50
822,28.89,28.15,27.50
823,28.89,28.05,27.50
824,28.89,28.15,27.50
825,28.89,28.15,27.50
826,28.89,28.15,27.50
827,28.89,28.15,27.50
828,28.89,28.15,27.50
829,28.89,28.15,27.50
830,28.89,28.15,27.50
831,28.89,28.15,27.50
832,28.89,28.15,27.50
833,28.89,28.15,27.50
834,28.89,28.15,27.50
835,28.89,28.15,27.50
836,28.89,28.15,27.50
837,28.89,28.15,27.50
838,28.89,28.15,27.50
839,28.89,28.15,27.50
840,28.89,28.05,27.50
841,28.79,28.05,27.50
842,28.89,28.15,27.50
843,28.89,28.15,27.50
844,28.89,28.15,27.50
845,28.89,28.05,27.50
846,28.89,28.05,27.50
847,28.89,28.05,27.50
848,28.89,28.05,27.50
849,28.79,28.05,27.50
850,28.79,28.05,27.50
851,28.79,28.05,27.50
852,28.89,28.05,27.50
853,28.89,28.05,27.50
854,28.89,28.05,27.50
855,28.79,28.05,27.50
856,28.89,28.05,27.50
857,28.89,28.05,27.50
858,28.79,28.05,27.50
859,28.79,28.05,27.50
860,28.89,28.05,27.50
861,28.79,28.05,27.50
862,28.89,28.05,27.50
863,28.89,28.05,27.50
864,28.89,28.05,27.50
865,28.89,28.05,27.50
866,28.89,28.05,27.50
867,28.89,28.05,27.50
868,28.89,28.05,27.50
869,28.89,28.05,27.50
870,28.89,28.05,27.50
871,28.79,28.05,27.41
872,28.79,28.05,27.50
873,28.79,28.05,27.50
874,28.79,28.05,27.41
875,28.79,28.05,27.41
876,28.79,28.05,27.50
877,28.79,28.05,27.50
878,28.79,28.05,27.50
879,28.79,28.05,27.41
880,28.79,28.05,27.41
881,28.79,28.05,27.50
882,28.79,28.05,27.50
883,28.79,28.05,27.41
884,28.79,28.05,27.50
885,28.79,28.05,27.50
886,28.79,28.05,27.50
887,28.79,28.05,27.50
888,28.79,28.05,27.41
889,28.79,28.05,27.50
890,28.79,28.05,27.41
891,28.79,28.05,27.50
892,28.79,28.05,27.50
893,28.79,28.05,27.50
894,28.79,28.05,27.50
895,28.79,28.05,27.50
896,28.79,28.05,27.50
897,28.79,28.05,27.50
898,28.79,28.05,27.50
899,28.79,28.05,27.50
900,28.79,28.05,27.41
901,28.79,28.05,27.50
902,28.79,28.05,27.50
903,28.79,28.05,27.50
904,28.79,28.05,27.50
905,28.79,28.05,27.41
906,28.79,28.05,27.41
907,28.79,28.05,27.50
908,28.79,28.05,27.50
909,28.79,28.05,27.41
910,28.79,28.05,27.41
911,28.79,28.05,27.50
912,28.79,28.05,27.50
913,28.79,28.05,27.50
914,28.79,28.05,27.41
915,28.79,28.05,27.50
916,28.79,28.05,27.50
917,28.79,28.05,27.50
918,28.79,28.05,27.41
919,28.79,28.05,27.50
920,28.79,28.05,27.50
921,28.79,28.05,27.41
922,28.79,28.05,27.41
923,28.79,28.05,27.50
924,28.79,28.05,27.41
925,28.79,28.05,27.41
926,28.79,28.05,27.50
927,28.70,28.05,27.50
928,28.79,28.05,27.50
929,28.70,28.05,27.50
930,28.79,28.05,27.50
931,28.79,28.05,27.41
932,28.79,28.05,27.50
933,28.79,28.05,27.50
934,28.79,28.05,27.50
935,28.79,28.05,27.50
936,28.70,28.05,27.50
937,28.79,28.05,27.50
938,28.79,28.05,27.41
939,28.70,28.05,27.41
940,28.70,28.05,27.41
941,28.79,28.05,27.41
942,28.79,28.05,27.41
943,28.79,28.05,27.41
944,28.79,28.05,27.41
945,28.79,28.05,27.41
946,28.79,28.05,27.50
947,28.70,28.05,27.41
948,28.70,28.05,27.41
949,28.70,28.05,27.41
950,28.70,28.05,27.41
951,28.70,28.05,27.41
952,28.70,28.05,27.41
953,28.70,28.05,27.50
954,28.70,28.05,27.41
955,28.70,28.05,27.50
956,28.70,28.05,27.41
957,28.70,28.05,27.41
958,28.70,28.05,27.41
959,28.70,28.05,27.41
960,28.70,28.05,27.41
961,28.70,28.05,27.41
962,28.70,28.05,27.41
963,28.79,28.05,27.41
964,28.70,28.05,27.50
965,28.70,28.05,27.41
966,28.70,28.05,27.41
967,28.79,28.05,27.41
968,28.70,28.05,27.41
969,28.70,28.05,27.41
970,28.79,28.05,27.41
971,28.70,28.05,27.41
972,28.70,28.05,27.41
973,28.79,28.05,27.41
974,28.79,28.05,27.41
975,28.79,28.05,27.41
976,28.79,28.05,27.41
977,28.79,28.05,27.41
978,28.79,28.05,27.41
979,28.79,28.05,27.41
980,28.79,28.05,27.41
981,28.79,28.05,27.41
982,28.79,28.05,27.41
983,28.79,28.05,27.41
984,28.79,28.05,27.41
985,28.79,28.05,27.41
986,28.79,28.05,27.41
987,28.79,28.05,27.41
988,28.79,28.05,27.41
989,28.79,28.05,27.50
