Temps (s), T1 (°C), T2 (°C), T3 (°C), Ampérage (A)
2036,26.98,26.12,25.41,0.48
2037,26.98,26.12,25.43,0.48
2038,26.98,26.12,25.41,0.48
2039,27.0,26.14,25.43,0.48
2040,27.02,26.14,25.41,0.48
2041,27.02,26.14,25.47,0.48
2042,27.04,26.16,25.47,0.48
2043,27.08,26.18,25.45,0.48
2044,27.08,26.16,25.47,0.48
2045,27.06,26.2,25.45,0.48
2046,27.08,26.18,25.49,0.48
2047,27.08,26.2,25.49,0.48
2048,27.08,26.24,25.47,0.48
2049,27.12,26.24,25.49,0.48
2050,27.1,26.24,25.53,0.48
2051,27.1,26.24,25.53,0.48
2052,27.1,26.26,25.53,0.48
2053,27.15,26.28,25.53,0.48
2054,27.12,26.28,25.55,0.48
2055,27.15,26.31,25.57,0.48
2056,27.19,26.31,25.57,0.48
2057,27.17,26.31,25.57,0.48
2058,27.21,26.31,25.57,0.48
2059,27.21,26.31,25.55,0.48
2060,27.23,26.28,25.59,0.48
2061,27.25,26.33,25.55,0.48
2062,27.21,26.33,25.59,0.48
2063,27.27,26.35,25.59,0.48
2064,27.29,26.37,25.57,0.48
2065,27.29,26.33,25.62,0.48
2066,27.27,26.35,25.62,0.48
2067,27.27,26.37,25.62,0.48
2068,27.29,26.37,25.62,0.48
2069,27.29,26.35,25.62,0.48
2070,27.27,26.35,25.64,0.48
2071,27.27,26.37,25.66,0.48
2072,27.27,26.39,25.68,0.48
2073,27.27,26.39,25.68,0.48
2074,27.29,26.39,25.7,0.48
2075,27.29,26.41,25.72,0.48
2076,27.29,26.41,25.7,0.48
2077,27.29,26.41,25.72,0.48
2078,27.34,26.41,25.7,0.48
2079,27.27,26.43,25.68,0.48
2080,27.31,26.43,25.7,0.48
2081,27.31,26.43,25.72,0.48
2082,27.31,26.43,25.72,0.48
2083,27.34,26.43,25.74,0.48
2084,27.34,26.45,25.74,0.48
2085,27.34,26.45,25.74,0.48
2086,27.36,26.49,25.76,0.48
2087,27.31,26.47,25.78,0.48
2088,27.34,26.49,25.76,0.48
2089,27.36,26.49,25.78,0.48
2090,27.36,26.51,25.82,0.48
2091,27.36,26.51,25.82,0.48
2092,27.36,26.51,25.82,0.48
2093,27.38,26.54,25.85,0.48
2094,27.38,26.54,25.82,0.48
2095,27.38,26.54,25.82,0.48
2096,27.42,26.56,25.85,0.48
2097,27.42,26.54,25.89,0.48
2098,27.4,26.56,25.89,0.48
2099,27.42,26.58,25.89,0.48
2100,27.44,26.58,25.91,0.48
2101,27.44,26.62,25.93,0.48
2102,27.46,26.6,25.93,0.48
2103,27.44,26.6,25.91,0.48
2104,27.42,26.6,25.95,0.48
2105,27.44,26.62,25.95,0.48
2106,27.46,26.64,25.97,0.48
2107,27.5,26.64,25.93,0.48
2108,27.53,26.64,25.95,0.48
2109,27.55,26.64,25.97,0.48
2110,27.53,26.64,25.97,0.48
2111,27.5,26.66,25.97,0.48
2112,27.57,26.64,25.95,0.48
2113,27.55,26.66,25.95,0.48
2114,27.57,26.62,25.97,0.48
2115,27.57,26.64,25.95,0.48
2116,27.59,26.68,25.95,0.48
2117,27.59,26.68,25.97,0.48
2118,27.59,26.68,25.97,0.48
2119,27.55,26.7,25.97,0.48
2120,27.57,26.7,25.99,0.48
2121,27.57,26.72,25.99,0.48
2122,27.55,26.75,25.99,0.48
2123,27.59,26.75,26.03,0.48
2124,27.57,26.75,26.01,0.48
2125,27.59,26.77,26.03,0.48
2126,27.57,26.77,26.03,0.48
2127,27.57,26.77,26.03,0.48
2128,27.59,26.77,26.08,0.48
2129,27.61,26.77,26.01,0.48
2130,27.59,26.77,26.03,0.48
2131,27.59,26.79,26.05,0.48
2132,27.57,26.77,26.08,0.48
2133,27.59,26.79,26.1,0.48
2134,27.59,26.79,26.1,0.48
2135,27.55,26.79,26.12,0.48
2136,27.59,26.81,26.1,0.48
2137,27.61,26.77,26.12,0.48
2138,27.59,26.77,26.12,0.48
2139,27.59,26.81,26.16,0.48
2140,27.59,26.79,26.14,0.48
2141,27.59,26.83,26.14,0.48
2142,27.59,26.83,26.16,0.48
2143,27.59,26.83,26.18,0.48
2144,27.59,26.85,26.16,0.48
2145,27.59,26.85,26.16,0.48
2146,27.61,26.83,26.16,0.48
2147,27.61,26.85,26.16,0.48
2148,27.65,26.85,26.1,0.48
2149,27.65,26.87,26.12,0.48
2150,27.65,26.85,26.14,0.48
2151,27.67,26.85,26.16,0.48
2152,27.67,26.87,26.14,0.48
2153,27.67,26.87,26.12,0.48
2154,27.7,26.87,26.14,0.48
2155,27.7,26.85,26.16,0.48
2156,27.72,26.89,26.16,0.48
2157,27.72,26.87,26.14,0.48
2158,27.74,26.89,26.16,0.48
2159,27.74,26.85,26.16,0.48
2160,27.74,26.87,26.16,0.48
2161,27.76,26.89,26.14,0.48
2162,27.74,26.87,26.18,0.48
2163,27.76,26.87,26.18,0.48
2164,27.78,26.87,26.18,0.48
2165,27.76,26.89,26.18,0.48
2166,27.78,26.91,26.14,0.48
2167,27.8,26.89,26.18,0.48
2168,27.8,26.87,26.2,0.48
2169,27.8,26.89,26.2,0.48
2170,27.8,26.89,26.2,0.48
2171,27.78,26.94,26.18,0.48
2172,27.82,26.94,26.2,0.48
2173,27.84,26.98,26.22,0.48
2174,27.82,26.96,26.16,0.48
2175,27.84,26.96,26.2,0.48
2176,27.82,26.96,26.22,0.48
2177,27.84,26.96,26.22,0.48
2178,27.82,26.96,26.24,0.48
2179,27.8,26.98,26.24,0.48
2180,27.82,27.0,26.24,0.48
2181,27.8,26.98,26.24,0.48
2182,27.78,27.0,26.24,0.48
2183,27.82,27.0,26.26,0.48
2184,27.84,26.98,26.26,0.48
2185,27.84,27.0,26.24,0.48
2186,27.82,27.0,26.26,0.48
2187,27.86,27.0,26.26,0.48
2188,27.91,27.0,26.24,0.48
2189,27.86,27.02,26.28,0.48
2190,27.89,27.04,26.26,0.48
2191,27.89,27.04,26.28,0.48
2192,27.89,27.02,26.26,0.48
2193,27.91,27.0,26.28,0.48
2194,27.89,27.06,26.26,0.48
2195,27.93,27.02,26.28,0.48
2196,27.93,26.98,26.28,0.48
2197,27.89,27.06,26.28,0.48
2198,27.93,27.06,26.26,0.48
2199,27.95,27.06,26.28,0.48
2200,27.95,27.04,26.31,0.48
2201,27.95,27.06,26.31,0.48
2202,27.93,27.06,26.33,0.48
2203,27.95,27.08,26.33,0.48
2204,27.95,27.08,26.33,0.48
2205,27.97,27.06,26.33,0.48
2206,27.97,27.08,26.33,0.48
2207,27.97,27.1,26.31,0.48
2208,27.97,27.1,26.33,0.48
2209,28.01,27.1,26.33,0.48
2210,27.99,27.1,26.37,0.48
2211,28.01,27.1,26.31,0.48
2212,28.01,27.1,26.37,0.48
2213,28.01,27.12,26.37,0.48
2214,28.01,27.1,26.35,0.48
2215,28.01,27.12,26.33,0.48
2216,27.99,27.12,26.37,0.48
2217,28.01,27.12,26.39,0.48
2218,28.03,27.12,26.41,0.48
2219,28.01,27.12,26.39,0.48
2220,28.03,27.15,26.37,0.48
2221,28.01,27.15,26.39,0.48
2222,28.01,27.15,26.39,0.48
2223,28.06,27.15,26.39,0.48
2224,28.06,27.15,26.41,0.48
2225,28.06,27.15,26.39,0.48
2226,28.08,27.17,26.37,0.48
2227,28.08,27.19,26.41,0.48
2228,28.06,27.17,26.41,0.48
2229,28.08,27.17,26.41,0.48
2230,28.01,27.17,26.43,0.48
2231,28.06,27.17,26.43,0.48
2232,28.03,27.17,26.43,0.48
2233,28.01,27.19,26.43,0.48
2234,28.03,27.17,26.39,0.48
2235,28.06,27.19,26.43,0.48
2236,28.08,27.19,26.39,0.48
2237,28.06,27.19,26.39,0.48
2238,28.08,27.15,26.43,0.48
2239,28.08,27.17,26.43,0.48
2240,28.08,27.19,26.47,0.48
2241,28.1,27.15,26.45,0.48
2242,28.08,27.19,26.45,0.48
2243,28.1,27.17,26.45,0.48
2244,28.1,27.19,26.45,0.48
2245,28.08,27.19,26.43,0.48
2246,28.1,27.19,26.45,0.48
2247,28.1,27.21,26.45,0.48
2248,28.1,27.19,26.43,0.48
2249,28.08,27.21,26.47,0.48
2250,28.08,27.21,26.45,0.48
2251,28.1,27.21,26.45,0.48
2252,28.12,27.17,26.47,0.48
2253,28.1,27.19,26.47,0.48
2254,28.12,27.23,26.47,0.48
2255,28.14,27.25,26.43,0.48
2256,28.1,27.25,26.49,0.48
2257,28.14,27.21,26.47,0.48
2258,28.14,27.23,26.49,0.48
2259,28.1,27.23,26.47,0.48
2260,28.1,27.25,26.47,0.48
2261,28.14,27.21,26.49,0.48
2262,28.12,27.19,26.49,0.48
2263,28.12,27.21,26.47,0.48
2265,28.1,27.23,26.47,0.48
2266,28.12,27.23,26.49,0.48
2267,28.14,27.23,26.49,0.48
2268,28.12,27.23,26.51,0.48
2269,28.12,27.23,26.45,0.48
2270,28.12,27.23,26.47,0.48
2271,28.14,27.23,26.45,0.48
2272,28.14,27.25,26.47,0.48
2273,28.14,27.25,26.47,0.48
2274,28.14,27.25,26.51,0.48
2275,28.16,27.23,26.49,0.48
2276,28.14,27.25,26.51,0.48
2277,28.14,27.25,26.51,0.48
2278,28.14,27.23,26.51,0.48
2279,28.16,27.27,26.49,0.48
2280,28.1,27.25,26.51,0.48
2281,28.14,27.25,26.49,0.48
2282,28.14,27.25,26.51,0.48
2283,28.14,27.25,26.51,0.48
2284,28.12,27.27,26.51,0.48
2285,28.16,27.27,26.51,0.48
2286,28.12,27.27,26.51,0.48
2287,28.1,27.27,26.51,0.48
2288,28.12,27.27,26.51,0.48
2289,28.12,27.25,26.51,0.48
2290,28.12,27.25,26.51,0.48
2291,28.1,27.25,26.54,0.48
2292,28.06,27.27,26.54,0.48
2293,28.06,27.27,26.49,0.48
2294,28.08,27.27,26.54,0.48
2295,28.06,27.29,26.56,0.48
2296,28.03,27.27,26.56,0.48
2297,28.01,27.23,26.56,0.48
2298,28.03,27.25,26.56,0.48
2299,28.01,27.23,26.58,0.48
2300,28.01,27.27,26.58,0.48
2301,28.03,27.25,26.54,0.48
2302,27.99,27.27,26.58,0.48
2303,28.03,27.25,26.58,0.48
2304,28.03,27.23,26.58,0.48
2305,28.03,27.23,26.6,0.48
2306,28.06,27.25,26.6,0.48
2307,28.03,27.27,26.62,0.48
2308,28.06,27.27,26.62,0.48
2309,28.03,27.25,26.6,0.48
2310,28.06,27.23,26.6,0.48
2311,28.03,27.27,26.6,0.48
2312,28.01,27.27,26.56,0.48
2313,27.97,27.27,26.6,0.48
2314,27.99,27.27,26.6,0.48
2315,28.03,27.27,26.6,0.48
2316,28.01,27.27,26.6,0.48
2317,28.03,27.29,26.56,0.48
2318,28.01,27.27,26.58,0.48
2319,28.03,27.29,26.58,0.48
2320,28.03,27.29,26.6,0.48
2321,27.99,27.29,26.58,0.48
2322,28.06,27.29,26.58,0.48
2323,28.03,27.29,26.6,0.48
2324,28.03,27.29,26.62,0.48
2325,28.03,27.29,26.6,0.48
2326,28.03,27.29,26.6,0.48
2327,28.01,27.29,26.6,0.48
2328,27.99,27.29,26.62,0.48
2329,28.03,27.25,26.62,0.48
2330,28.03,27.27,26.6,0.48
2331,28.03,27.31,26.64,0.48
2332,28.01,27.27,26.64,0.48
2333,28.01,27.29,26.64,0.48
2334,28.06,27.29,26.64,0.48
2335,27.99,27.31,26.62,0.48
2336,28.06,27.27,26.64,0.48
2337,28.03,27.31,26.64,0.48
2338,28.01,27.31,26.62,0.48
2339,28.06,27.34,26.6,0.48
2340,28.03,27.34,26.58,0.48
2341,28.03,27.31,26.62,0.48
2342,28.01,27.31,26.6,0.48
2343,28.06,27.27,26.64,0.48
2344,28.08,27.31,26.6,0.48
2345,28.08,27.31,26.64,0.48
2346,28.1,27.34,26.6,0.48
2347,28.1,27.31,26.66,0.48
2348,28.12,27.31,26.64,0.48
2349,28.12,27.34,26.66,0.48
2350,28.12,27.31,26.66,0.48
2351,28.1,27.34,26.66,0.48
2352,28.12,27.31,26.68,0.48
2353,28.12,27.31,26.68,0.48
2354,28.08,27.31,26.68,0.48
2355,28.08,27.31,26.66,0.48
2356,28.08,27.29,26.68,0.48
2357,28.03,27.29,26.66,0.48
2358,28.06,27.29,26.66,0.48
2359,28.06,27.31,26.62,0.48
2360,28.03,27.29,26.66,0.48
2361,28.06,27.27,26.66,0.48
2362,28.03,27.29,26.66,0.48
2363,28.03,27.27,26.64,0.48
2364,28.01,27.27,26.66,0.48
2365,27.99,27.27,26.66,0.48
2366,28.01,27.23,26.66,0.48
2367,28.01,27.27,26.68,0.48
2368,27.99,27.27,26.68,0.48
2369,27.97,27.29,26.66,0.48
2370,27.99,27.31,26.68,0.48
2371,27.99,27.29,26.66,0.48
2372,28.01,27.34,26.64,0.48
2373,28.01,27.31,26.6,0.48
2374,27.99,27.31,26.66,0.48
2375,28.01,27.31,26.64,0.48
2376,28.03,27.36,26.64,0.48
2377,28.01,27.34,26.64,0.48
2378,28.03,27.34,26.66,0.48
2379,27.99,27.34,26.64,0.48
2380,28.03,27.36,26.64,0.48
2381,28.03,27.36,26.62,0.48
2382,28.03,27.34,26.64,0.48
2383,28.06,27.34,26.64,0.48
2384,28.03,27.36,26.64,0.48
2385,28.03,27.36,26.62,0.48
2386,28.03,27.31,26.66,0.48
2387,28.01,27.36,26.66,0.48
2388,28.01,27.36,26.66,0.48
2389,28.01,27.34,26.66,0.48
2390,28.03,27.34,26.68,0.48
2391,28.03,27.36,26.64,0.48
2392,28.08,27.36,26.66,0.48
2393,28.06,27.36,26.68,0.48
2394,28.03,27.36,26.68,0.48
2395,28.03,27.34,26.68,0.48
2396,28.03,27.36,26.68,0.48
2397,28.06,27.36,26.7,0.48
2398,28.06,27.36,26.68,0.48
2399,28.03,27.34,26.68,0.48
2400,28.06,27.31,26.66,0.48
2401,28.08,27.34,26.66,0.48
2402,28.08,27.34,26.64,0.48
2403,28.1,27.34,26.66,0.48
2404,28.1,27.34,26.64,0.48
2405,28.12,27.31,26.66,0.48
2406,28.12,27.29,26.64,0.48
2407,28.12,27.34,26.66,0.48
2408,28.12,27.34,26.64,0.48
2409,28.12,27.34,26.64,0.48
2410,28.1,27.34,26.64,0.48
2411,28.12,27.29,26.64,0.48
2412,28.12,27.34,26.62,0.48
2413,28.03,27.34,26.62,0.48
2414,28.08,27.34,26.6,0.48
2415,28.08,27.34,26.64,0.48
2416,28.08,27.34,26.62,0.48
2417,28.08,27.31,26.64,0.48
2418,28.08,27.31,26.66,0.48
2419,28.1,27.34,26.66,0.48
2420,28.1,27.34,26.6,0.48
2421,28.12,27.36,26.66,0.48
2422,28.06,27.36,26.62,0.48
2423,28.1,27.34,26.62,0.48
2424,28.1,27.34,26.64,0.48
2425,28.12,27.34,26.62,0.48
2426,28.14,27.34,26.62,0.48
2427,28.12,27.36,26.56,0.48
2428,28.12,27.31,26.62,0.48
2429,28.12,27.31,26.62,0.48
2430,28.12,27.31,26.62,0.48
2431,28.14,27.34,26.6,0.48
2432,28.14,27.31,26.62,0.48
2433,28.14,27.34,26.62,0.48
2434,28.12,27.34,26.6,0.48
2435,28.1,27.34,26.62,0.48
2436,28.12,27.36,26.62,0.48
2437,28.12,27.34,26.6,0.48
2438,28.12,27.36,26.6,0.48
2439,28.12,27.36,26.64,0.48
2440,28.14,27.38,26.64,0.48
2441,28.14,27.38,26.64,0.48
2442,28.12,27.36,26.64,0.48
2443,28.14,27.34,26.66,0.48
2444,28.14,27.36,26.66,0.48
2445,28.08,27.38,26.66,0.48
2446,28.12,27.36,26.66,0.48
2447,28.1,27.38,26.68,0.48
2448,28.12,27.38,26.68,0.48
2449,28.1,27.38,26.68,0.48
2450,28.1,27.38,26.68,0.48
2451,28.12,27.4,26.64,0.48
2452,28.1,27.38,26.68,0.48
2453,28.1,27.38,26.68,0.48
2454,28.12,27.4,26.68,0.48
2455,28.12,27.36,26.66,0.48
2456,28.12,27.4,26.66,0.48
2457,28.14,27.36,26.68,0.48
2458,28.14,27.38,26.68,0.48
2459,28.14,27.36,26.68,0.48
2460,28.12,27.38,26.68,0.48
2461,28.12,27.4,26.68,0.48
2462,28.14,27.38,26.66,0.48
2463,28.12,27.38,26.68,0.48
2464,28.1,27.4,26.68,0.48
2465,28.1,27.4,26.64,0.48
2466,28.1,27.38,26.68,0.48
2467,28.08,27.36,26.68,0.48
2468,28.08,27.38,26.68,0.48
2469,28.1,27.4,26.66,0.48
2470,28.1,27.34,26.7,0.48
2471,28.1,27.36,26.68,0.48
2472,28.1,27.34,26.68,0.48
2473,28.08,27.38,26.68,0.48
2474,28.08,27.36,26.68,0.48
2475,28.08,27.38,26.68,0.48
2476,28.1,27.34,26.68,0.48
2477,28.1,27.34,26.68,0.48
2478,28.1,27.38,26.68,0.48
2479,28.06,27.38,26.68,0.48
2480,28.06,27.38,26.7,0.48
2481,28.08,27.38,26.7,0.48
2482,28.12,27.38,26.68,0.48
2483,28.12,27.38,26.68,0.48
2484,28.12,27.4,26.72,0.48
2485,28.12,27.4,26.66,0.48
2486,28.12,27.4,26.68,0.48
2487,28.14,27.4,26.7,0.48
2488,28.12,27.42,26.68,0.48
2489,28.14,27.42,26.68,0.48
2490,28.14,27.42,26.68,0.48
2491,28.12,27.4,26.68,0.48
2492,28.12,27.4,26.68,0.48
2493,28.1,27.4,26.68,0.48
2494,28.08,27.42,26.7,0.48
2495,28.14,27.4,26.7,0.48
2496,28.1,27.42,26.7,0.48
2497,28.12,27.42,26.68,0.48
2498,28.1,27.4,26.72,0.48
2499,28.08,27.4,26.72,0.48
2500,28.08,27.4,26.77,0.48
2501,28.08,27.36,26.75,0.48
2502,28.08,27.34,26.75,0.48
2503,28.08,27.34,26.75,0.48
2504,28.06,27.4,26.77,0.48
2505,28.08,27.38,26.72,0.48
2506,28.08,27.38,26.75,0.48
2507,28.03,27.38,26.75,0.48
2508,28.03,27.38,26.75,0.48
2509,28.06,27.4,26.79,0.48
2510,28.08,27.38,26.75,0.48
2511,28.08,27.36,26.77,0.48
2512,28.1,27.36,26.77,0.48
2513,28.12,27.42,26.75,0.48
2514,28.1,27.4,26.79,0.48
2516,28.1,27.4,26.77,0.48
2517,28.12,27.4,26.75,0.48
2518,28.08,27.4,26.75,0.48
2519,28.08,27.4,26.77,0.48
2520,28.08,27.4,26.77,0.48
2521,28.08,27.4,26.77,0.48
2522,28.08,27.4,26.75,0.48
2523,28.08,27.38,26.77,0.48
2524,28.03,27.4,26.75,0.48
2525,28.06,27.42,26.7,0.48
2526,28.03,27.42,26.7,0.48
2527,28.06,27.4,26.72,0.48
2528,28.06,27.42,26.7,0.48
2529,28.03,27.42,26.75,0.48
2530,28.06,27.4,26.75,0.48
2531,28.03,27.42,26.75,0.48
2532,28.08,27.42,26.75,0.48
2533,28.08,27.44,26.75,0.48
2534,28.08,27.44,26.75,0.48
2535,28.1,27.44,26.75,0.48
2536,28.06,27.44,26.77,0.48
2537,28.1,27.42,26.75,0.48
2538,28.08,27.44,26.75,0.48
2539,28.03,27.44,26.75,0.48
2540,28.1,27.42,26.77,0.48
2541,28.08,27.44,26.77,0.48
2542,28.1,27.4,26.77,0.48
2543,28.06,27.44,26.75,0.48
2544,28.1,27.42,26.77,0.48
2545,28.1,27.44,26.79,0.48
2546,28.1,27.42,26.77,0.48
2547,28.08,27.44,26.72,0.48
2548,28.1,27.42,26.77,0.48
2549,28.1,27.4,26.75,0.48
2550,28.1,27.4,26.75,0.48
2551,28.08,27.4,26.77,0.48
2552,28.06,27.42,26.72,0.48
2553,28.1,27.42,26.72,0.48
2554,28.08,27.42,26.75,0.48
2555,28.08,27.42,26.75,0.48
2556,28.08,27.42,26.72,0.48
2557,28.1,27.4,26.72,0.48
2558,28.1,27.42,26.68,0.48
2559,28.1,27.42,26.7,0.48
2560,28.12,27.42,26.7,0.48
2561,28.1,27.4,26.7,0.48
2562,28.14,27.42,26.7,0.48
2563,28.14,27.4,26.68,0.48
2564,28.16,27.38,26.68,0.48
2565,28.18,27.4,26.68,0.48
2566,28.18,27.4,26.7,0.48
2567,28.16,27.4,26.66,0.48
2568,28.18,27.42,26.7,0.48
2569,28.18,27.4,26.7,0.48
2570,28.16,27.42,26.7,0.48
2571,28.2,27.4,26.72,0.48
2572,28.2,27.42,26.72,0.48
2573,28.18,27.42,26.72,0.48
2574,28.2,27.4,26.7,0.48
2575,28.2,27.44,26.7,0.48
2576,28.16,27.42,26.72,0.48
2577,28.18,27.44,26.7,0.48
2578,28.16,27.42,26.72,0.48
2579,28.16,27.42,26.7,0.48
2580,28.16,27.44,26.77,0.48
2581,28.14,27.42,26.72,0.48
2582,28.16,27.42,26.72,0.48
2583,28.1,27.4,26.75,0.48
2584,28.14,27.38,26.75,0.48
2585,28.14,27.42,26.75,0.48
2586,28.12,27.4,26.75,0.48
2587,28.16,27.42,26.72,0.48
2588,28.14,27.4,26.77,0.48
2589,28.12,27.4,26.77,0.48
2590,28.16,27.36,26.77,0.48
2591,28.16,27.42,26.72,0.48
2592,28.14,27.4,26.77,0.48
2593,28.14,27.4,26.75,0.48
2594,28.14,27.42,26.75,0.48
2595,28.14,27.44,26.72,0.48
2596,28.16,27.4,26.72,0.48
2597,28.14,27.42,26.75,0.48
2598,28.18,27.4,26.72,0.48
2599,28.18,27.4,26.72,0.48
2600,28.14,27.42,26.72,0.48
2601,28.18,27.38,26.75,0.48
2602,28.16,27.42,26.72,0.48
2603,28.18,27.42,26.72,0.48
2604,28.18,27.38,26.75,0.48
2605,28.16,27.42,26.7,0.48
2606,28.16,27.44,26.75,0.48
2607,28.16,27.44,26.72,0.48
2608,28.18,27.4,26.75,0.48
2609,28.18,27.44,26.68,0.48
2610,28.18,27.42,26.75,0.48
2611,28.23,27.4,26.75,0.48
2612,28.18,27.44,26.72,0.48
2613,28.18,27.42,26.72,0.48
2614,28.18,27.4,26.75,0.48
2615,28.18,27.42,26.75,0.48
2616,28.16,27.42,26.72,0.48
2617,28.14,27.44,26.7,0.48
2618,28.18,27.44,26.7,0.48
2619,28.14,27.46,26.7,0.48
2620,28.18,27.44,26.72,0.48
2621,28.16,27.48,26.72,0.48
2622,28.18,27.46,26.72,0.48
2623,28.18,27.46,26.7,0.48
2624,28.18,27.48,26.72,0.48
2625,28.2,27.46,26.68,0.48
2626,28.16,27.46,26.7,0.48
2627,28.2,27.44,26.7,0.48
2628,28.2,27.46,26.7,0.48
2629,28.23,27.42,26.7,0.48
2630,28.23,27.46,26.7,0.48
2631,28.2,27.44,26.7,0.48
2632,28.2,27.44,26.7,0.48
2633,28.18,27.44,26.66,0.48
2634,28.2,27.42,26.68,0.48
2635,28.23,27.4,26.7,0.48
2636,28.18,27.44,26.68,0.48
2637,28.2,27.44,26.7,0.48
2638,28.2,27.4,26.7,0.48
2639,28.18,27.42,26.7,0.48
2640,28.16,27.44,26.7,0.48
2641,28.16,27.46,26.7,0.48
2642,28.16,27.44,26.72,0.48
2643,28.16,27.44,26.72,0.48
2644,28.2,27.44,26.7,0.48
2645,28.16,27.44,26.7,0.48
2646,28.16,27.44,26.72,0.48
2647,28.2,27.44,26.7,0.48
2648,28.2,27.42,26.7,0.48
2649,28.2,27.4,26.72,0.48
2650,28.2,27.44,26.7,0.48
2651,28.2,27.44,26.7,0.48
2652,28.18,27.46,26.68,0.48
2653,28.14,27.46,26.72,0.48
2654,28.16,27.46,26.7,0.48
2655,28.16,27.46,26.72,0.48
2656,28.16,27.46,26.72,0.48
2657,28.18,27.46,26.7,0.48
2658,28.18,27.44,26.7,0.48
2659,28.2,27.46,26.7,0.48
2660,28.23,27.44,26.68,0.48
2661,28.23,27.46,26.7,0.48
2662,28.25,27.44,26.68,0.48
2663,28.25,27.44,26.68,0.48
2664,28.23,27.46,26.72,0.48
2665,28.27,27.46,26.7,0.48
2666,28.27,27.42,26.7,0.48
2667,28.27,27.44,26.66,0.48
2668,28.25,27.4,26.7,0.48
2669,28.27,27.44,26.68,0.48
2670,28.25,27.44,26.72,0.48
2671,28.27,27.42,26.72,0.48
2672,28.29,27.4,26.72,0.48
2673,28.27,27.42,26.72,0.48
2674,28.27,27.46,26.72,0.48
2675,28.25,27.46,26.79,0.48
2676,28.27,27.44,26.77,0.48
2677,28.23,27.44,26.77,0.48
2678,28.23,27.42,26.77,0.48
2679,28.2,27.42,26.72,0.48
2680,28.18,27.4,26.77,0.48
2681,28.16,27.4,26.75,0.48
2682,28.18,27.42,26.72,0.48
2683,28.16,27.4,26.75,0.48
2684,28.14,27.4,26.75,0.48
2685,28.14,27.44,26.77,0.48
2686,28.16,27.42,26.72,0.48
2687,28.18,27.4,26.72,0.48
2688,28.16,27.44,26.75,0.48
2689,28.16,27.42,26.72,0.48
2690,28.12,27.44,26.72,0.48
2691,28.14,27.42,26.72,0.48
2692,28.14,27.42,26.75,0.48
2693,28.14,27.44,26.75,0.48
2694,28.14,27.44,26.75,0.48
2695,28.1,27.42,26.77,0.48
2696,28.14,27.42,26.77,0.48
2697,28.14,27.44,26.75,0.48
2698,28.12,27.42,26.75,0.48
2699,28.12,27.42,26.75,0.48
2700,28.1,27.42,26.79,0.48
2701,28.14,27.42,26.79,0.48
2702,28.14,27.4,26.79,0.48
2703,28.14,27.42,26.79,0.48
2704,28.1,27.42,26.77,0.48
2705,28.14,27.42,26.77,0.48
2706,28.1,27.44,26.77,0.48
2707,28.12,27.4,26.75,0.48
2708,28.14,27.44,26.7,0.48
2709,28.14,27.42,26.75,0.48
2710,28.16,27.46,26.75,0.48
2711,28.16,27.46,26.75,0.48
2712,28.12,27.46,26.75,0.48
2713,28.14,27.44,26.75,0.48
2714,28.14,27.44,26.75,0.48
2715,28.14,27.44,26.75,0.48
2716,28.14,27.44,26.72,0.48
2717,28.12,27.46,26.77,0.48
2718,28.12,27.44,26.72,0.48
2719,28.12,27.46,26.75,0.48
2720,28.12,27.42,26.75,0.48
2721,28.12,27.44,26.75,0.48
2722,28.18,27.46,26.72,0.48
2723,28.16,27.4,26.75,0.48
2724,28.16,27.44,26.75,0.48
2725,28.16,27.44,26.72,0.48
2726,28.18,27.44,26.7,0.48
2727,28.18,27.4,26.72,0.48
2728,28.18,27.44,26.68,0.48
2729,28.18,27.44,26.7,0.48
2730,28.16,27.46,26.7,0.48
2731,28.18,27.44,26.72,0.48
2732,28.18,27.42,26.72,0.48
2733,28.18,27.42,26.72,0.48
2734,28.16,27.44,26.72,0.48
2735,28.18,27.46,26.7,0.48
2736,28.16,27.44,26.7,0.48
2737,28.2,27.4,26.72,0.48
2738,28.23,27.44,26.72,0.48
2739,28.18,27.44,26.7,0.48
2740,28.2,27.46,26.7,0.48
2741,28.2,27.44,26.7,0.48
2742,28.23,27.4,26.7,0.48
2743,28.18,27.42,26.7,0.48
2744,28.16,27.42,26.7,0.48
2745,28.18,27.4,26.72,0.48
2746,28.18,27.44,26.7,0.48
2747,28.2,27.44,26.72,0.48
2748,28.2,27.42,26.72,0.48
2749,28.2,27.42,26.72,0.48
2750,28.2,27.44,26.72,0.48
2751,28.2,27.44,26.7,0.48
2752,28.2,27.44,26.72,0.48
2753,28.16,27.46,26.72,0.48
2754,28.2,27.44,26.72,0.48
2755,28.18,27.46,26.75,0.48
2756,28.18,27.44,26.75,0.48
2757,28.18,27.48,26.75,0.48
2758,28.16,27.46,26.72,0.48
2759,28.16,27.44,26.7,0.48
2760,28.16,27.46,26.7,0.48
2761,28.16,27.46,26.7,0.48
2762,28.14,27.46,26.75,0.48
2763,28.18,27.46,26.72,0.48
2764,28.18,27.44,26.75,0.48
2766,28.16,27.46,26.72,0.48
2767,28.16,27.46,26.72,0.48
2768,28.14,27.46,26.75,0.48
2769,28.16,27.46,26.75,0.48
2770,28.14,27.44,26.72,0.48
2771,28.14,27.42,26.75,0.48
2772,28.14,27.46,26.7,0.48
