Temps (s),T1 (°C),T2 (°C),T3 (°C)
Temps (s), T1 (°C), T2 (°C), T3 (°C)
0,23.60,23.96,23.87
1,23.60,23.96,23.87
2,23.60,23.96,23.87
3,23.60,23.96,23.87
4,23.60,23.96,23.87
5,23.60,23.96,23.87
6,23.60,23.96,23.87
7,23.60,23.96,23.87
8,23.60,23.96,23.87
9,23.60,23.96,23.87
10,23.60,23.96,23.87
11,23.60,23.96,23.87
12,23.60,23.96,23.87
13,23.60,23.96,23.87
14,23.60,23.96,23.87
15,23.60,23.96,23.87
16,23.60,23.96,23.87
17,23.60,23.96,23.87
18,23.51,23.96,23.87
19,23.60,23.96,23.87
20,23.60,23.96,23.87
21,23.60,23.96,23.87
22,23.60,23.96,23.87
23,23.60,23.96,23.87
24,23.60,23.96,23.87
25,23.60,23.96,23.87
26,23.60,23.96,23.87
27,23.60,23.96,23.87
28,23.60,23.96,23.87
29,23.60,23.96,23.87
30,23.51,23.96,23.87
31,23.51,23.96,23.87
32,23.60,23.96,23.87
33,23.51,23.96,23.87
34,23.60,23.96,23.87
35,23.51,23.96,23.87
36,23.51,23.96,23.87
37,23.60,23.96,23.87
38,23.60,23.96,23.87
39,23.69,23.96,23.87
40,23.78,23.96,23.87
41,23.78,23.96,23.87
42,23.87,23.96,23.87
43,23.87,23.96,23.87
44,23.96,23.96,23.78
45,23.96,23.96,23.78
46,24.05,23.96,23.87
47,24.05,23.96,23.87
48,24.05,23.96,23.78
49,24.05,23.96,23.78
50,24.14,23.96,23.78
51,24.14,23.96,23.78
52,24.23,24.05,23.87
53,24.23,24.05,23.78
54,24.23,24.05,23.87
55,24.23,24.05,23.87
56,24.23,24.05,23.78
57,24.32,24.05,23.87
58,24.32,24.05,23.87
59,24.32,24.05,23.87
60,24.32,24.05,23.87
61,24.41,24.14,23.87
62,24.41,24.14,23.87
63,24.41,24.14,23.87
64,24.41,24.14,23.87
65,24.41,24.14,23.87
66,24.41,24.14,23.87
67,24.41,24.14,23.87
68,24.50,24.14,23.87
69,24.50,24.14,23.87
70,24.50,24.23,23.87
71,24.50,24.23,23.87
72,24.50,24.23,23.87
73,24.50,24.23,23.87
74,24.59,24.23,23.96
75,24.59,24.23,23.96
76,24.59,24.23,23.96
77,24.59,24.32,23.96
78,24.59,24.32,23.96
79,24.59,24.32,23.96
80,24.59,24.32,23.96
81,24.59,24.32,23.96
82,24.68,24.32,23.96
83,24.68,24.32,23.96
84,24.68,24.32,23.96
85,24.68,24.32,24.05
86,24.68,24.41,24.05
87,24.68,24.41,24.05
88,24.68,24.41,24.05
89,24.68,24.41,24.05
90,24.77,24.41,24.05
91,24.77,24.41,24.05
92,24.77,24.41,24.05
93,24.77,24.41,24.05
94,24.77,24.50,24.05
95,24.77,24.41,24.14
96,24.77,24.41,24.05
97,24.77,24.50,24.05
98,24.77,24.50,24.14
99,24.77,24.50,24.14
100,24.77,24.50,24.14
101,24.86,24.50,24.14
102,24.86,24.50,24.14
103,24.86,24.50,24.14
104,24.86,24.50,24.14
105,24.86,24.50,24.14
106,24.86,24.50,24.14
107,24.86,24.50,24.14
108,24.86,24.50,24.14
109,24.86,24.50,24.14
110,24.86,24.59,24.23
111,24.86,24.59,24.23
112,24.86,24.59,24.14
113,24.95,24.59,24.23
114,24.95,24.59,24.23
115,24.95,24.59,24.23
116,24.95,24.59,24.23
117,24.95,24.59,24.23
118,24.95,24.59,24.23
119,24.95,24.59,24.23
120,24.95,24.59,24.23
121,24.95,24.59,24.23
122,24.95,24.68,24.32
123,24.95,24.59,24.32
124,24.95,24.68,24.32
125,24.95,24.68,24.32
126,25.04,24.68,24.32
127,25.04,24.68,24.32
128,25.04,24.68,24.32
129,25.04,24.68,24.32
130,25.04,24.68,24.32
131,25.04,24.68,24.32
132,25.04,24.68,24.32
133,25.04,24.68,24.32
134,25.04,24.77,24.32
135,25.04,24.68,24.32
136,25.04,24.77,24.41
137,25.04,24.77,24.41
138,25.04,24.77,24.41
139,25.04,24.77,24.41
140,25.04,24.77,24.41
141,25.04,24.77,24.41
142,25.04,24.77,24.41
143,25.04,24.77,24.41
144,25.04,24.77,24.41
145,25.04,24.77,24.41
146,25.04,24.77,24.41
147,25.04,24.77,24.41
148,25.04,24.77,24.41
149,25.13,24.77,24.41
150,25.04,24.77,24.41
151,25.13,24.77,24.41
152,25.13,24.77,24.41
153,25.13,24.77,24.41
154,25.13,24.86,24.41
155,25.13,24.86,24.41
156,25.13,24.86,24.50
157,25.13,24.86,24.50
158,25.13,24.86,24.50
159,25.13,24.86,24.50
160,25.13,24.86,24.50
161,25.13,24.86,24.50
162,25.13,24.86,24.50
163,25.13,24.86,24.50
164,25.13,24.86,24.50
165,25.13,24.86,24.50
166,25.13,24.86,24.50
167,25.13,24.86,24.50
168,25.13,24.86,24.50
169,25.13,24.86,24.50
170,25.13,24.86,24.50
171,25.13,24.86,24.50
172,25.22,24.86,24.50
173,25.22,24.86,24.59
174,25.22,24.95,24.50
175,25.22,24.95,24.59
176,25.22,24.95,24.59
177,25.22,24.95,24.59
178,25.22,24.95,24.59
179,25.22,24.95,24.50
180,25.22,24.95,24.59
181,25.22,24.95,24.59
182,25.22,24.95,24.59
183,25.22,24.95,24.59
184,25.22,24.95,24.59
185,25.22,24.95,24.59
186,25.22,24.95,24.59
187,25.22,24.95,24.59
188,25.22,24.95,24.59
189,25.22,24.95,24.59
190,25.22,24.95,24.59
191,25.22,24.95,24.59
192,25.22,24.95,24.59
193,25.22,24.95,24.59
194,25.22,24.95,24.59
195,25.22,24.95,24.59
196,25.22,24.95,24.59
